FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_ MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_ MCAL_ MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_ IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_ OP_ OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CURR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER_REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106231013,MENDOCINO COAST DISTRICT HOSPTIAL,7/1/2009,6/30/2010,365,Audited,Incl. Ind. Audit Adj.,Mendocino,1,111,District,General,Comparable,Small/Rural,(707) 961-1234,700  RIVER DRIVE,FORT BRAGG,95437,RAYMOND T. HINO,CEO,,MENDOCINO COAST HEALTHCARE DISTRICT,KEVIN SEELEY,"CLARK, KOORTBOJIAN & ASSOCIATES, INC.",0,05-0569,,ZZR00569F,25,25,17,"4,161",0,721,0,96,704,16,7,193,"5,898",715,0,256,0,37,174,5,2,45,"1,234",15,0,0,0,10,0,"3,871",0,0,0,"2,027",0,"1,057",0,0,0,177,0,64.60,64.60,4.80,3.70,7,281,167,"22,884",0,"6,094",0,832,"14,340",160,92,"1,759","46,161","9,764","29,177","6,318",0,0,2,"44,613","90,486",278,"1,558",121,47,"88,003,155","47,541,059",0,"40,462,096","277,416","43,180,461","(2,440,949)","2,544,911","29,546",0,0,"74,416","13,072,833","15,089,154","59,841,168","18,410,449",0,"5,039,113",0,"1,299,878","4,643,549","107,235","1,672","641,162","30,143,058","30,695,025",0,"8,082,170",0,"3,108,466","14,238,384","156,563","75,167","1,504,322","57,860,097","25,588,463",0,"9,227,588",0,0,"3,349,053","7,249,782","238,871","1,523,770",0,"76,839",0,"286,693",0,0,0,0,"23,517,011",0,"3,893,695",0,"1,059,291","11,632,151","24,927",0,"335,021",0,0,"829,911","19,128","969,889",0,"5,066,930","8,865,190","14,997,686",0,0,0,0,"5,312,254","2,616,097","4,504,325","1,817,979","15,172,551","8,692,667","4,466,451","1,199,751","6,556,280","2,127,890","1,270,924","971,418","432,176","507,754","1,782,599","8,507,116","6,517,368","11,250,126","1,990,758","678,996",0,"28,944,364","6,652,652",0,"12,793,634","9,498,078","28,944,364","1,447,275","11,756,641","(7,153,925)","17,153,082","14,387,192","33,009,601","21,759,475",0,"466,110","12,453,128","12,919,238","125,604",0,0,266,64,"495,875","68,545","564,420",43,0,"91,383","114,017","107,015","1,656","14,928","117,644","14,111","24,551","10,523",47,"76,956","112,605","111,798",0,"82,124","59,495","52,897",0,"89,411","125,235","125,957",0,"94,020","68,591","61,206",0
106334018,MENIFEE VALLEY MEDICAL CENTER,7/1/2009,6/30/2010,365,Audited,Excl. Ind. Audit Adj.,Riverside,12,1109,District,General,Comparable,,(951) 679-8888,28400 MCCALL BLVD,SUN CITY,92586,RICK DICAPO,ADMINISTRATOR,VALLEYHEALTHSYSTEM.COM,VALLEY HEALTH SYSTEM,RUTH TURNER,"HEALTHCARE MANAGEMENT SOLUTIONS, INC.",0,05-0684,HSC30684F,,84,84,47,"7,022","6,036",828,439,363,573,"1,092",29,509,"16,891","1,551","1,605",202,118,73,192,334,9,156,"4,240",84,0,0,0,0,0,"16,891",0,0,0,0,0,"4,240",0,0,0,0,0,55.10,55.10,4.00,4.00,0,0,0,"6,377","2,648","1,715","2,709",253,"2,295","2,705",102,"2,674","21,478","17,381",0,0,"6,954",0,4,"74,895","59,730",642,751,0,0,"201,129,640","159,394,462",0,"41,735,178","148,898","46,532,546","(4,648,470)","141,522",0,0,0,"(4,506,948)","38,516,343","35,917,890","126,695,407","55,293,373","51,577,250","5,148,704","3,404,961","1,022,610","5,204,522","10,155,849","347,352","6,126,041","138,280,662","14,901,302","14,609,888","3,626,299","5,882,845","645,032","6,754,480","8,211,147","351,990","7,865,995","62,848,978","54,442,203","50,678,383","7,658,563","8,106,122",0,"1,617,903","7,268,128","13,029,848","15,456,712",0,"699,342",0,"437,258",0,0,0,0,"14,871,385","14,677,970","1,006,296","1,065,103","49,739","4,540,764","5,106,604",0,"417,317",0,"20,891",0,"36,623",0,0,"10,095,176","3,844,962","14,864,217",0,0,0,0,"7,172,506","2,081,086","5,766,775","2,707,824","15,894,372","4,520,618","903,795","1,889,985","8,155,629","10,179,949","1,150,823","900,273","199,136","1,266,318","1,471,648","7,935,386",0,"8,324,659","27,054",0,"417,303","16,704,402","11,675,029",0,"17,893,325","(12,863,952)","16,704,402",0,"24,029,632","(17,051,837)","30,279,284","10,111,145","44,029,879","35,705,220",0,"497,043","16,246,000","18,749,838","856,513",0,"7,358,701",253,132,"510,108","48,673","558,781",116,0,"17,024","149,391","187,091","19,800","37,004","68,141",19,0,"31,344",294,"208,525","64,053","132,189",0,"34,841","19,607","50,893",0,"224,370","69,698","147,090",0,"39,101","21,227","57,295",0
106334018,MENIFEE VALLEY MEDICAL CENTER,7/1/2010,11/29/2010,152,Audited,Excl. Ind. Audit Adj.,Riverside,12,1109,District,General,Comparable,,(951) 679-8888,28400 MCCALL BLVD,SUN CITY,92585,RICK DICAPO,ADMINISTRATOR,WWW.MENIFEEVMC.COM,VALLEY HEALTH SYSTEM,CARLOS JIMENEZ,"HEALTHCARE MANAGEMENT SOLUTIONS, INC.",0,05-0684,HSC30684F,,84,84,48,"2,633","2,630",312,180,136,332,481,20,256,"6,980",620,669,73,51,23,91,154,5,62,"1,748",84,0,0,0,0,0,"6,980",0,0,0,0,0,"1,748",0,0,0,0,0,54.7,54.7,4.0,4.0,0,0,0,"1,610","1,236",766,"1,391",93,992,"1,249",50,"1,406","8,793","8,840",0,0,"1,068",0,4,"36,150","34,305",305,395,0,0,"84,465,609","66,119,856",0,"18,345,753","59,107","20,449,213","(2,044,353)","63,090",0,0,0,"(1,981,263)","16,133,068","15,215,639","53,116,902","21,273,885","23,002,661","2,240,153","1,420,217","240,618","2,481,152","4,415,921","212,830","2,695,121","57,982,558","5,654,622","5,896,300","1,589,295","2,657,119","226,296","3,341,773","3,708,066","160,550","3,249,030","26,483,051","21,323,583","21,736,979","3,369,914","3,628,829",0,"462,245","3,883,992","5,703,038","5,616,677",0,"373,380",0,"21,219",0,0,0,0,"5,604,924","7,161,982","459,534","448,507","4,669","1,938,933","2,420,949",0,"306,255",0,"14,248,709",0,"15,295",0,0,"4,549,689","1,651,268","6,810,196",0,0,0,0,"3,209,424","666,780","2,265,658","1,296,198","7,152,270","2,263,709","409,171","706,675","4,103,536","3,614,077","395,892","571,054","88,447","461,929","682,453","23,862,280",0,"1,485,140","8,007",0,0,"25,355,427","25,589,099",0,"362,834","(596,506)","25,355,427","15,275,299","30,294,425","(22,542,564)","1,520,000","1,330","1,521,330","36,190",0,"483,025",0,"483,025","120,191",0,"21,067,296",297,137,"224,390","43,831","268,221",111,0,"7,927","66,885","83,946","6,907","16,899","30,878",0,0,"10,725",223,"90,538","26,923","58,132",0,"15,152","8,420","25,225",0,"108,067","30,982","70,115",0,"18,854","9,429","30,774",0
106414018,MENLO PARK SURGICAL HOSPITAL,1/1/2010,12/31/2010,365,Audited,Excl. Ind. Audit Adj.,San Mateo,4,428,Non-Profit,General,Comparable,,(650) 324-8500,570 WILLOW ROAD,MENLO PARK,94025,KATHI PALANGE,CEO,WWW.PAMF.ORG,PALO ALTO MEDICAL FOUNDATION,TERRYLEE NEAL,SUTTER HEALTH,0,05-0754,,HSP40754F,16,16,16,43,16,1,0,0,326,93,3,36,518,39,12,1,0,0,255,70,2,33,412,16,0,0,0,0,0,518,0,0,0,0,0,412,0,0,0,0,0,8.90,8.90,1.30,1.30,0,0,0,602,230,34,0,0,"1,187",623,1,78,"2,755",0,"1,453",0,0,0,2,"73,665","112,125",413,"1,271",0,0,"37,279,296","21,022,775",0,"16,256,521","130,896","14,498,592","1,888,825","30,593",0,0,0,"1,919,418","1,659,880","889,376","34,730,040","1,318,588","455,163","33,159",0,0,"9,036,667","2,590,823","96,216","1,335,848","14,866,464","3,478,811","1,044,753","267,167",0,0,"11,288,254","4,664,716","37,470","1,631,661","22,412,832","3,314,400","1,036,254","238,890",0,0,0,"9,892,510","3,531,404","202,829",0,"133,686",0,"2,672,802",0,0,0,0,"1,482,999","463,662","61,436",0,0,"10,432,411","3,724,135",0,"91,878",0,"1,806,887",0,"30,593",0,0,"939,559","762,765","6,003,613",0,0,0,0,"1,394,652","399,221","4,800,638","198,144","3,959,921","1,959,866",0,"734,181","3,271,828","3,533,883","493,453","72,667","12,962",0,"459,831","10,058,950",0,"6,687,821","70,472","7,175",0,"16,824,418","1,743,391",0,0,"15,081,027","16,824,418","7,421,788","5,944,134","(3,395,168)","3,735,837","2,440,669","8,797,201","2,109,380",0,0,0,0,0,0,"1,260,744",43,15,"77,860","16,235","94,095",156,0,"9,960","11,885","29,691",0,0,"17,214","4,766",213,940,"3,191","9,622","8,234","29,409",0,"10,822","8,454","11,319",0,"11,234","9,049","33,543",0,"11,685","8,693","19,891",0
106340947,MERCY GENERAL HOSPITAL,7/1/2009,6/30/2010,365,Audited,Incl. Ind. Audit Adj.,Sacramento,2,311,Non-Profit,General,Comparable,,(916) 453-4545,4001 J STREET,SACRAMENTO,95819,DENNY POWELL,PRESIDENT,WWW.MERCYGENERAL.ORG,CATHOLIC HEALTHCARE WEST,NANCY ARATA-FONG,CATHOLIC HEALTHCARE WEST,0,05-0017,HSC00017G,ZZR00017G,342,342,342,"28,814","15,215","15,210","6,356",451,669,"19,466",836,384,"87,401","5,028","2,726","3,059","2,106",100,174,"5,159",188,88,"18,628",274,0,0,30,38,0,"71,254",0,0,"4,888","11,259",0,"17,637",0,0,350,641,0,70.00,70.00,4.70,4.20,0,0,0,"22,619","9,815","12,089","11,110",625,"6,291","40,597","1,683","5,517","110,346","36,681","8,537",0,"60,983","8,847",15,"1,056,030","1,188,270","3,902","9,651","2,082",902,"2,044,146,326","1,670,938,749","59,482,262","432,689,839","3,007,529","416,090,990","19,606,378","13,023,141","4,585,808",0,0,"28,043,711","349,668,010","102,319,821","1,592,158,495","517,355,611","289,157,179","182,402,522","84,473,700","12,188,565","14,481,344","438,957,390","6,836,187","14,873,344","1,560,725,842","106,191,277","43,932,599","33,318,581","29,907,397","2,866,864","39,356,946","207,282,051","4,855,274","15,709,495","483,420,484","512,084,691","292,192,596","188,251,660","96,780,755",0,"13,477,862","49,648,406","468,618,980","31,173,082",0,"15,386,770",0,"3,323,947","15,198,557",0,0,"44,283,705","110,967,474","55,779,125","22,687,926","16,292,316","1,504,050","3,237,289","218,798,430","6,559","3,416,670",0,0,"487,286","7,907,021",0,0,"92,238,690","16,780,856","164,715,920","12,435,870",0,"2,380,792","1,888,586","58,519,254","3,655,008","56,173,516","7,302,498","167,081,221","57,047,861","8,890,645","8,436,014","91,118,460","57,617,950","11,226,701","4,757,900","1,352,922","1,613,637","6,947,679","251,010,721","24,669,884","51,908,618","54,153,887","1,312,368",0,"383,055,478","45,574,291",0,"80,288,546","257,192,641","383,055,478","537,365","265,160,049","(214,544,797)","96,109,991","95,189,357","196,779,367","144,870,749",0,0,"83,920,025","83,920,025","3,631,479","168,743,443",0,"1,703",617,"3,089,402","584,393","3,673,795",335,6,"173,311","774,073","1,128,956","17,929","101,690","410,167","242,087","108,805","34,029","98,355","1,042,643","131,488","971,746","26,295","543,402","89,246","265,102","19,480","1,256,635","159,340","1,149,167","31,201","622,735","101,035","328,396","25,286"
106150761,MERCY HOSPITAL - BAKERSFIELD,7/1/2009,6/30/2010,365,Audited,Excl. Ind. Audit Adj.,Kern,9,617,Non-Profit,General,Comparable,,(661) 632-6523,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,RUSSELL JUDD,PRESIDENT,WWW.CHWHEALTH.ORG,CATHOLIC HEALTHCARE WEST,CATHERINE MATSUDA,"HEALTHQUEST CONSULTING, INC.",0,05-0295,,ZZT30295F,222,172,172,"15,013","2,979","3,454","1,928",0,393,"30,370","2,452","1,534","58,123","2,856",576,778,445,0,73,"6,735",495,264,"12,222",222,0,0,0,0,0,"58,123",0,0,0,0,0,"12,222",0,0,0,0,0,71.70,92.60,4.80,4.80,0,0,0,"35,437","14,725","9,516","14,653",0,"3,143","57,121","3,351","9,941","147,887","61,279","47,124","14,367","26,506",0,7,"393,085","281,896","3,397","3,894","1,711",652,"893,725,156","659,700,841",0,"234,024,315","2,668,220","213,466,709","23,225,826","4,747,517","1,336,217",0,0,"26,637,126","208,405,865","115,000,383","570,318,908","167,324,480","37,852,849","36,234,867","21,847,880",0,"6,685,645","306,695,702","18,566,266","21,241,862","616,449,551","50,103,525","18,561,432","17,354,935","27,914,459",0,"7,557,758","120,386,997","6,506,748","28,889,751","277,275,605","197,893,371","47,758,450","46,573,571","42,839,484",0,0,"9,047,551","269,623,633","17,349,535",0,"24,565,171","(125,858)","4,175,933",0,0,0,0,"18,753,642","8,655,831","7,016,231","6,922,855",0,"5,195,852","157,459,066","633,701","29,387,137",0,0,0,"3,602,258",0,0,"49,586,257","22,551,223","58,524,613",0,0,0,"142,835","36,590,499","8,018,304","32,051,988","6,000,990","77,033,677","43,684,447","2,220,525","3,943,967","31,850,659","33,196,694","7,344,408","2,443,681","736,764","2,599,532","8,412,355","73,632,312","93,113,745","56,369,077","365,858","9,667,381",0,"233,148,373","34,247,770",0,"51,656,414","147,244,189","233,148,373","37,418,269","118,963,754","(89,416,570)","93,982,820","121,303,191","226,331,084","169,962,007",0,0,0,"53,258,762","1,602,348",0,"739,592","1,246",460,"2,261,189","354,416","2,615,605",355,0,"186,626","610,590","774,965","21,949","136,371","344,395","163,323",0,"22,970",0,"694,979","262,458","509,661","1,144","384,130","146,698","262,119",0,"829,093","302,983","581,583","2,531","429,844","165,481","304,090",0
106344029,MERCY HOSPITAL - FOLSOM,7/1/2009,6/30/2010,365,Audited,Incl. Ind. Audit Adj.,Sacramento,2,309,Non-Profit,General,Comparable,,(916) 938-7400,1650 CREEKSIDE DRIVE,FOLSOM,95630,DONALD HUDSON,PRESIDENT,WWW.MERCYFOLSOM.ORG,CATHOLIC HEALTHCARE WEST,CLEMENT J. SPRING,CATHOLIC HEALTHCARE WEST,0,05-0414,HSC00414H,ZZR00414H,85,85,85,"6,550","2,148","1,457",233,437,183,"6,057",34,364,"17,463","1,425",507,355,97,91,46,"2,177",12,110,"4,820",85,0,0,0,0,0,"17,463",0,0,0,0,0,"4,820",0,0,0,0,0,56.30,56.30,3.60,3.60,0,0,0,"5,988","2,712","6,206","3,428",526,"1,651","21,154","1,088","4,870","47,623","27,479","4,737",0,"15,976","2,079",3,"138,775","147,405","1,152","1,809",653,252,"442,031,879","330,054,151","13,425,388","125,403,116","582,104","106,847,242","19,137,978","4,964,844","541,257",0,0,"23,561,565","79,025,449","76,908,920","286,097,510","85,165,011","27,032,454","16,779,251","3,406,550","6,172,574","2,640,562","85,805,466","499,181","5,248,576","232,749,625","30,833,415","13,538,245","13,927,252","11,427,568","2,078,353","13,681,584","109,564,025","2,598,588","11,633,224","209,282,254","98,018,588","36,438,184","27,981,880","13,232,798",0,"7,284,363","15,372,934","111,433,984","13,105,962",0,"3,216,999",0,"3,968,459","2,377,914",0,0,"11,047,474","17,908,350","6,486,673","2,613,692","1,597,848","946,379","839,641","93,415,808",(677),"1,595,402",0,"(864,120)","203,884","3,496,309",0,0,"20,445,745","11,135,603","32,782,799","2,875,930",0,0,0,"16,737,423","1,691,990","17,531,993","3,645,759","44,186,504","14,485,170","4,623,255","3,586,704","12,580,526","17,558,955","4,281,932","944,003","366,054","1,761,324","2,472,815","123,579,458","243,155","43,921,846","4,623,138","670,637",0,"173,038,234","19,314,748",0,"27,917,230","125,806,256","173,038,234","2,900","65,440,184","(48,383,525)","49,256,284","23,220,941","78,235,628","34,313,782",0,0,"29,888,605","30,751,330","2,834,100","103,666,363",0,463,148,"865,162","148,090","1,013,252",114,0,"90,105","194,009","244,622","5,112","29,159","121,505","99,698","30,012","27,919","23,021","237,848","89,996","201,512",0,"187,026","37,086","111,694",0,"281,352","106,438","234,617",0,"216,712","43,343","130,790",0
106470871,MERCY HOSPITAL OF MT. SHASTA,7/1/2009,6/30/2010,365,Audited,Incl. Ind. Audit Adj.,Siskiyou,1,205,Non-Profit,General,Comparable,Small/Rural,(530) 225-6374,914 PINE STREET,MT. SHASTA,96067,KENNETH PLATOU,PRESIDENT,WWW.MERCY.ORG,CATHOLIC HEALTHCARE WEST,TERESA CHAU,CATHOLIC HEALTHCARE WEST,3,05-1319,,HSP30419I,80,60,60,"2,031",59,"10,752",4,137,242,554,256,240,"14,275",700,22,278,2,50,48,229,33,31,"1,393",33,0,0,0,47,0,"3,453",0,0,0,"10,822",0,"1,346",0,0,0,47,0,48.90,65.20,10.20,2.60,0,0,0,"20,709",577,"8,809",50,"2,598","4,672","11,605","1,323","1,891","52,234","8,054","3,641",0,"34,927",0,2,"103,240","146,047",536,"2,146",115,37,"89,415,452","43,459,033",0,"45,956,419","239,830","47,306,648","(1,110,399)","335,530","17,379",0,0,"(792,248)","12,632,711","9,859,847","66,922,894","17,599,515","618,564","9,866,802","45,314","1,343,555","2,850,281","7,076,780","741,369","697,293","40,839,473","20,004,343","658,053","6,899,154","53,519","2,075,356","4,516,117","12,194,166","895,880","1,279,391","48,575,979","20,238,217","833,338","10,267,019","84,949",0,"2,968,037","2,884,453","1,691,296","686,623",0,"2,442,230",0,"1,362,871",0,0,0,0,"17,080,315","422,008","6,423,082","13,884","362,309","4,340,020","17,004,038",974,"309,789",0,"(211,816)","110,693","55,722",0,0,"6,753,501","4,448,734","17,620,915",0,0,0,0,"7,752,379","983,702","8,517,168","1,230,249","17,650,700","12,044,560","1,102,204","324,373","7,213,074","4,613,197","1,706,319","531,360","130,572","294,308","1,695,981","21,485,664","652,361","9,997,698","195,053","751,133",0,"33,081,909","6,368,733","521,687","3,975,036","22,216,453","33,081,909","12,893,131","12,597,988","(6,560,908)","15,504,832","11,229,224","29,584,509","19,586,811",0,0,"4,335,036","4,335,036","360,000",0,"1,467,109",248,70,"445,644","69,975","515,619",47,0,"54,752","118,897","85,773","13,920","45,387","62,083","39,126","25,706",0,0,"104,755","47,005","125,818",0,"88,201","22,859","57,006",0,"123,054","53,658","144,578",0,"101,144","26,418","66,767",0
106450949,MERCY MEDICAL CENTER,7/1/2009,6/30/2010,365,Audited,Incl. Ind. Audit Adj.,Shasta,1,209,Non-Profit,General,Comparable,,(530) 225-6000,2175 ROSALINE AVE,REDDING,96001,MARK KORTH,PRESIDENT,WWW.MERCY.ORG,CATHOLIC HEALTHCARE WEST,TERESA CHAU,CATHOLIC HEALTHCARE WEST,2,05-0280,,ZZR00280G,264,264,157,"26,091","1,237","12,078",27,"1,888","1,619","10,573",610,"1,109","55,232","6,588",300,"3,287",9,479,440,"2,939",162,295,"14,499",264,0,0,0,0,0,"55,232",0,0,0,0,0,"14,499",0,0,0,0,0,57.30,57.30,3.80,3.80,0,0,0,"82,896","3,042","41,350",90,"3,401","8,951","27,732","2,002","3,961","173,425","51,611","31,833","15,962","56,072",0,6,"784,494","219,572","4,534","2,374","1,325",756,"1,158,846,823","857,102,875",0,"301,743,948","979,625","289,772,142","12,951,431","19,689,102","1,031,366",0,0,"31,609,167","233,919,396","173,920,021","751,007,406","386,463,460","20,360,036","138,304,176","604,272","30,966,341","32,576,331","163,872,675","8,209,232","14,925,960","796,282,483","151,174,687","7,361,248","84,649,642","207,649","10,366,966","16,356,807","75,170,759","5,801,340","11,475,242","362,564,340","408,183,309","21,617,353","187,552,525","687,071",0,"36,718,009","28,630,659","120,216,008","21,034,835",0,"19,740,537",0,"12,722,569",0,0,0,0,"128,239,832","5,941,843","32,821,469","77,770","3,974,606","16,600,706","113,134,116",0,"953,606",0,"(1,423,163)","353,883","14,889,561",0,0,"54,304,116","33,463,494","108,034,705",0,0,0,"2,317,363","39,602,807","3,448,313","41,918,425","6,682,919","101,212,310","64,285,102","9,309,447","3,107,142","61,840,374","30,332,967","9,029,276","2,235,395","999,972","778,569","6,641,588","262,596,676","43,306,610","62,067,128","20,623,447","113,748",0,"388,707,609","41,906,633","3,007,506","30,031,983","313,761,487","388,707,609","101,931,038","159,715,172","(114,446,782)","115,345,351","70,509,608","193,833,230","131,766,102",0,0,"31,055,115","31,055,115","1,023,132","4,717,754",0,"1,318",467,"2,411,922","354,319","2,766,241",274,18,"169,808","565,917","860,057","17,697","74,591","324,443","187,726","187,785","19,458","4,440","686,059","392,229","567,487","49,537","379,548","89,043","243,235","4,784","798,874","451,315","644,321","55,418","432,884","98,808","279,371","5,250"
106240942,MERCY MEDICAL CENTER MERCED-COMMUNITY CAMPUS,7/1/2009,6/30/2010,365,Audited,Incl. Ind. Audit Adj.,Merced,6,515,Non-Profit,General,Comparable,,(209) 564-5000,333 MERCY AVENUE,MERCED,95340,DAVID DUNHAM,PRESIDENT,WWW.MERCYMERCEDCARES.ORG,CATHOLIC HEALTHCARE WEST,ANDREW KINNAMAN,"ESSENTIAL CONSULTING, LLC",0,05-0444,HSC30444I,,186,164,164,"23,409",782,"5,422","7,336","1,173","1,243","5,409",378,848,"46,000","4,686",165,"1,720","1,953",251,277,"1,519",80,179,"10,830",186,0,0,0,0,0,"46,000",0,0,0,0,0,"10,830",0,0,0,0,0,67.80,76.80,4.20,4.20,16,"4,650","2,557","64,541","2,556","35,714","62,597","17,478","7,655","37,629","7,217","15,507","250,894","55,122","70,444","8,839","121,228",0,7,"230,070","181,755","2,380","3,068","1,732",811,"739,273,412","561,495,643",0,"177,777,769","876,203","177,707,226","946,746","(1,769,152)","5,261,912",0,0,"(6,084,318)","180,334,532","92,545,538","466,393,342","226,690,414","7,577,491","54,853,903","70,186,409","11,965,281","12,939,191","61,482,252","4,023,009","9,031,507","458,749,457","76,636,438","3,433,726","34,727,152","62,080,585","14,159,725","9,841,420","54,865,175","7,869,100","16,910,634","280,523,955","236,241,701","8,572,359","77,495,596","110,268,668","(4,208,758)","24,456,359","16,502,947","50,200,674","15,145,742",0,"15,329,727",0,"11,490,628",0,0,0,0,"65,612,454","2,398,580","14,356,390","20,587,097","1,668,647","6,082,096","64,984,334",0,"2,088,171",0,0,"86,025","(2,184,873)",0,0,"33,242,794","17,366,457","55,291,960",0,0,0,"4,853,430","22,759,469","5,504,071","25,971,373","12,717,672","73,948,640","21,902,596","7,681,363","7,124,481","23,145,303","18,902,078","7,713,866","1,865,887","753,876","5,947,570","8,721,566","39,964,275","7,936,372","8,502,050","262,444,820",0,"5,405,684","324,253,201","52,840,567",0,"235,073,776","36,338,858","324,253,201","10,008,286","93,590,728","(71,582,157)","17,434,183","16,825,771","37,323,925","28,821,875",0,0,"247,407,064","247,407,064","12,333,288",0,0,"1,025",354,"1,954,867","276,460","2,231,327",178,25,"157,445","445,700","515,591","53,500","100,792","251,596","218,151","111,932","66,434","33,726","474,330","244,809","460,022","74,873","342,615","119,854","197,315","41,049","552,109","278,178","535,477","80,808","383,889","133,655","219,271","47,940"
