FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_ MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_ MCAL_ MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_ IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_ OP_ OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CURR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER_REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106470871,MERCY HOSPITAL OF MT. SHASTA,7/1/2008,6/30/2009,365,Audited,Incl. Ind. Audit Adj.,Siskiyou,1,205,Non-Profit,General,Comparable,Small/Rural,(530) 225-6374,914 PINE STREET,MT. SHASTA,96067,JON HALFHIDE,PRESIDENT,MERCY.ORG,CATHOLIC HEALTHCARE WEST,TERESA CHAU,CATHOLIC HEALTHCARE WEST,3,05-1319,,HSP30419I,80,72,47,"2,438",0,"11,162",0,211,417,833,462,178,"15,701",689,0,344,0,71,75,321,29,12,"1,541",33,0,0,0,47,0,"4,094",0,0,0,"11,607",0,"1,493",0,0,0,48,0,53.80 ,59.70 ,10.20 ,2.70 ,4,230,137,"19,103",0,"8,235",0,"2,244","4,027","9,345","1,219",761,"44,934","7,888",0,0,"31,263",0,2,"113,626","164,132",610,"2,378",128,45,"90,742,161","45,042,188",0,"45,699,973","260,023","45,036,634","923,362","518,370",0,"5,187",0,"1,436,545","12,518,714","9,232,860","68,990,587","18,217,367",0,"10,780,395",0,"1,720,829","2,466,504","7,910,729","862,063","333,782","42,291,669","20,837,305",0,"7,719,773",0,"2,279,849","3,813,643","11,977,451","1,122,843","699,628","48,450,492","22,866,857",0,"11,502,574",0,0,"2,013,509","2,242,562","2,126,480","607,733",0,"2,760,144","(6,484)","928,813",0,0,0,0,"16,187,815",0,"6,228,840",0,"1,987,169","3,903,241","17,319,810",0,"73,098",0,"(225,862)","139,359","104,563",0,0,"6,200,335","3,138,311","18,182,343",0,0,0,0,"7,342,865","811,564","8,059,504","1,301,712","16,994,296","10,528,759","868,879","241,322","7,449,448","4,211,379","1,798,891","725,831","205,476","290,624","1,721,729","19,447,533","581,827","10,870,662","203,164","666,488",0,"31,769,674","3,912,611","496,525","4,335,036","23,025,502","31,769,674","8,101","12,672,711","(6,785,400)","15,333,354","12,924,674","31,140,042","20,269,380",0,0,"4,670,040","4,670,040","335,004","10,624,555",0,243,69,"430,450","77,544","507,994",47,0,"51,102","117,501","86,866","13,337","43,545","58,012","39,235","18,573",0,"2,279","102,843","30,939","132,280",0,"85,196","21,209","57,983",0,"126,763","37,634","152,779",0,"98,257","24,606","67,955",0
106450949,MERCY MEDICAL CENTER,7/1/2008,6/30/2009,365,Audited,Incl. Ind. Audit Adj.,Shasta,1,209,Non-Profit,General,Comparable,,(530) 225-6000,2175 ROSALINE AVE,REDDING,96001,RICK BARNETT,PRESIDENT,MERCY.ORG,CATHOLIC HEALTHCARE WEST,TERESA CHAU,CATHOLIC HEALTHCARE WEST,2,05-0280,,ZZR00280G,264,264,151,"24,847",0,"11,736",0,"2,523","1,789","10,277",821,434,"52,427","5,641",0,"3,149",0,580,423,"2,785",189,100,"12,867",264,0,0,0,0,0,"52,427",0,0,0,0,0,"12,867",0,0,0,0,0,54.40 ,54.40 ,4.10 ,4.10 ,9,"3,279","1,682","87,258",0,"41,738",0,"6,082","7,987","28,307","1,947","6,247","179,566","54,799","30,510","18,980","56,389",0,6,"763,994","216,974","4,839","2,307","1,332",602,"1,092,612,130","808,931,992",0,"283,680,138","1,184,046","268,800,157","16,064,027","(7,056,397)","320,519","216,286",0,"8,470,825","216,935,154","162,766,660","712,910,316","379,188,535",0,"134,513,592",0,"37,355,284","34,447,016","147,279,034","13,522,021","7,158,423","753,463,905","143,144,836",0,"76,784,276",0,"15,411,336","13,998,333","69,936,734","4,809,243","15,063,467","339,148,225","408,397,042",0,"170,501,430",0,0,"40,003,768","27,394,232","115,125,683","14,597,483",0,"24,066,194","(52,998)","8,899,158",0,0,0,0,"113,936,329",0,"35,114,506",0,"12,762,852","20,722,857","100,579,755",0,"563,839",0,"(1,483,015)","367,092","(16,036,884)",0,0,"49,580,411","31,481,009","99,707,153",0,0,0,"2,243,573","36,395,140","3,030,495","39,386,476","6,975,900","93,575,597","58,627,116","8,720,052","3,362,295","55,664,168","27,487,805","9,354,730","2,038,452","1,296,948","1,126,820","7,546,174","225,322,675","50,339,589","65,513,037","17,692,998","366,822",0,"359,235,121","31,277,036","2,656,709","42,028,251","283,273,125","359,235,121","5,150","163,598,415","(121,053,954)","113,460,642","67,231,849","188,615,653","123,102,616",0,0,"43,703,247","43,703,247","1,674,996","82,420,703",0,"1,278",465,"2,267,774","408,305","2,676,079",274,17,"128,913","552,386","858,732","19,447","73,281","329,576","179,785","107,154","15,413","3,087","665,310","376,120","536,465","38,596","372,297","88,359","184,112","6,515","802,871","443,716","630,369","44,079","430,771","96,597","220,249","7,427"
106240942,MERCY MEDICAL CENTER MERCED-COMMUNITY CAMPUS,7/1/2008,6/30/2009,365,Audited,Incl. Ind. Audit Adj.,Merced,6,515,Non-Profit,General,Comparable,,(209) 385-6795,333 MERCY AVENUE,MERCED,95340,DAVID DUNHAM,PRESIDENT/CEO,MERCYMERCEDCARES.ORG,CATHOLIC HEALTHCARE WEST,JUDY BAIN,"TOYON ASSOCIATES, INC.",0,05-0444,HSC30444F,,287,174,123,"23,324",225,"11,269",0,"1,178","1,122","5,960",324,"1,122","44,524","4,473",42,"3,334",0,240,240,"1,649",71,245,"10,294",287,0,0,0,0,0,"44,524",0,0,0,0,0,"10,294",0,0,0,0,0,42.50 ,70.10 ,4.30 ,4.30 ,16,"4,924","2,733","65,331",260,"92,310",0,"19,312","6,830","41,527","7,808","14,105","247,483","51,992","74,527","7,442","117,338",0,7,"252,495","208,275","2,566","3,178","2,072",660,"679,798,700","509,624,564",0,"170,174,136","714,569","156,980,872","13,907,833","(3,354,078)","1,185,535",0,0,"9,368,220","146,763,892","81,447,144","451,587,664","210,342,219","2,270,578","103,980,778",0,"10,448,261","10,030,009","62,157,710","3,188,064","11,039,012","413,456,631","75,067,935","370,687","83,500,906",0,"15,680,482","8,690,879","59,656,029","8,329,127","15,046,024","266,342,069","226,105,909","1,264,421","157,090,792",0,"(3,823,885)","24,516,225","14,748,354","57,371,684","15,274,979",0,"11,517,191",0,"5,558,894",0,0,0,0,"59,304,245","1,376,844","34,214,777",0,"1,612,518","3,657,232","62,488,075",0,"7,520,445",0,0,"86,072","(3,681,831)",0,0,"30,068,627","16,163,873","54,779,987",0,0,0,"4,456,273","21,615,359","5,444,335","18,586,100","5,866,318","60,160,032","27,306,733","7,242,179","6,363,986","21,927,719","17,729,186","6,355,756","997,910","1,127,856","3,042,005","4,727,510","38,755,702","49,388,372","15,003,022","174,329,025","420,545","6,207,387","284,104,053","34,079,410","871,197","210,195,717","38,957,729","284,104,053","9,631,782","90,530,646","(66,921,168)","28,763,178","39,225,468","71,387,399","56,384,377",0,"40,719","213,918,193","213,958,912","3,763,195",0,0,965,347,"1,879,043","216,309","2,095,352",174,23,"126,470","452,425","514,056","51,172","96,372","252,541","187,602","109,927","61,118","27,360","467,607","241,961","463,371","67,146","329,308","122,797","186,853",0,"520,711","262,852","522,605","76,051","367,884","136,674","208,575",0
106340950,MERCY SAN JUAN HOSPITAL,7/1/2008,6/30/2009,365,Audited,Incl. Ind. Audit Adj.,Sacramento,2,309,Non-Profit,General,Comparable,,(916) 537-5000,6501 COYLE AVENUE,CARMICHAEL,95608,BRIAN IVIE,PRESIDENT,MERCYSANJUAN.ORG,CATHOLIC HEALTHCARE WEST,ANDREW KINNAMAN,"ESSENTIAL CONSULTING, LLC",2,05-0516,HSC00516F,ZZR00516F,260,260,260,"22,767","8,276","15,098","6,084","1,703","3,982","17,698",797,"1,158","77,563","5,082","2,040","2,986","1,992",466,365,"4,537",199,312,"17,979",260,0,0,0,0,0,"77,563",0,0,0,0,0,"17,979",0,0,0,0,0,81.70 ,81.70 ,4.30 ,4.30 ,0,0,0,"76,492","28,289","20,898","16,809",926,"9,452","36,797","1,754","10,242","201,659","63,648","18,618","64,780","23,002","8,466",16,"588,932","369,223","4,628","5,913","2,218",813,"1,601,228,476","1,277,044,453","44,351,873","368,535,896","2,698,226","356,308,559","14,925,563","(10,585,178)","818,198",0,0,"3,522,187","351,893,227","203,869,283","1,045,465,966","319,430,583","126,336,140","182,328,067","70,705,438","25,705,934","50,467,487","282,088,938","11,649,479","17,789,205","1,086,501,271","113,604,291","45,984,296","44,498,864","48,990,514","4,738,189","38,262,835","173,136,658","6,970,843","38,540,715","514,727,205","357,104,148","159,331,298","177,051,477","100,063,203",0,"24,719,091","74,910,628","313,837,312","51,406,974",0,"18,620,322",0,0,"15,636,506",0,0,"28,715,367","75,930,726","28,625,644","49,775,454","19,632,749","5,725,032","13,819,694","170,103,651",0,"4,922,946",0,"(12,280,444)","133,466","(10,955,948)",0,0,"86,144,809","45,430,146","107,656,258","7,773,093",0,"61,096",0,"49,295,311","3,776,194","49,690,269","6,481,383","157,183,040","48,167,879","14,890,567","17,065,921","53,005,929","40,734,474","11,000,444","3,966,171","1,275,288","1,065,133","7,953,713","184,625,534","38,893,310","65,767,898","104,218,894","3,631,317",0,"397,136,953","60,108,052",0,"130,758,481","206,270,420","397,136,953","5,400","274,430,094","(215,473,658)","103,471,841","71,121,016","177,381,553","111,613,655",0,0,"132,378,035","136,004,222","5,245,741","120,727,637",0,"1,677",663,"3,252,805","549,110","3,801,915",313,0,"236,437","726,269","1,059,912","18,253","134,397","449,557","212,159","102,014","165,486","148,321","1,031,402","490,651","774,187",920,"534,672","100,677","320,296",0,"1,199,077","568,872","882,997",984,"663,619","113,003","373,363",0
106013687,MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1/1/2009,12/31/2009,365,Audited,Incl. Ind. Audit Adj.,Alameda,5,417,Non-Profit,Specialty,Comparable,,(510) 655-4000,HAWTHORNE AVE & WEBSTER STREET,OAKLAND,94609,WARREN KIRK,CEO,ALTABATESSUMMIT.ORG,SUTTER HEALTH,DANIEL FOUSHEE,"TOYON ASSOCIATES, INC.",0,05-0043,HSC00043F,,24,24,21,0,0,0,0,0,"6,215",0,0,938,"7,153",0,0,0,0,0,532,0,0,80,612,0,0,24,0,0,0,0,0,"7,153",0,0,0,0,0,612,0,0,0,81.70 ,81.70 ,11.70 ,11.70 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,593,285","6,074,628",0,"1,518,657","28,795","4,303,813","(2,756,361)",0,0,0,0,"(2,756,361)","7,593,285",0,0,0,0,0,0,0,"6,598,048",0,0,"995,237","7,593,285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,278,438",0,0,0,0,0,"796,190",0,0,0,0,0,0,0,0,0,"1,319,610",0,0,"199,047",0,0,0,0,0,0,"2,562,071",0,0,0,0,0,0,"1,266,338","35,182","249,073","191,149","1,356,702","754,265","105,827","23,681","88,472","1,581,818","132,511",239,"9,699","50,050","200,549","421,501",0,"406,224",0,0,0,"827,725","101,669",0,"726,056",0,"827,725",0,"917,531","(722,023)","955,735","386,140","1,504,357","1,098,133",0,0,"731,238","731,238","5,182",0,0,20,5,"37,808","4,868","42,676",11,0,"5,015","16,272","3,544","2,518","4,014","5,281",0,0,0,"1,164","37,808",0,0,0,0,0,0,0,"42,676",0,0,0,0,0,0,0
106340951,METHODIST HOSPITAL OF SACRAMENTO,7/1/2008,6/30/2009,365,In Process,Incl. Ind. Audit Adj.,Sacramento,2,311,Non-Profit,General,Comparable,,(916) 423-3000,7500 HOSPITAL DRIVE,SACRAMENTO,95823,TIM MORAN,PRESIDENT,METHODISTSACRAMENTO.ORG,CATHOLIC HEALTHCARE WEST,NANCY ARATA-FONG,CATHOLIC HEALTHCARE WEST,0,05-0590,HSC00590G,ZZR00590G,333,333,333,"16,624","7,013","48,548","2,996",391,"1,103","9,882",219,"1,584","88,360","2,044",774,"1,804",756,111,178,"2,824",35,410,"8,936",162,0,0,0,171,0,"32,301",0,0,0,"56,059",0,"8,243",0,0,0,693,0,72.70 ,72.70 ,9.90 ,3.90 ,0,0,0,"9,907","2,844","7,867","14,142",344,"13,036","18,166",859,"4,939","72,104","48,871","13,762",0,"10,410","3,951",6,"185,850","246,825","1,934","4,075",824,279,"664,556,787","518,030,269","16,060,231","162,586,749","696,528","166,130,573","(2,847,296)","337,776","901,400",0,0,"(3,410,920)","174,136,416","101,608,278","388,812,093","125,305,573","41,344,631","114,031,274","31,753,281","6,035,643","11,660,424","89,015,104","2,181,835","15,536,792","436,864,557","31,235,523","11,456,920","24,697,013","40,779,615","2,172,804","19,832,990","80,443,379","2,412,986","14,661,000","227,692,230","128,059,980","42,575,023","109,937,103","62,985,116","(1,675,137)","6,958,716","24,325,479","110,187,379","21,893,685",0,"5,006,133",0,"7,776,792","4,445,191",0,0,"11,615,040","28,481,116","14,671,719","30,055,009","9,547,780","1,249,731","7,167,935","70,886,144",0,"527,315",0,"(4,060,336)","41,508","(246,558)",0,0,"45,599,060","12,063,835","44,325,826","3,167,720",0,0,"920,145","29,727,830","2,241,915","24,052,787","4,031,455","75,343,811","22,055,574","4,826,962","9,608,593","21,576,070","19,181,436","5,439,762","2,087,204","773,254","870,059","4,367,848","33,678,666","3,547,227","97,345,884","4,196,936","1,146,926",0,"139,915,639","112,152,443",0,"26,485,672","1,277,524","139,915,639","112,076","129,099,702","(98,843,489)","82,573,595","54,452,133","167,516,187","70,170,303",0,0,"29,688,761","29,688,761","3,203,089",0,"84,764,071",897,364,"1,759,444","283,591","2,043,035",191,14,"92,265","313,623","442,326","33,891","204,016","233,588","186,777","76,073","77,603","99,282","668,261","137,575","355,824","40,353","371,996","56,236","128,043","1,156","776,105","162,298","403,919","47,317","439,338","64,191","148,584","1,283"
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,1/1/2009,12/31/2009,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,913,Non-Profit,General,Comparable,,(626) 445-4441,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,DENNIS M. LEE,CEO,METHODISTHOSPITAL.ORG,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,DEREK F. PETRAK,"PETRAK & ASSOCIATES, INC.",0,05-0238,HSC30238F,ZZT30238F,460,395,285,"45,450","7,907","11,039","1,350",0,511,"16,380",703,"3,355","86,695","6,957","1,166","2,168",311,0,134,"4,772",154,738,"16,400",414,0,0,20,26,0,"73,842",0,0,"4,833","8,020",0,"15,044",0,0,407,949,0,51.60 ,60.10 ,5.30 ,5.10 ,24,"3,912","1,649","18,997","6,780","5,606","5,846",0,773,"23,200",928,"4,429","66,559","42,054",0,0,"31,517",0,10,"402,257","164,366","4,016","2,326","1,246",571,"843,321,896","609,112,792",0,"234,209,104","1,933,859","230,859,570","5,283,393","385,333","2,451,587",0,0,"3,217,139","227,968,642","29,280,923","586,072,331","321,355,443","80,025,427","79,622,799","10,623,629",0,"5,245,516","135,124,255","5,686,190","27,143,998","664,827,257","70,219,175","19,537,234","16,572,039","8,887,673",0,"2,186,328","48,765,837","2,134,924","10,191,429","178,494,639","319,745,811","57,013,647","92,797,097","7,568,739",0,0,"2,345,111","96,268,484","11,942,037",0,"7,038,686",0,"14,393,180",0,0,0,0,"69,984,132","42,203,796","3,230,971","11,908,737",0,"4,957,889","86,027,581","782,428","15,113,570",0,0,"449,017","(63,684)",0,0,"61,964,685","8,370,429","77,073,081",0,0,0,0,"35,964,570","8,406,888","32,150,737","6,929,180","99,590,877","38,757,929","3,787,320","8,995,301","39,913,099","16,239,985","11,878,371","3,118,850","1,288,289","2,192,578","5,096,971","84,400,749","244,683,937","77,200,403","85,599,763","19,728,724","13,238,756","524,852,332","44,187,603","2,007,000","338,853,887","139,803,842","524,852,332","25,328,369","128,891,153","(77,874,652)","115,377,601","99,617,561","220,482,997","143,282,594",0,"191,244","304,575,375","338,895,821","41,934","19,168,181",0,"1,658",630,"3,150,028","371,168","3,521,196",282,0,"179,528","723,471","850,600","87,727","340,019","513,067","238,907","144,734","32,738","39,237","1,185,807","153,799","660,735",0,"552,670","192,779","404,238",0,"1,317,891","169,045","741,002",0,"616,539","215,215","461,504",0
106190958,METROPOLITAN STATE HOSPITAL,7/1/2008,6/30/2009,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,921,State,Psychiatric,State,,(562) 863-7011,11401 S. BLOOMFIELD AVENUE,NORWALK,90650,SHARON SMITH-NEVINS,ADMINISTRATOR,,STATE OF CALIFORNIA,GALE NAGATO,DDS FISCAL SYSTEMS SECTION,0,,,,"1,096",764,639,164,0,825,0,0,119,0,0,"232,467","233,575",0,0,2,0,0,0,0,0,543,545,0,974,0,0,122,0,0,"187,136",0,0,"46,439",0,0,437,0,0,108,0,58.40 ,83.80 ,428.60 ,428.20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"166,916,050","129,266,460",0,"37,649,590",0,"166,916,050","(129,266,460)","129,266,460",0,0,0,0,"132,679,183",0,"34,236,867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,689",0,"49,828",0,0,0,0,0,0,0,0,0,"129,213,943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190681,MIRACLE MILE MEDICAL CENTER,1/1/2009,12/31/2009,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,925,Investor,General,Comparable,,(323) 930-1040,6000 SAN VICENTE BLVD,LOS ANGELES,90036,JACK L. LAHIDJANI,CEO,MIRACLEMILEMEDICALCENTER.COM,"GIL TEPPER, MD",JORGE A VITAL,MIRACLE MILE MEDICAL CENTER,0,05-0751,,,17,17,17,384,0,0,0,0,0,0,3,765,"1,152",86,0,0,0,0,0,0,1,201,288,17,0,0,0,0,0,"1,152",0,0,0,0,0,288,0,0,0,0,0,18.60 ,18.60 ,4.00 ,4.00 ,0,0,0,226,0,0,0,0,0,0,2,"2,814","3,042",0,"2,197",0,0,0,4,"73,305","46,839",294,845,0,0,"59,936,767","42,305,813",0,"17,630,954",0,"14,979,484","2,651,470",0,0,0,0,"2,651,470","4,469,163","999,629","54,467,975","7,234,827",0,0,0,0,0,0,"79,380","31,270,146","38,584,353","4,232,046",0,0,0,0,0,0,"23,160","17,097,208","21,352,414",0,0,0,0,0,0,0,0,"927,944",0,"102,540",0,"41,275,329",0,0,0,0,"3,448,252",0,0,0,0,0,0,0,"14,182,702",0,0,0,0,0,0,"1,093,861","29,646","6,812,992",0,0,0,0,"3,341,132","860,511","2,454,955","386,387","3,989,663","544,051",0,"178,576","5,723,276","1,527,724","240,000","1,685,330",0,0,"1,090,864","19,150,764",0,"543,313","92,541",0,"387,501","20,174,119","8,225,533",0,0,"11,948,586","20,174,119","263,077","103,364,807","(87,313,319)","110,500","558,380","1,043,627","500,314",0,0,0,0,0,"2,660,434","6,574,992",68,17,"134,717","8,419","143,136",26,0,"28,955","30,550","20,789",266,"12,636","36,904",0,"3,323","1,294",0,"24,829","1,864","26,835",0,"17,121","36,739","27,329",0,"26,408","1,983","28,389",0,"18,211","39,077","29,068",0
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,7/1/2008,6/30/2009,365,In Process,Incl. Ind. Audit Adj.,Los Angeles,11,905,Non-Profit,General,Comparable,,(818) 787-2222,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,HEIDI LENNARTZ,CEO,MCHONLINE.ORG,"SAN FERNANDO COMMUNITY HOSPITAL, INC",RICHARD W. LAKEY,RICHARD W. LAKEY CPA,0,05-0704,HSC30704F,,145,145,145,"14,022",32,"15,003",724,3,"2,607",351,478,"2,021","35,241","2,859",9,"2,878",176,3,462,69,115,405,"6,976",75,60,10,0,0,0,"15,626","18,591","1,024",0,0,0,"3,658","3,113",205,0,0,0,66.60 ,66.60 ,5.10 ,5.10 ,0,0,0,"40,778",35,"4,178","5,053",90,"2,616",875,81,"4,292","57,998","16,436",0,0,"8,327",0,2,"90,426","71,049","1,148",902,0,0,"172,818,300","120,930,676",0,"51,887,624","618,851","51,981,442","525,033","561,324","512,372",0,0,"573,985","53,442,152","18,955,879","100,420,269","50,368,551","150,743","46,866,247","4,004,758","23,122","21,233,715","2,780,439","719,909","6,997,448","133,144,932","14,646,393","60,928","6,804,770","5,801,187","220,627","5,440,740","1,200,642","50,522","5,447,559","39,673,368","33,754,014","140,475","37,264,295","8,401,083","(3,169,215)","213,415","25,239,724","2,178,797","10,000,005",0,"4,776,167",0,"2,131,916",0,0,0,0,"31,260,930","71,196","15,612,561","1,362,502","30,334","1,434,731","1,802,284",0,"313,086",0,0,0,"168,633",0,0,"13,208,297","5,203,511","12,503,667",0,0,0,0,"9,201,375","2,622,028","5,300,749","3,941,815","23,194,420","5,777,884","1,384,792","2,961,623","6,038,547","5,411,234","2,024,183","1,475,659","535,152","1,993,747","1,184,201","15,074,515","3,644,513","53,715,106","349,355",0,"2,400,226","75,183,715","13,713,967","27,200","28,833,725","32,608,823","75,183,715","6,889,833","38,746,202","(32,675,940)","56,487,593","16,968,795","80,277,600","26,562,494",0,"183,601","29,804,806","29,988,407","1,154,682",0,0,427,168,"816,979","88,387","905,366",190,0,"80,162","173,485","180,443","68,298","84,748","135,032","74,483","3,806","16,522",0,"321,855","88,473","127,468",0,"137,304","64,247","77,632",0,"357,955","95,035","140,343",0,"154,183","72,051","85,799",0
