msdrg_year,msdrg,msdrg_name
2008,202,BRONCHITIS & ASTHMA WITH CC/MCC
2008,203,BRONCHITIS & ASTHMA WITHOUT CC/MCC
2008,204,RESPIRATORY SIGNS & SYMPTOMS
2008,205,OTHER RESPIRATORY SYSTEM DIAGNOSIS  WITH MCC
2008,206,OTHER RESPIRATORY SYSTEM DIAGNOSIS  WITHOUT MCC
2008,207,RESPIRATORY SYSTEM DIAGNOSIS  WITH VENTILATOR SUPPORT 96+ HOURS
2008,208,RESPIRATORY SYSTEM DIAGNOSIS  WITH VENTILATOR SUPPORT <96 HOURS
2008,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,984,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,986,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,1,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC
2008,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2008,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2008,5,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT
2008,7,LUNG TRANSPLANT
2008,9,BONE MARROW TRANSPLANT
2008,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH MCC"
2008,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2008,13,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITHOUT CC/MCC"
2008,163,MAJOR CHEST PROCEDURES WITH MCC
2008,164,MAJOR CHEST PROCEDURES WITH CC
2008,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC
2008,166,OTHER RESP SYSTEM O.R. PROCEDURES WITH MCC
2008,167,OTHER RESP SYSTEM O.R. PROCEDURES WITH CC
2008,168,OTHER RESP SYSTEM O.R. PROCEDURES WITHOUT CC/MCC
2008,175,PULMONARY EMBOLISM WITH MCC
2008,176,PULMONARY EMBOLISM WITHOUT MCC
2008,177,RESPIRATORY INFECTIONS & INFLAMMATIONS WITH MCC
2008,178,RESPIRATORY INFECTIONS & INFLAMMATIONS WITH CC
2008,179,RESPIRATORY INFECTIONS & INFLAMMATIONS WITHOUT CC/MCC
2008,180,RESPIRATORY NEOPLASMS WITH MCC
2008,181,RESPIRATORY NEOPLASMS WITH CC
2008,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC
2008,183,MAJOR CHEST TRAUMA WITH MCC
2008,184,MAJOR CHEST TRAUMA WITH CC
2008,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC
2008,186,PLEURAL EFFUSION WITH MCC
2008,187,PLEURAL EFFUSION WITH CC
2008,188,PLEURAL EFFUSION WITHOUT CC/MCC
2008,189,PULMONARY EDEMA & RESPIRATORY FAILURE
2008,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC
2008,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC
2008,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC
2008,193,SIMPLE PNEUMONIA & PLEURISY WITH MCC
2008,194,SIMPLE PNEUMONIA & PLEURISY WITH CC
2008,195,SIMPLE PNEUMONIA & PLEURISY WITHOUT CC/MCC
2008,196,INTERSTITIAL LUNG DISEASE WITH MCC
2008,197,INTERSTITIAL LUNG DISEASE WITH CC
2008,198,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC
2008,199,PNEUMOTHORAX WITH MCC
2008,200,PNEUMOTHORAX WITH CC
2008,201,PNEUMOTHORAX WITHOUT CC/MCC
2008,202,BRONCHITIS & ASTHMA WITH CC/MCC
2008,203,BRONCHITIS & ASTHMA WITHOUT CC/MCC
2008,204,RESPIRATORY SIGNS & SYMPTOMS
2008,205,OTHER RESPIRATORY SYSTEM DIAGNOSIS  WITH MCC
2008,206,OTHER RESPIRATORY SYSTEM DIAGNOSIS  WITHOUT MCC
2008,207,RESPIRATORY SYSTEM DIAGNOSIS  WITH VENTILATOR SUPPORT 96+ HOURS
2008,208,RESPIRATORY SYSTEM DIAGNOSIS  WITH VENTILATOR SUPPORT <96 HOURS
2008,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,984,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,986,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,1,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC
2008,2,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITHOUT MCC
2008,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2008,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2008,5,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT
2008,7,LUNG TRANSPLANT
2008,9,BONE MARROW TRANSPLANT
2008,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2008,13,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITHOUT CC/MCC"
2008,215,OTHER HEART ASSIST SYSTEM IMPLANT
2008,216,CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC PROCEDURE WITH CARD CATH WITH MCC
2008,217,CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC PROCEDURE WITH CARD CATH WITH CC
2008,218,CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC PROCEDURE WITH CARD CATH WITHOUT CC/MCC
2008,219,CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC PROCEDURE WITHOUT CARD CATH WITH MCC
2008,220,CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC PROCEDURE WITHOUT CARD CATH WITH CC
2008,221,CARDIAC VALVE & OTH MAJOR CARDIOTHORACIC PROCEDURE WITHOUT CARD CATH WITHOUT CC/MCC
2008,222,CARDIAC DEFIB IMPLANT WITH CARDIAC CATH WITH AMI/HF/SHOCK WITH MCC
2008,223,CARDIAC DEFIB IMPLANT WITH CARDIAC CATH WITH AMI/HF/SHOCK WITHOUT MCC
2008,224,CARDIAC DEFIB IMPLANT WITH CARDIAC CATH WITHOUT AMI/HF/SHOCK WITH MCC
2008,225,CARDIAC DEFIB IMPLANT WITH CARDIAC CATH WITHOUT AMI/HF/SHOCK WITHOUT MCC
2008,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATH WITH MCC
2008,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATH WITHOUT MCC
2008,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC
2008,229,OTHER CARDIOTHORACIC PROCEDURES WITH CC
2008,230,OTHER CARDIOTHORACIC PROCEDURES WITHOUT CC/MCC
2008,231,CORONARY BYPASS WITH PTCA WITH MCC
2008,232,CORONARY BYPASS WITH PTCA WITHOUT MCC
2008,233,CORONARY BYPASS WITH CARDIAC CATH WITH MCC
2008,234,CORONARY BYPASS WITH CARDIAC CATH WITHOUT MCC
2008,235,CORONARY BYPASS WITHOUT CARDIAC CATH WITH MCC
2008,236,CORONARY BYPASS WITHOUT CARDIAC CATH WITHOUT MCC
2008,237,MAJOR CARDIOVASC PROCEDURES WITH MCC OR THORACIC AORTIC ANUERYSM REPAIR
2008,238,MAJOR CARDIOVASC PROCEDURES WITHOUT MCC
2008,239,AMPUTATION FOR CIRC SYS DISORDERS EXCEPT UPPER LIMB & TOE WITH MCC
2008,240,AMPUTATION FOR CIRC SYS DISORDERS EXCEPT UPPER LIMB & TOE WITH CC
2008,241,AMPUTATION FOR CIRC SYS DISORDERS EXCEPT UPPER LIMB & TOE WITHOUT CC/MCC
2008,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC
2008,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC
2008,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC
2008,245,AICD LEAD & GENERATOR PROCEDURES
2008,246,PERC CARDIOVASC PROCEDURE WITH DRUG_ELUTING STENT WITH MCC OR 4+ VESSELS/STENTS
2008,247,PERC CARDIOVASC PROCEDURE WITH DRUG_ELUTING STENT WITHOUT MCC
2008,248,PERC CARDIOVASC PROCEDURE WITH NON_DRUG_ELUTING STENT WITH MCC OR 4+ VES/STENTS
2008,249,PERC CARDIOVASC PROCEDURE WITH NON_DRUG_ELUTING STENT WITHOUT MCC
2008,250,PERC CARDIOVASC PROCEDURE WITHOUT CORONARY ARTERY STENT OR AMI WITH MCC
2008,251,PERC CARDIOVASC PROCEDURE WITHOUT CORONARY ARTERY STENT OR AMI WITHOUT MCC
2008,252,OTHER VASCULAR PROCEDURES WITH MCC
2008,253,OTHER VASCULAR PROCEDURES WITH CC
2008,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC
2008,255,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS WITH MCC
2008,256,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS WITH CC
2008,257,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS WITHOUT CC/MCC
2008,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC
2008,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC
2008,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC
2008,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC
2008,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC
2008,263,VEIN LIGATION & STRIPPING
2008,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES
2008,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC"
2008,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC"
2008,282,"ACUTE MYOCARDIA INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC"
2008,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC"
2008,284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC"
2008,285,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC"
2008,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARD CATH WITH MCC"
2008,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARD CATH WITHOUT MCC"
2008,288,ACUTE & SUBACUTE ENDOCARDITIS WITH MCC
2008,289,ACUTE & SUBACUTE ENDOCARDITIS WITH CC
2008,290,ACUTE & SUBACUTE ENDOCARDITIS WITHOUT CC/MCC
2008,291,HEART FAILURE & SHOCK WITH MCC
2008,292,HEART FAILURE & SHOCK WITH CC
2008,293,HEART FAILURE & SHOCK WITHOUT CC/MCC
2008,294,DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC
2008,295,DEEP VEIN THROMBOPHLEBITIS WITHOUT CC/MCC
2008,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC"
2008,297,"CARDIAC ARREST, UNEXPLAINED WITH CC"
2008,298,"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC"
2008,299,PERIPHERAL VASCULAR DISORDERS WITH MCC
2008,300,PERIPHERAL VASCULAR DISORDERS WITH CC
2008,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC
2008,302,ATHEROSCLEROSIS WITH MCC
2008,303,ATHEROSCLEROSIS WITHOUT MCC
2008,304,HYPERTENSION WITH MCC
2008,305,HYPERTENSION WITHOUT MCC
2008,306,CARDIAC CONGENITAL & VALVULAR DISORDERS WITH MCC
2008,307,CARDIAC CONGENITAL & VALVULAR DISORDERS WITHOUT MCC
2008,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WITH MCC
2008,309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WITH CC
2008,310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WITHOUT CC/MCC
2008,311,ANGINA PECTORIS
2008,312,SYNCOPE & COLLAPSE
2008,313,CHEST PAIN
2008,314,OTHER CIRCULATORY SYSTEM DIAGNOSIS  WITH MCC
2008,315,OTHER CIRCULATORY SYSTEM DIAGNOSIS  WITH CC
2008,316,OTHER CIRCULATORY SYSTEM DIAGNOSIS  WITHOUT CC/MCC
2008,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,984,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,986,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,1,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC
2008,2,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITHOUT MCC
2008,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2008,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2008,5,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT
2008,7,LUNG TRANSPLANT
2008,9,BONE MARROW TRANSPLANT
2008,215,OTHER HEART ASSIST SYSTEM IMPLANT
2008,216,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROCEDURE WITH CARD CATH WITH MCC
2008,217,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROCEDURE WITH CARD CATH WITH CC
2008,218,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROCEDURE WITH CARD CATH WITHOUT CC/MCC
2008,219,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROCEDURE WITHOUT CARD CATH WITH MCC
2008,220,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROCEDURE WITHOUT CARD CATH WITH CC
2008,221,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROCEDURE WITHOUT CARD CATH WITHOUT CC/MCC
2008,222,CARDIAC DEFIB IMPLANT WITH CARDIAC CATH WITH AMI/HF/SHOCK WITH MCC
2008,223,CARDIAC DEFIB IMPLANT WITH CARDIAC CATH WITH AMI/HF/SHOCK WITHOUT MCC
2008,224,CARDIAC DEFIB IMPLANT WITH CARDIAC CATH WITHOUT AMI/HF/SHOCK WITH MCC
2008,225,CARDIAC DEFIB IMPLANT WITH CARDIAC CATH WITHOUT AMI/HF/SHOCK WITHOUT MCC
2008,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATH WITH MCC
2008,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATH WITHOUT MCC
2008,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC
2008,229,OTHER CARDIOTHORACIC PROCEDURES WITH CC
2008,230,OTHER CARDIOTHORACIC PROCEDURES WITHOUT CC/MCC
2008,231,CORONARY BYPASS WITH PTCA WITH MCC
2008,232,CORONARY BYPASS WITH PTCA WITHOUT MCC
2008,233,CORONARY BYPASS WITH CARDIAC CATH WITH MCC
2008,234,CORONARY BYPASS WITH CARDIAC CATH WITHOUT MCC
2008,235,CORONARY BYPASS WITHOUT CARDIAC CATH WITH MCC
2008,236,CORONARY BYPASS WITHOUT CARDIAC CATH WITHOUT MCC
2008,237,MAJOR CARDIOVASC PROCEDURES WITH MCC OR THORACIC AORTIC ANEURYSM REPAIR
2008,238,MAJOR CARDIOVASC PROCEDURES WITHOUT MCC
2008,239,AMPUTATION FOR CIRC SYS DISORDERS EXCEPT UPPER LIMB & TOE WITH MCC
2008,240,AMPUTATION FOR CIRC SYS DISORDERS EXCEPT UPPER LIMB & TOE WITH CC
2008,241,AMPUTATION FOR CIRC SYS DISORDERS EXCEPT UPPER LIMB & TOE WITHOUT CC/MCC
2008,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC
2008,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC
2008,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC
2008,245,AICD GENERATOR PROCEDURES
2008,246,PERC CARDIOVASC PROCEDURE WITH DRUG_ELUTING STENT WITH MCC OR 4+ VESSELS/STENTS
2008,247,PERC CARDIOVASC PROCEDURE WITH DRUG_ELUTING STENT WITHOUT MCC
2008,248,PERC CARDIOVASC PROCEDURE WITH NON_DRUG_ELUTING STENT WITH MCC OR 4+ VES/STENTS
2008,249,PERC CARDIOVASC PROCEDURE WITH NON_DRUG_ELUTING STENT WITHOUT MCC
2008,250,PERC CARDIOVASC PROCEDURE WITHOUT CORONARY ARTERY STENT WITH MCC
2008,251,PERC CARDIOVASC PROCEDURE WITHOUT CORONARY ARTERY STENT WITHOUT MCC
2008,252,OTHER VASCULAR PROCEDURES WITH MCC
2008,253,OTHER VASCULAR PROCEDURES WITH CC
2008,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC
2008,255,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS WITH MCC
2008,256,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS WITH CC
2008,257,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS WITHOUT CC/MCC
2008,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC
2008,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC
2008,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC
2008,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC
2008,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC
2008,263,VEIN LIGATION & STRIPPING
2008,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES
2008,265,AICD LEAD PROCEDURES
2008,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC"
2008,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC"
2008,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC"
2008,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC"
2008,284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC"
2008,285,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC"
2008,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARD CATH WITH MCC"
2008,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARD CATH WITHOUT MCC"
2008,288,ACUTE & SUBACUTE ENDOCARDITIS WITH MCC
2008,289,ACUTE & SUBACUTE ENDOCARDITIS WITH CC
2008,290,ACUTE & SUBACUTE ENDOCARDITIS WITHOUT CC/MCC
2008,291,HEART FAILURE & SHOCK WITH MCC
2008,292,HEART FAILURE & SHOCK WITH CC
2008,293,HEART FAILURE & SHOCK WITHOUT CC/MCC
2008,294,DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC
2008,295,DEEP VEIN THROMBOPHLEBITIS WITHOUT CC/MCC
2008,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC"
2008,297,"CARDIAC ARREST, UNEXPLAINED WITH CC"
2008,298,"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC"
2008,299,PERIPHERAL VASCULAR DISORDERS WITH MCC
2008,300,PERIPHERAL VASCULAR DISORDERS WITH CC
2008,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC
2008,302,ATHEROSCLEROSIS WITH MCC
2008,303,ATHEROSCLEROSIS WITHOUT MCC
2008,304,HYPERTENSION WITH MCC
2008,305,HYPERTENSION WITHOUT MCC
2008,306,CARDIAC CONGENITAL & VALVULAR DISORDERS WITH MCC
2008,307,CARDIAC CONGENITAL & VALVULAR DISORDERS WITHOUT MCC
2008,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WITH MCC
2008,309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WITH CC
2008,310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WITHOUT CC/MCC
2008,311,ANGINA PECTORIS
2008,312,SYNCOPE & COLLAPSE
2008,313,CHEST PAIN
2008,314,OTHER CIRCULATORY SYSTEM DIAGNOSIS WITH MCC
2008,315,OTHER CIRCULATORY SYSTEM DIAGNOSIS WITH CC
2008,316,OTHER CIRCULATORY SYSTEM DIAGNOSIS WITHOUT CC/MCC
2008,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,984,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,985,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,986,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,987,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH MCC
2008,988,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITH CC
2008,989,NON_EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,1,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC
2008,3,"ECMO OR TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITH MAJOR O.R."
2008,4,"TRACH WITH MECH VENT 96+ HRS OR PRINC DIAGNOSIS EXCEPT FACE, MOUTH & NECK WITHOUT MAJOR O.R."
2008,5,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT
2008,9,BONE MARROW TRANSPLANT
2008,11,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH MCC"
2008,12,"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSIS WITH CC"
2008,326,"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURE WITH MCC"
2008,327,"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURE WITH CC"
2008,328,"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURE WITHOUT CC/MCC"
2008,329,MAJOR SMALL & LARGE BOWEL PROCEDURES WITH MCC
2008,330,MAJOR SMALL & LARGE BOWEL PROCEDURES WITH CC
2008,331,MAJOR SMALL & LARGE BOWEL PROCEDURES WITHOUT CC/MCC
2008,332,RECTAL RESECTION WITH MCC
2008,333,RECTAL RESECTION WITH CC
2008,334,RECTAL RESECTION WITHOUT CC/MCC
2008,335,PERITONEAL ADHESIOLYSIS WITH MCC
2008,336,PERITONEAL ADHESIOLYSIS WITH CC
2008,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC
2008,338,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS  WITH MCC
2008,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS  WITH CC
2008,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,341,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS  WITH MCC
2008,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS  WITH CC
2008,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS  WITHOUT CC/MCC
2008,344,MINOR SMALL & LARGE BOWEL PROCEDURES WITH MCC
2008,345,MINOR SMALL & LARGE BOWEL PROCEDURES WITH CC
2008,346,MINOR SMALL & LARGE BOWEL PROCEDURES WITHOUT CC/MCC
2008,347,ANAL & STOMAL PROCEDURES WITH MCC
2008,348,ANAL & STOMAL PROCEDURES WITH CC
2008,349,ANAL & STOMAL PROCEDURES WITHOUT CC/MCC
2008,350,INGUINAL & FEMORAL HERNIA PROCEDURES WITH MCC
2008,351,INGUINAL & FEMORAL HERNIA PROCEDURES WITH CC
2008,352,INGUINAL & FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC
2008,353,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL WITH MCC
2008,354,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL WITH CC
2008,355,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL WITHOUT CC/MCC
2008,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC
2008,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC
2008,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC
2008,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC
