"providerid","dshquartile","dshquintile","dshdecile","name","year","urban","beds","adc","dsh_pct","dsh_opg","dsh_cpg","mcr_pct","cmi","Hospital.Name","Address","City","State","ZIP.Code","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Location","lon","lat","safetydsh4","safetydsh","safetydsh10","safetynaph"
50135,4,5,10,"Hollywood Community Hospital",2007,"LURBAN",160,72,68.091,0.4539,0.14784,56.233,1.07532,"Southern California Hospital At Hollywood","6245 De Longpre Ave","Hollywood","CA",90028,"Los Angeles",3234622271,"Acute Care Hospitals","Voluntary non-profit - Other","true","6245 DE LONGPRE AVE
HOLLYWOOD, CA 90028
(34.09620851300008, -118.32509924399994)",-118.325099244,34.0962085130001,TRUE,TRUE,TRUE,FALSE
50135,4,5,10,"Hollywood Community Hospital Of Hollywood",2009,"LURBAN",145,74,82.417,0.57209,0.18163,49.67,1.0922,"Southern California Hospital At Hollywood","6245 De Longpre Ave","Hollywood","CA",90028,"Los Angeles",3234622271,"Acute Care Hospitals","Voluntary non-profit - Other","true","6245 DE LONGPRE AVE
HOLLYWOOD, CA 90028
(34.09620851300008, -118.32509924399994)",-118.325099244,34.0962085130001,TRUE,TRUE,TRUE,FALSE
50135,4,5,10,"Hollywood Community Hospitals",2011,"LURBAN",159,99,87.85,0.61691,0.1947,45.305,1.09941,"Southern California Hospital At Hollywood","6245 De Longpre Ave","Hollywood","CA",90028,"Los Angeles",3234622271,"Acute Care Hospitals","Voluntary non-profit - Other","true","6245 DE LONGPRE AVE
HOLLYWOOD, CA 90028
(34.09620851300008, -118.32509924399994)",-118.325099244,34.0962085130001,TRUE,TRUE,TRUE,FALSE
50135,4,5,10,"Hollywood Community Hospital Of Hollywood",2008,"LURBAN",160,72,72.214,0.48792,0.15747,56.233,1.12695,"Southern California Hospital At Hollywood","6245 De Longpre Ave","Hollywood","CA",90028,"Los Angeles",3234622271,"Acute Care Hospitals","Voluntary non-profit - Other","true","6245 DE LONGPRE AVE
HOLLYWOOD, CA 90028
(34.09620851300008, -118.32509924399994)",-118.325099244,34.0962085130001,TRUE,TRUE,TRUE,FALSE
50136,2,2,4,"Petaluma Valley Hospital",2007,"OURBAN",60,30,23.034,0.08218,0,50.055,1.29375,"Petaluma Valley Hospital","400 N Mcdowell Blvd","Petaluma","CA",94954,"Sonoma",7077781111,"Acute Care Hospitals","Voluntary non-profit - Other","true","400 N MCDOWELL BLVD
PETALUMA, CA 94954
(38.25322532800004, -122.63301542899995)",-122.633015429,38.253225328,FALSE,FALSE,FALSE,FALSE
50136,2,2,4,"Petaluma Valley Hospital",2011,"OURBAN",80,29,23.878,0.08914,0,52.402,1.45124,"Petaluma Valley Hospital","400 N Mcdowell Blvd","Petaluma","CA",94954,"Sonoma",7077781111,"Acute Care Hospitals","Voluntary non-profit - Other","true","400 N MCDOWELL BLVD
PETALUMA, CA 94954
(38.25322532800004, -122.63301542899995)",-122.633015429,38.253225328,FALSE,FALSE,FALSE,FALSE
50136,2,2,4,"Petaluma Valley Hospital",2008,"OURBAN",60,30,22.5,0.07778,0,50.055,1.35939,"Petaluma Valley Hospital","400 N Mcdowell Blvd","Petaluma","CA",94954,"Sonoma",7077781111,"Acute Care Hospitals","Voluntary non-profit - Other","true","400 N MCDOWELL BLVD
PETALUMA, CA 94954
(38.25322532800004, -122.63301542899995)",-122.633015429,38.253225328,FALSE,FALSE,FALSE,FALSE
50136,2,2,4,"Petaluma Valley Hospital",2010,"OURBAN",80,34,23.863,0.08901975,0,51.7213771,1.444425567,"Petaluma Valley Hospital","400 N Mcdowell Blvd","Petaluma","CA",94954,"Sonoma",7077781111,"Acute Care Hospitals","Voluntary non-profit - Other","true","400 N MCDOWELL BLVD
PETALUMA, CA 94954
(38.25322532800004, -122.63301542899995)",-122.633015429,38.253225328,FALSE,FALSE,FALSE,FALSE
50136,2,2,4,"Petaluma Valley Hospital",2009,"OURBAN",60,34,21.738,0.07149,0,56.93,1.43136,"Petaluma Valley Hospital","400 N Mcdowell Blvd","Petaluma","CA",94954,"Sonoma",7077781111,"Acute Care Hospitals","Voluntary non-profit - Other","true","400 N MCDOWELL BLVD
PETALUMA, CA 94954
(38.25322532800004, -122.63301542899995)",-122.633015429,38.253225328,FALSE,FALSE,FALSE,FALSE
50137,1,1,2,"Kaiser Foundation Hospital",2009,"LURBAN",262,117,26.431,0.11021,0.05498,3.87,1.56664,"Kaiser Foundation Hospital - Panorama City","13652 Cantara St","Panorama City","CA",91402,"Los Angeles",8183753333,"Acute Care Hospitals","Voluntary non-profit - Private","true","13652 CANTARA ST
PANORAMA CITY, CA 91402
(34.21980341300008, -118.431029664)",-118.431029664,34.2198034130001,FALSE,FALSE,FALSE,FALSE
50137,1,1,2,"Kfh - Panorama City",2011,"LURBAN",225,116,8.738,0,0.01785,1.75,1.44145,"Kaiser Foundation Hospital - Panorama City","13652 Cantara St","Panorama City","CA",91402,"Los Angeles",8183753333,"Acute Care Hospitals","Voluntary non-profit - Private","true","13652 CANTARA ST
PANORAMA CITY, CA 91402
(34.21980341300008, -118.431029664)",-118.431029664,34.2198034130001,FALSE,FALSE,FALSE,FALSE
50137,1,1,2,"Kaiser Foundation Hospital",2007,"LURBAN",262,110,15.099,0.02564,0.03105,3.75,1.3214,"Kaiser Foundation Hospital - Panorama City","13652 Cantara St","Panorama City","CA",91402,"Los Angeles",8183753333,"Acute Care Hospitals","Voluntary non-profit - Private","true","13652 CANTARA ST
PANORAMA CITY, CA 91402
(34.21980341300008, -118.431029664)",-118.431029664,34.2198034130001,FALSE,FALSE,FALSE,FALSE
50137,1,1,2,"Kaiser Foundation Hospital",2010,"LURBAN",262,109,7.889,0,0.016103511,4.5628799,1.489353226,"Kaiser Foundation Hospital - Panorama City","13652 Cantara St","Panorama City","CA",91402,"Los Angeles",8183753333,"Acute Care Hospitals","Voluntary non-profit - Private","true","13652 CANTARA ST
PANORAMA CITY, CA 91402
(34.21980341300008, -118.431029664)",-118.431029664,34.2198034130001,FALSE,FALSE,FALSE,FALSE
50137,1,1,2,"Kaiser Foundation Hospital",2008,"LURBAN",262,110,18.891,0.05029,0.039,3.75,1.42741,"Kaiser Foundation Hospital - Panorama City","13652 Cantara St","Panorama City","CA",91402,"Los Angeles",8183753333,"Acute Care Hospitals","Voluntary non-profit - Private","true","13652 CANTARA ST
PANORAMA CITY, CA 91402
(34.21980341300008, -118.431029664)",-118.431029664,34.2198034130001,FALSE,FALSE,FALSE,FALSE
50138,1,1,2,"Kaiser Foundation Hospital",2010,"LURBAN",439,293,7.452,0,0.015204733,3.2400617,2.020807927,"Kaiser Foundation Hospital - Los Angeles","4867 Sunset Blvd","Los Angeles","CA",90027,"Los Angeles",3237834011,"Acute Care Hospitals","Voluntary non-profit - Other","true","4867 SUNSET BLVD
LOS ANGELES, CA 90027
(34.098177763000024, -118.29594997099997)",-118.295949971,34.098177763,FALSE,FALSE,FALSE,FALSE
50138,1,1,2,"Kaiser Foundation Hospital",2008,"LURBAN",439,285,17.695,0.04252,0.03648,3.585,1.70483,"Kaiser Foundation Hospital - Los Angeles","4867 Sunset Blvd","Los Angeles","CA",90027,"Los Angeles",3237834011,"Acute Care Hospitals","Voluntary non-profit - Other","true","4867 SUNSET BLVD
LOS ANGELES, CA 90027
(34.098177763000024, -118.29594997099997)",-118.295949971,34.098177763,FALSE,FALSE,FALSE,FALSE
50138,1,1,2,"Kfh - Sunset",2011,"LURBAN",439,298,8.567,0,0.0175,0.512,1.86929,"Kaiser Foundation Hospital - Los Angeles","4867 Sunset Blvd","Los Angeles","CA",90027,"Los Angeles",3237834011,"Acute Care Hospitals","Voluntary non-profit - Other","true","4867 SUNSET BLVD
LOS ANGELES, CA 90027
(34.098177763000024, -118.29594997099997)",-118.295949971,34.098177763,FALSE,FALSE,FALSE,FALSE
50138,1,1,2,"Kaiser Foundation Hospital",2007,"LURBAN",439,285,10.559,0,0.02161,3.585,2.16978,"Kaiser Foundation Hospital - Los Angeles","4867 Sunset Blvd","Los Angeles","CA",90027,"Los Angeles",3237834011,"Acute Care Hospitals","Voluntary non-profit - Other","true","4867 SUNSET BLVD
LOS ANGELES, CA 90027
(34.098177763000024, -118.29594997099997)",-118.295949971,34.098177763,FALSE,FALSE,FALSE,FALSE
50138,1,1,2,"Kaiser Foundation Hospital",2009,"LURBAN",439,288,16.13,0.03234,0.0332,1.41,1.75387,"Kaiser Foundation Hospital - Los Angeles","4867 Sunset Blvd","Los Angeles","CA",90027,"Los Angeles",3237834011,"Acute Care Hospitals","Voluntary non-profit - Other","true","4867 SUNSET BLVD
LOS ANGELES, CA 90027
(34.098177763000024, -118.29594997099997)",-118.295949971,34.098177763,FALSE,FALSE,FALSE,FALSE
50139,1,1,2,"Kaiser Foundation Hospital",2008,"LURBAN",352,180,9.668,0,0.01977,3.91,1.43263,"Kaiser Foundation Hospital - Downey","9333 Imperial Highway","Downey","CA",90242,"Los Angeles",5624616007,"Acute Care Hospitals","Voluntary non-profit - Other","true","9333 IMPERIAL HIGHWAY
DOWNEY, CA 90242
(33.91705683400005, -118.12926086099998)",-118.129260861,33.9170568340001,FALSE,FALSE,FALSE,FALSE
50139,1,1,2,"Kaiser Foundation Hospital",2010,"LURBAN",352,182,7.708,0,0.015731152,3.9388258,1.32588638,"Kaiser Foundation Hospital - Downey","9333 Imperial Highway","Downey","CA",90242,"Los Angeles",5624616007,"Acute Care Hospitals","Voluntary non-profit - Other","true","9333 IMPERIAL HIGHWAY
DOWNEY, CA 90242
(33.91705683400005, -118.12926086099998)",-118.129260861,33.9170568340001,FALSE,FALSE,FALSE,FALSE
50139,1,1,2,"Kaiser Foundation Hospital",2007,"LURBAN",352,180,10.478,0,0.02144,3.91,1.39365,"Kaiser Foundation Hospital - Downey","9333 Imperial Highway","Downey","CA",90242,"Los Angeles",5624616007,"Acute Care Hospitals","Voluntary non-profit - Other","true","9333 IMPERIAL HIGHWAY
DOWNEY, CA 90242
(33.91705683400005, -118.12926086099998)",-118.129260861,33.9170568340001,FALSE,FALSE,FALSE,FALSE
50139,1,1,2,"Kfh - Downey",2011,"LURBAN",352,191,9.916,0,0.02028,1.563,1.40959,"Kaiser Foundation Hospital - Downey","9333 Imperial Highway","Downey","CA",90242,"Los Angeles",5624616007,"Acute Care Hospitals","Voluntary non-profit - Other","true","9333 IMPERIAL HIGHWAY
DOWNEY, CA 90242
(33.91705683400005, -118.12926086099998)",-118.129260861,33.9170568340001,FALSE,FALSE,FALSE,FALSE
50139,1,1,2,"Kaiser Foundation Hospital",2009,"LURBAN",349,177,16.595,0.03537,0.03418,3.13,1.49723,"Kaiser Foundation Hospital - Downey","9333 Imperial Highway","Downey","CA",90242,"Los Angeles",5624616007,"Acute Care Hospitals","Voluntary non-profit - Other","true","9333 IMPERIAL HIGHWAY
DOWNEY, CA 90242
(33.91705683400005, -118.12926086099998)",-118.129260861,33.9170568340001,FALSE,FALSE,FALSE,FALSE
50140,1,1,2,"Kaiser Foundation Hospital Fontana",2008,"LURBAN",408,257,11.644,0,0.02386,1.87,1.4087,"Kaiser Foundation Hospital Fontana","9961 Sierra Ave","Fontana","CA",92335,"San Bernardino",9094275500,"Acute Care Hospitals","Voluntary non-profit - Private","true","9961 SIERRA AVE
FONTANA, CA 92335
(34.072841390000065, -117.43563677899999)",-117.435636779,34.0728413900001,FALSE,FALSE,FALSE,FALSE
50140,1,1,2,"Kfh - Fontana",2011,"LURBAN",424,282,7.29,0,0.01487,0.91,1.45159,"Kaiser Foundation Hospital Fontana","9961 Sierra Ave","Fontana","CA",92335,"San Bernardino",9094275500,"Acute Care Hospitals","Voluntary non-profit - Private","true","9961 SIERRA AVE
FONTANA, CA 92335
(34.072841390000065, -117.43563677899999)",-117.435636779,34.0728413900001,FALSE,FALSE,FALSE,FALSE
50140,1,1,2,"Kaiser Foundation Hospital Fontana",2007,"LURBAN",408,257,6.403,0,0.01305,1.87,1.41324,"Kaiser Foundation Hospital Fontana","9961 Sierra Ave","Fontana","CA",92335,"San Bernardino",9094275500,"Acute Care Hospitals","Voluntary non-profit - Private","true","9961 SIERRA AVE
FONTANA, CA 92335
(34.072841390000065, -117.43563677899999)",-117.435636779,34.0728413900001,FALSE,FALSE,FALSE,FALSE
50140,1,1,2,"Kaiser Foundation Hospital Fontana",2009,"LURBAN",424,266,12.794,0,0.02625,3.11,1.37537,"Kaiser Foundation Hospital Fontana","9961 Sierra Ave","Fontana","CA",92335,"San Bernardino",9094275500,"Acute Care Hospitals","Voluntary non-profit - Private","true","9961 SIERRA AVE
FONTANA, CA 92335
(34.072841390000065, -117.43563677899999)",-117.435636779,34.0728413900001,FALSE,FALSE,FALSE,FALSE
50140,1,1,2,"Kaiser Foundation Hospital Fontana",2010,"LURBAN",424,274,6.609,0,0.013473181,4.4324012,1.450573205,"Kaiser Foundation Hospital Fontana","9961 Sierra Ave","Fontana","CA",92335,"San Bernardino",9094275500,"Acute Care Hospitals","Voluntary non-profit - Private","true","9961 SIERRA AVE
FONTANA, CA 92335
(34.072841390000065, -117.43563677899999)",-117.435636779,34.0728413900001,FALSE,FALSE,FALSE,FALSE
50144,3,4,7,"Brotman Medical Center",2007,"LURBAN",283,131,42.924,0.24627,0.09081,48.68,1.42352,NA,"40","9","1",90232,NA,NA,NA,NA,NA,NA,-118.3969429,34.0231953,FALSE,FALSE,FALSE,FALSE
50145,1,1,2,"Community Hospital Of The Monterey Peninsula",2008,"OURBAN",159,134,10.697,0,0.0219,56.25,1.43664,"Community Hospital Of The Monterey Peninsula","23625 W R Holman Highway","Monterey","CA",93940,"Monterey",8316245311,"Acute Care Hospitals","Voluntary non-profit - Private","true","23625 W R HOLMAN HIGHWAY
MONTEREY, CA 93940
(36.595667356000035, -121.87999944999996)",-121.87999945,36.595667356,FALSE,FALSE,FALSE,FALSE
50145,1,1,2,"Community Hospital Of The Monterey Peninsula",2007,"OURBAN",159,134,12.416,0,0.02546,56.25,1.37247,"Community Hospital Of The Monterey Peninsula","23625 W R Holman Highway","Monterey","CA",93940,"Monterey",8316245311,"Acute Care Hospitals","Voluntary non-profit - Private","true","23625 W R HOLMAN HIGHWAY
MONTEREY, CA 93940
(36.595667356000035, -121.87999944999996)",-121.87999945,36.595667356,FALSE,FALSE,FALSE,FALSE
50145,1,1,2,"Community Hospital Of The Monterey Peninsula",2010,"OURBAN",202,130,9.8838797,0,0.020216497,58.5084718,1.609213488,"Community Hospital Of The Monterey Peninsula","23625 W R Holman Highway","Monterey","CA",93940,"Monterey",8316245311,"Acute Care Hospitals","Voluntary non-profit - Private","true","23625 W R HOLMAN HIGHWAY
MONTEREY, CA 93940
(36.595667356000035, -121.87999944999996)",-121.87999945,36.595667356,FALSE,FALSE,FALSE,FALSE
50145,1,1,2,"Community Hospital Of The Monterey Peninsula",2009,"OURBAN",161,135,9.135,0,0.01867,57.61,1.52099,"Community Hospital Of The Monterey Peninsula","23625 W R Holman Highway","Monterey","CA",93940,"Monterey",8316245311,"Acute Care Hospitals","Voluntary non-profit - Private","true","23625 W R HOLMAN HIGHWAY
MONTEREY, CA 93940
(36.595667356000035, -121.87999944999996)",-121.87999945,36.595667356,FALSE,FALSE,FALSE,FALSE
50145,1,1,2,"Community Hosp. Monterey Peninsula",2011,"OURBAN",299,134,5.871,0,0.01196,59.214,1.6568,"Community Hospital Of The Monterey Peninsula","23625 W R Holman Highway","Monterey","CA",93940,"Monterey",8316245311,"Acute Care Hospitals","Voluntary non-profit - Private","true","23625 W R HOLMAN HIGHWAY
MONTEREY, CA 93940
(36.595667356000035, -121.87999944999996)",-121.87999945,36.595667356,FALSE,FALSE,FALSE,FALSE
50148,2,3,5,"Plumas District Hospital",2007,"RURAL",24,5,27.721,0.12,0,45.093,1.09544,NA,"4","30","1",95971,NA,NA,NA,NA,NA,NA,-120.9621565,39.9389412,FALSE,FALSE,FALSE,FALSE
50149,4,5,10,"California Hospital Medical Center La",2007,"LURBAN",270,149,101.481,0.72937,0.22814,16.222,1.52705,"California Hospital Medical Center La","1401 South Grand Avenue","Los Angeles","CA",90015,"Los Angeles",2137482411,"Acute Care Hospitals","Voluntary non-profit - Other","true","1401 SOUTH GRAND AVENUE
LOS ANGELES, CA 90015
(34.037087238000026, -118.26548594499997)",-118.265485945,34.037087238,TRUE,TRUE,TRUE,FALSE
50149,4,5,10,"California Hospital Medical Center La",2008,"LURBAN",270,149,99.456,0.71266,0.22311,16.222,1.51514,"California Hospital Medical Center La","1401 South Grand Avenue","Los Angeles","CA",90015,"Los Angeles",2137482411,"Acute Care Hospitals","Voluntary non-profit - Other","true","1401 SOUTH GRAND AVENUE
LOS ANGELES, CA 90015
(34.037087238000026, -118.26548594499997)",-118.265485945,34.037087238,TRUE,TRUE,TRUE,FALSE
50149,4,5,10,"California Hospital Medical Center La",2010,"LURBAN",290,196,96.353,0.68706225,0.215450543,14.7194398,1.573704386,"California Hospital Medical Center La","1401 South Grand Avenue","Los Angeles","CA",90015,"Los Angeles",2137482411,"Acute Care Hospitals","Voluntary non-profit - Other","true","1401 SOUTH GRAND AVENUE
LOS ANGELES, CA 90015
(34.037087238000026, -118.26548594499997)",-118.265485945,34.037087238,TRUE,TRUE,TRUE,FALSE
50149,4,5,10,"California Hospital Medical Center",2011,"LURBAN",271,180,100.164,0.7185,0.22487,14.497,1.49795,"California Hospital Medical Center La","1401 South Grand Avenue","Los Angeles","CA",90015,"Los Angeles",2137482411,"Acute Care Hospitals","Voluntary non-profit - Other","true","1401 SOUTH GRAND AVENUE
LOS ANGELES, CA 90015
(34.037087238000026, -118.26548594499997)",-118.265485945,34.037087238,TRUE,TRUE,TRUE,FALSE
50149,4,5,10,"California Hospital Medical Center La",2009,"LURBAN",266,185,99.379,0.71203,0.22292,15.44,1.62266,"California Hospital Medical Center La","1401 South Grand Avenue","Los Angeles","CA",90015,"Los Angeles",2137482411,"Acute Care Hospitals","Voluntary non-profit - Other","true","1401 SOUTH GRAND AVENUE
LOS ANGELES, CA 90015
(34.037087238000026, -118.26548594499997)",-118.265485945,34.037087238,TRUE,TRUE,TRUE,FALSE
50150,1,1,2,"Sierra Nevada Memorial Hospital",2007,"RURAL",104,56,11.124,0,0,61.317,1.23441,"Sierra Nevada Memorial Hospital","155 Glasson Way","Grass Valley","CA",95945,"Nevada",5302746000,"Acute Care Hospitals","Voluntary non-profit - Other","true","155 GLASSON WAY
GRASS VALLEY, CA 95945
(39.22850974200003, -121.04687185599994)",-121.046871856,39.228509742,FALSE,FALSE,FALSE,FALSE
50150,1,1,2,"Sierra Nevada Memorial Hospital",2008,"RURAL",104,56,10.694,0,0,61.317,1.20149,"Sierra Nevada Memorial Hospital","155 Glasson Way","Grass Valley","CA",95945,"Nevada",5302746000,"Acute Care Hospitals","Voluntary non-profit - Other","true","155 GLASSON WAY
GRASS VALLEY, CA 95945
(39.22850974200003, -121.04687185599994)",-121.046871856,39.228509742,FALSE,FALSE,FALSE,FALSE
50150,1,1,2,"Sierra Nevada Memorial Hospital",2010,"RURAL",104,52,13.74,0,0,58.9746103,1.265468879,"Sierra Nevada Memorial Hospital","155 Glasson Way","Grass Valley","CA",95945,"Nevada",5302746000,"Acute Care Hospitals","Voluntary non-profit - Other","true","155 GLASSON WAY
GRASS VALLEY, CA 95945
(39.22850974200003, -121.04687185599994)",-121.046871856,39.228509742,FALSE,FALSE,FALSE,FALSE
50150,1,1,2,"Sierra Nevada Memorial Hospital",2011,"RURAL",104,51,13.823,0,0,59.087,1.32008,"Sierra Nevada Memorial Hospital","155 Glasson Way","Grass Valley","CA",95945,"Nevada",5302746000,"Acute Care Hospitals","Voluntary non-profit - Other","true","155 GLASSON WAY
GRASS VALLEY, CA 95945
(39.22850974200003, -121.04687185599994)",-121.046871856,39.228509742,FALSE,FALSE,FALSE,FALSE
50150,1,1,2,"Sierra Nevada Memorial Hospital",2009,"RURAL",102,56,13.738,0,0,60.87,1.21514,"Sierra Nevada Memorial Hospital","155 Glasson Way","Grass Valley","CA",95945,"Nevada",5302746000,"Acute Care Hospitals","Voluntary non-profit - Other","true","155 GLASSON WAY
GRASS VALLEY, CA 95945
(39.22850974200003, -121.04687185599994)",-121.046871856,39.228509742,FALSE,FALSE,FALSE,FALSE
50152,3,4,8,"Saint Francis Memorial Hospital",2009,"LURBAN",150,62,55.167,0.34728,0.11819,46.36,1.45244,"Saint Francis Memorial Hospital","900 Hyde St","San Francisco","CA",94109,"San Francisco",4153536000,"Acute Care Hospitals","Voluntary non-profit - Private","true","900 HYDE ST
SAN FRANCISCO, CA 94109
(37.789607044000036, -122.41707551199994)",-122.417075512,37.789607044,FALSE,FALSE,FALSE,FALSE
50152,3,4,8,"Saint Francis Memorial Hospital",2010,"LURBAN",150,70,54.735,0.34371375,0.117214322,42.789504,1.543348706,"Saint Francis Memorial Hospital","900 Hyde St","San Francisco","CA",94109,"San Francisco",4153536000,"Acute Care Hospitals","Voluntary non-profit - Private","true","900 HYDE ST
SAN FRANCISCO, CA 94109
(37.789607044000036, -122.41707551199994)",-122.417075512,37.789607044,FALSE,FALSE,FALSE,FALSE
50152,3,4,8,"Saint Francis Memorial Hospital",2008,"LURBAN",150,67,47.238,0.28186,0.10038,48.933,1.49989,"Saint Francis Memorial Hospital","900 Hyde St","San Francisco","CA",94109,"San Francisco",4153536000,"Acute Care Hospitals","Voluntary non-profit - Private","true","900 HYDE ST
SAN FRANCISCO, CA 94109
(37.789607044000036, -122.41707551199994)",-122.417075512,37.789607044,FALSE,FALSE,FALSE,FALSE
50152,3,4,8,"Saint Francis Memorial Hospital",2007,"LURBAN",150,67,49.497,0.3005,0.10543,48.933,1.50081,"Saint Francis Memorial Hospital","900 Hyde St","San Francisco","CA",94109,"San Francisco",4153536000,"Acute Care Hospitals","Voluntary non-profit - Private","true","900 HYDE ST
SAN FRANCISCO, CA 94109
(37.789607044000036, -122.41707551199994)",-122.417075512,37.789607044,FALSE,FALSE,FALSE,FALSE
50152,3,4,8,"Saint Francis Memorial Hospital",2011,"LURBAN",150,66,60.479,0.3911,0.13029,41.043,1.68654,"Saint Francis Memorial Hospital","900 Hyde St","San Francisco","CA",94109,"San Francisco",4153536000,"Acute Care Hospitals","Voluntary non-profit - Private","true","900 HYDE ST
SAN FRANCISCO, CA 94109
(37.789607044000036, -122.41707551199994)",-122.417075512,37.789607044,FALSE,FALSE,FALSE,FALSE
50153,3,3,6,"O'connor Hospital",2009,"LURBAN",320,152,40.631,0.22736,0.08576,47.12,1.45889,"O'connor Hospital","2105 Forest Avenue","San Jose","CA",95128,"Santa Clara",4089472500,"Acute Care Hospitals","Voluntary non-profit - Church","true","2105 FOREST AVENUE
SAN JOSE, CA 95128
(37.327077667000026, -121.93774932299999)",-121.937749323,37.327077667,FALSE,FALSE,FALSE,FALSE
50153,3,3,6,"O'connor Hospital",2007,"LURBAN",302,130,34.402,0.17597,0.07215,44.837,1.54609,"O'connor Hospital","2105 Forest Avenue","San Jose","CA",95128,"Santa Clara",4089472500,"Acute Care Hospitals","Voluntary non-profit - Church","true","2105 FOREST AVENUE
SAN JOSE, CA 95128
(37.327077667000026, -121.93774932299999)",-121.937749323,37.327077667,FALSE,FALSE,FALSE,FALSE
50153,3,3,6,"O Connor Hospital",2011,"LURBAN",321,142,40.082,0.22283,0.08455,44.539,1.56799,"O'connor Hospital","2105 Forest Avenue","San Jose","CA",95128,"Santa Clara",4089472500,"Acute Care Hospitals","Voluntary non-profit - Church","true","2105 FOREST AVENUE
SAN JOSE, CA 95128
(37.327077667000026, -121.93774932299999)",-121.937749323,37.327077667,FALSE,FALSE,FALSE,FALSE
50153,3,3,6,"O'connor Hospital",2010,"LURBAN",320,150,38.822,0.2124315,0.081787267,44.4139277,1.522662921,"O'connor Hospital","2105 Forest Avenue","San Jose","CA",95128,"Santa Clara",4089472500,"Acute Care Hospitals","Voluntary non-profit - Church","true","2105 FOREST AVENUE
SAN JOSE, CA 95128
(37.327077667000026, -121.93774932299999)",-121.937749323,37.327077667,FALSE,FALSE,FALSE,FALSE
50153,3,3,6,"O'connor Hospital",2008,"LURBAN",302,130,36.086,0.18986,0.07581,44.837,1.46491,"O'connor Hospital","2105 Forest Avenue","San Jose","CA",95128,"Santa Clara",4089472500,"Acute Care Hospitals","Voluntary non-profit - Church","true","2105 FOREST AVENUE
SAN JOSE, CA 95128
(37.327077667000026, -121.93774932299999)",-121.937749323,37.327077667,FALSE,FALSE,FALSE,FALSE
50158,1,2,3,"Encino-Tarzana Regional Medical Ctr",2009,"LURBAN",84,48,13.752,0,0,68.89,1.39765,"Encino Hospital Medical Center","16237 Ventura Blvd","Encino","CA",91436,"Los Angeles",8189955000,"Acute Care Hospitals","Proprietary","true","16237 VENTURA BLVD
ENCINO, CA 91436
(34.15681738400008, -118.48673557599994)",-118.486735576,34.1568173840001,FALSE,FALSE,FALSE,FALSE
50158,1,2,3,"Encino Hospital Medical Center",2010,"LURBAN",78,48,14.015,0,0,74.4992033,1.407753449,"Encino Hospital Medical Center","16237 Ventura Blvd","Encino","CA",91436,"Los Angeles",8189955000,"Acute Care Hospitals","Proprietary","true","16237 VENTURA BLVD
ENCINO, CA 91436
(34.15681738400008, -118.48673557599994)",-118.486735576,34.1568173840001,FALSE,FALSE,FALSE,FALSE
50158,1,2,3,"Encino-Tarzana Regional Medical Ctr",2007,"LURBAN",84,50,24.534,0.09456,0,63.771,1.34515,"Encino Hospital Medical Center","16237 Ventura Blvd","Encino","CA",91436,"Los Angeles",8189955000,"Acute Care Hospitals","Proprietary","true","16237 VENTURA BLVD
ENCINO, CA 91436
(34.15681738400008, -118.48673557599994)",-118.486735576,34.1568173840001,FALSE,FALSE,FALSE,FALSE
50158,1,2,3,"Encino Hospital Med Center",2011,"LURBAN",78,49,22.773,0.08003,0,75.518,1.48103,"Encino Hospital Medical Center","16237 Ventura Blvd","Encino","CA",91436,"Los Angeles",8189955000,"Acute Care Hospitals","Proprietary","true","16237 VENTURA BLVD
ENCINO, CA 91436
(34.15681738400008, -118.48673557599994)",-118.486735576,34.1568173840001,FALSE,FALSE,FALSE,FALSE
50158,1,2,3,"Encino-Tarzana Regional Medical Ctr",2008,"LURBAN",84,50,20.153,0.05849,0,63.771,1.39935,"Encino Hospital Medical Center","16237 Ventura Blvd","Encino","CA",91436,"Los Angeles",8189955000,"Acute Care Hospitals","Proprietary","true","16237 VENTURA BLVD
ENCINO, CA 91436
(34.15681738400008, -118.48673557599994)",-118.486735576,34.1568173840001,FALSE,FALSE,FALSE,FALSE
50159,4,5,10,"Ventura County Medical Center",2008,"OURBAN",153,96,74.831,0.50951,0.16362,13.279,1.46258,"Ventura County Medical Center","3291 Loma Vista Rd","Ventura","CA",93003,"Ventura",8056526075,"Acute Care Hospitals","Government - Local","true","3291 LOMA VISTA RD
VENTURA, CA 93003
(34.276187279000055, -119.25235314599996)",-119.252353146,34.2761872790001,TRUE,TRUE,TRUE,TRUE
50159,4,5,10,"Ventura County Medical Center",2007,"OURBAN",153,96,79.547,0.54841,0.17478,13.279,1.21439,"Ventura County Medical Center","3291 Loma Vista Rd","Ventura","CA",93003,"Ventura",8056526075,"Acute Care Hospitals","Government - Local","true","3291 LOMA VISTA RD
VENTURA, CA 93003
(34.276187279000055, -119.25235314599996)",-119.252353146,34.2761872790001,TRUE,TRUE,TRUE,TRUE
50159,4,5,10,"Ventura County Medical Center",2009,"OURBAN",228,105,80.187,0.55369,0.17631,14.09,1.35158,"Ventura County Medical Center","3291 Loma Vista Rd","Ventura","CA",93003,"Ventura",8056526075,"Acute Care Hospitals","Government - Local","true","3291 LOMA VISTA RD
VENTURA, CA 93003
(34.276187279000055, -119.25235314599996)",-119.252353146,34.2761872790001,TRUE,TRUE,TRUE,TRUE
