Provider Number	Name	Geographic Labor Market Area	Pre Reclass Labor Market Area  	Payment Labor Market Area (for purposes of Capital and DSH)	SSA COUNTY CODE	REGION	URGEO	URSPA	RECLASS	POST RECLASS Labor Market Area	FY 2011 Wage Index	 FY 2011 Puerto Rico Specific wage index	LUGAR	Section 401 hospital	Section 505 eligible	Section 505 wage adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	BEDS	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPG	DSHCPG	Operating CCR	Capital CCR	Provider Type	FY11 HSP Rate	BILLS	TACMIV27	CMIV27	CASETA27	IME_TACMIV27	IME_CASETA27	TACMIV28	CMIV28	CASETA28	IME_TACMIV28	IME_CASETA28	FY 2011 GAF	FY 2011 Puerto Rico Specific GAF	Cost of Living Adjustment-Capital	OUT11F	COUT11F	MCR_PCT
060028	EXEMPLA ST. JOSEPH HOSPITAL	19740	19740	19740	6150	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0.2299	0.3233	343	228	0.11802	0.09553	0.15179	0.02616	0.03121	0.235	0.023	0	.	1071	1.69605	1.69729	1050.3	1.77522	5983.36	1.64562	1.64546	1056.28	1.72532	6021.33	1.0388	0	1	0.0614	0.0987	0.06689
060030	MCKEE MEDICAL CENTER	22660	22660	22660	6340	8	OURBAN	OURBAN	N	22660	0.9661	0				.	1	0	0	111	46	0	0	0.17507	0.0413	0.03609	0.384	0.064	0	.	1900	1.43341	1.4483	1836.75	.	.	1.43599	1.44902	1845.95	.	.	0.9767	0	1	0.0669	0.2294	0.42629
060031	PENROSE/ST. FRANCIS HEALTHCARE	17820	17820	17820	6200	8	OURBAN	OURBAN	W	19740	1.0388	0				.	1	0.0119	0.0218	389	215	0.00648	0.00617	0.13412	0	0.02753	0.228	0.02	0	.	6412	1.49766	1.51155	6329.96	1.46831	2754.27	1.51394	1.52644	6341.11	1.47991	2758.51	1.0264	0	1	0.0323	0.0381	0.38073
060032	ROSE MEDICAL CENTER	19740	19740	19740	6150	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0.1092	0.2	287	152	0.05787	0.05806	0.24662	0.09561	0.05121	0.201	0.024	0	.	3153	1.66199	1.67911	3078.04	1.62311	963.2	1.63465	1.65073	3092.34	1.60002	969.65	1.0388	0	1	0.0379	0.0785	0.30229
060034	SWEDISH MEDICAL CENTER	19740	19740	19740	6020	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0.061	0.0775	286	217	0.03277	0.02211	0.15138	0.0259	0.03113	0.204	0.023	0	.	4641	1.79998	1.82603	4547.81	1.59428	2486.06	1.79745	1.82051	4564.54	1.58823	2496.84	1.0388	0	1	0.0668	0.1306	0.3426
060036	ARKANSAS VALLEY REG L MED CTR	6	6	6	6440	8	RURAL	RURAL	N	6	0.9661	0				.	1	0	0	54	20	0	0	0.35082	0.12	0	0.413	0.041	16	4958.64	864	1.15279	1.16372	840.83	.	.	1.16569	1.1747	843.34	.	.	0.9767	0	1	0	0	0.53926
060043	KEEFE MEMORIAL HOSPITAL	6	6	6	6080	8	RURAL	RURAL	N	6	0.9661	0				.	1	0	0	13	2	0	0	0.04203	0	0	1.079	0.093	16	14534.65	154	0.89822	0.89682	151.55	.	.	0.90479	0.90345	151.74	.	.	0.9767	0	1	0.0481	0.0567	0.61393
060044	COLORADO PLAINS MEDICAL CENTER	6	6	6	6430	8	RURAL	RURAL	N	6	0.9661	0				.	1	0	0	40	14	0	0	0.27632	0.12	0	0.299	0.028	16	5963.22	492	1.23228	1.2575	469.75	.	.	1.23296	1.25715	471.99	.	.	0.9767	0	1	0.0203	0.0297	0.48723
060049	YAMPA VALLEY MEDICAL CENTER	6	6	6	6530	8	RURAL	RURAL	W	22660	0.9661	0				.	1	0	0	29	13	0	0	0.19453	0.05394	0	0.559	0.04	16	8734.78	400	1.43012	1.4324	394.78	.	.	1.459	1.4606	395.23	.	.	0.9767	0	1	0.0601	0.0485	0.30961
060054	COMMUNITY HOSPITAL	24300	24300	24300	6380	8	OURBAN	OURBAN	N	24300	1.0134	0				.	1	0	0	44	21	0	0	0.09693	0	0	0.502	0.034	0	.	1016	1.49119	1.49867	999.1	.	.	1.51821	1.52509	1000.59	.	.	1.0092	0	1	0.0255	0.0173	0.61197
060064	PORTER ADVENTIST HOSPITAL	19740	19740	19740	6150	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0	0	184	98	0	0	0.11809	0	0.0242	0.216	0.026	0	.	3079	1.86038	1.88896	2996.77	.	.	1.85471	1.87819	3012.9	.	.	1.0388	0	1	0.0489	0.109	0.40017
060065	NORTH SUBURBAN MEDICAL CENTER	19740	19740	19740	6000	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0	0	139	61	0	0	0.31189	0.14946	0.06519	0.213	0.023	0	.	1113	1.42448	1.44574	1086.91	.	.	1.42433	1.44367	1089.77	.	.	1.0388	0	1	0.0267	0.0505	0.26184
060071	DELTA COUNTY MEMORIAL HOSPITAL	6	6	6	6140	8	RURAL	RURAL	N	6	0.9661	0				.	1	0	0	49	30	0	0	0.19096	0.05162	0	0.441	0.06	14	4619.51	1467	1.15245	1.16274	1434.97	.	.	1.17217	1.18232	1438.15	.	.	0.9767	0	1	0.0242	0.0523	0.63781
060075	VALLEY VIEW HOSPITAL	6	6	6	6220	8	RURAL	RURAL	W	24300	1.0134	0				.	1	0	0	64	31	0	0	0.37361	0.12	0	0.446	0.055	16	7474.66	712	1.44383	1.45681	691.56	.	.	1.45654	1.46847	693.16	.	.	1.0092	0	1	0.1194	0.2831	0.23879
060076	STERLING REGIONAL MEDCENTER	6	6	6	6370	8	RURAL	RURAL	N	6	0.9661	0				.	1	0	0	35	16	0	0	0.17765	0.04297	0	0.461	0.041	16	7091.34	735	1.32064	1.33189	716.3	.	.	1.34276	1.35276	717.48	.	.	0.9767	0	1	0.0493	0.067	0.56177
060096	VAIL VALLEY MEDICAL CENTER	6	6	6	6180	8	RURAL	RURAL	W	19740	1.0388	0				.	1	0	0	58	22	0	0	0.01882	0	0	0.466	0.047	16	10944.87	339	1.86706	1.86977	335.56	.	.	1.91859	1.92119	335.67	.	.	1.0264	0	1	0.2131	0.3405	0.1545
060100	THE MEDICAL CENTER OF AURORA	19740	19740	19740	6000	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0.0015	0.0022	264	175	0.00082	0.00062	0.22267	0.07585	0.04612	0.218	0.02	0	.	3731	1.77107	1.80068	3672	1.66501	1700.9	1.74369	1.7707	3685.17	1.62311	1709.74	1.0388	0	1	0.0556	0.0767	0.31791
060103	AVISTA ADVENTIST HOSPITAL	14500	14500	14500	6060	8	OURBAN	OURBAN	W	19740	1.0388	0				.	1	0	0	114	41	0	0	0.32538	0.16059	0.06811	0.27	0.037	0	.	610	1.41556	1.41804	598.02	.	.	1.4346	1.43736	599.37	.	.	1.0264	0	1	0.0198	0.0588	0.17888
060104	ST. ANTHONY NORTH	19740	19740	19740	6000	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0.1156	0.1992	138	77	0.06115	0.05782	0.24151	0.0914	0.05012	0.208	0.014	0	.	1767	1.52054	1.53718	1707.83	1.55827	1237.91	1.4937	1.50769	1718.76	1.51411	1245.57	1.0388	0	1	0.0234	0.015	0.30609
060107	NATIONAL JEWISH HEALTH	19740	19740	19740	6150	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0	0	24	1	0	0	0.3966	0.12	0	0.363	0.029	0	.	4	2.14613	2.06645	3.52	.	.	2.14628	2.06995	3.54	.	.	1.0388	0	1	0	0	0.03207
060112	SKY RIDGE MEDICAL CENTER	19740	19740	19740	6020	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0.0022	0.0033	176	111	0.0012	0.00093	0.05684	0	0.01158	0.187	0.026	0	.	2348	1.75749	1.76739	2314.33	1.68024	667.18	1.7601	1.76709	2322.48	1.68083	668.95	1.0388	0	1	0.0302	0.0942	0.24571
060113	LITTLETON ADVENTIST HOSPITAL	19740	19740	19740	6020	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0	0	172	110	0	0	0.07086	0	0.01445	0.181	0.024	0	.	2531	1.48095	1.50514	2486.01	.	.	1.45536	1.47614	2496.59	.	.	1.0388	0	1	0.0506	0.1176	0.31565
060114	PARKER ADVENTIST HOSPITAL	19740	19740	19740	6170	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0	0	94	56	0	0	0.12039	0	0	0.203	0.025	0	.	1245	1.65528	1.66553	1217.12	.	.	1.63775	1.64568	1222.59	.	.	1.0388	0	1	0.0864	0.192	0.24054
060115		39380	39380	39380	6500	8	OURBAN	OURBAN	N	39380	0.9661	0				.	1	0	0	20	.	0	0	0.04762	0	0	0.899	0.025	0	.	13	0.92055	0.92055	13	.	.	0.93533	0.93533	13	.	.	0.9767	0	1	0.5104	0.1363	.
060116	EXEMPLA GOOD SAMARITAN MEDICAL CTR	14500	14500	14500	6060	8	OURBAN	OURBAN	W	19740	1.0388	0				.	1	0	0	184	118	0	0	0.06937	0	0.01415	0.228	0.06	0	.	658	1.49563	1.50597	640.53	.	.	1.49648	1.50424	642.36	.	.	1.0264	0	1	0.0793	0.5302	0.0571
060117	ANIMAS SURGICAL HOSPITAL	6	6	6	6330	8	RURAL	RURAL	N	6	0.9661	0				.	1	0	0	12	3	0	0	0.0338	0	0	0.44	0.072	0	.	150	1.38319	1.39151	145.81	.	.	1.43261	1.43948	146.1	.	.	0.9767	0	1	0.0323	0.2196	0.3384
060118	ST ANTHONY SUMMIT MEDICAL CENTER	6	6	6	6580	8	RURAL	RURAL	W	19740	1.0388	0				.	1	0	0	24	10	0	0	0.19427	0.05378	0	0.24	0.031	0	.	154	1.53548	1.5419	151.06	.	.	1.58914	1.59561	151.33	.	.	1.0264	0	1	0.2748	0.543	0.16074
060119	MEDICAL CENTER OF THE ROCKIES	22660	22660	22660	6340	8	OURBAN	OURBAN	N	22660	0.9661	0				.	1	0	0	136	56	0	0	0.07226	0	0.01474	0.34	0.112	0	.	2525	1.95644	1.97971	2478.67	.	.	1.98723	2.00651	2485.41	.	.	0.9767	0	1	0.1735	1.5351	0.44625
060121	NORTHERN COLORADO LONG TERM ACUTE HO	24540	24540	24540	6610	8	OURBAN	OURBAN	N	24540	0.9757	0			YES	0.0096	1	0	0	20	13	0	0	0.05947	0	0	1.006	0.029	0	.	60	2.29282	2.29297	58.59	.	.	2.27041	2.26915	58.73	.	.	0.9833	0	1	2.7597	0.5621	0.35792
060123	COLORADO ORTHOPAEDIC & SURGICAL HOSP	19740	19740	19740	6150	8	LURBAN	LURBAN	N	19740	1.0571	0				.	1	0	0	41	.	0	0	0.02088	0	0	0.705	0.029	0	.	156	1.88275	1.90134	153.2	.	.	1.92474	1.92766	154.31	.	.	1.0388	0	1	1.2114	0.3341	.
070001	HOSPITAL OF SAINT RAPHAEL	35300	35300	35300	7040	1	OURBAN	OURBAN	W	35004	1.2501	0				.	1	0.3137	0.404	418	323	0.15773	0.12076	0.1551	0.02831	0.03191	0.287	0.024	0	.	10137	1.61808	1.6293	9914.91	1.63676	2384.13	1.61379	1.62344	9946.6	1.62939	2390.1	1.1652	0	1	0.0549	0.0616	0.52489
070002	SAINT FRANCIS HOSPITAL	25540	25540	25540	7010	1	LURBAN	LURBAN	N	25540	1.2501	0				.	1	0.3028	0.3807	461	379	0.15265	0.11342	0.20943	0.06493	0.04332	0.48	0.019	0	.	10728	1.78019	1.79414	10512.26	1.81361	2306.71	1.79475	1.80679	10541.9	1.82375	2314.36	1.1652	0	1	0.0877	0.0222	0.47037
070003	DAY KIMBALL HOSPITAL	7	7	25540	7070	1	RURAL	LURBAN	L	25540	1.2501	0	LUGAR			.	1	0	0	89	42	0	0	0.14184	0	0	0.57	0.036	0	.	2056	1.16367	1.17797	2001.32	.	.	1.15606	1.16874	2009.42	.	.	1.1652	0	1	0.0004	0.0002	0.57449
070004	SHARON HOSPITAL	7	7	7	7020	1	RURAL	RURAL	S	7	1.2501	0	LUGAR	SEC401		.	1	0	0	66	23	0	0	0.12001	0	0	0.43	0.07	16	7971.14	1173	1.17789	1.18605	1143.17	.	.	1.19381	1.20078	1146.04	.	.	1.1652	0	1	0.0067	0.0255	0.64243
070005	WATERBURY HOSPITAL	35300	35300	35300	7040	1	OURBAN	OURBAN	W	35004	1.2501	0				.	1	0.1977	0.2724	226	164	0.10233	0.0799	0.19261	0.0527	0.03977	0.282	0.013	0	.	5376	1.65348	1.66482	5260.82	1.56105	762.77	1.63027	1.63893	5283.8	1.54948	764.8	1.1652	0	1	0.0418	0.0131	0.55342
070006	THE STAMFORD HOSPITAL	14860	14860	14860	7000	1	OURBAN	OURBAN	W	35644	1.2845	0				.	1	0.1502	0.2357	260	163	0.07872	0.06878	0.18469	0.04755	0.03811	0.362	0.033	0	.	3877	1.65915	1.67362	3794.08	1.59829	562.34	1.65938	1.67177	3805.15	1.61326	562.89	1.1870	0	1	0.1353	0.1765	0.41674
070007	LAWRENCE & MEMORIAL HOSPITAL	35980	35980	35980	7050	1	OURBAN	OURBAN	N	35980	1.2501	0				.	1	0.0043	0.0054	204	158	0.00235	0.00153	0.20342	0.05997	0.04205	0.566	0.035	0	.	5617	1.41624	1.42641	5521.25	1.33719	320.52	1.38445	1.39209	5542.19	1.34374	321.06	1.1652	0	1	0.0265	0.014	0.52061
070008	JOHNSON MEMORIAL HOSPITAL	25540	25540	25540	7060	1	LURBAN	LURBAN	N	25540	1.2501	0				.	1	0	0	81	50	0	0	0.06482	0	0	0.302	0.03	0	.	1418	1.32122	1.32794	1392.73	.	.	1.31733	1.32369	1395.08	.	.	1.1652	0	1	0.0096	0.0143	0.68669
070010	BRIDGEPORT HOSPITAL	14860	14860	14860	7000	1	OURBAN	OURBAN	W	35644	1.2845	0				.	1	0.3114	0.3961	327	248	0.15666	0.11827	0.29608	0.13642	0.06179	0.285	0.017	0	.	4358	1.68998	1.70034	4283.93	1.71109	1911.51	1.68856	1.69792	4292.92	1.71672	1916.39	1.1870	0	1	0.0551	0.0308	0.35368
070011	CHARLOTTE HUNGERFORD HOSPITAL	7	7	25540	7020	1	RURAL	LURBAN	L	25540	1.2501	0	LUGAR			.	1	0	0	92	56	0	0	0.15739	0.0298	0	0.595	0.06	0	.	2955	1.4683	1.48179	2845.95	.	.	1.44913	1.46023	2866.12	.	.	1.1652	0	1	0.0135	0.0245	0.64143
070012	ROCKVILLE GENERAL HOSPITAL  INC.	25540	25540	25540	7060	1	LURBAN	LURBAN	N	25540	1.2501	0				.	1	0	0	104	39	0	0	0.14754	0	0.03033	0.535	0.056	0	.	1522	1.46813	1.47749	1483.62	.	.	1.45286	1.46095	1490.22	.	.	1.1652	0	1	0.0249	0.0453	0.59362
070015	NEW MILFORD HOSPITAL	7	7	25540	7020	1	RURAL	LURBAN	L	35644	1.2845	0	LUGAR			.	1	0	0	85	32	0	0	0.06575	0	0	0.444	0.03	7	.	1184	1.55924	1.57279	1147.43	.	.	1.54075	1.55198	1153.41	.	.	1.1870	0	1	0.0481	0.0334	0.54588
070016	ST. MARY S HOSPITAL	35300	35300	35300	7040	1	OURBAN	OURBAN	W	35004	1.2501	0				.	1	0.2719	0.3467	180	141	0.13812	0.10278	0.25421	0.10187	0.05283	0.478	0.03	0	.	4489	1.57472	1.5866	4376.35	1.64071	660.26	1.54947	1.55967	4396.25	1.62371	662.75	1.1652	0	1	0.0284	0.0165	0.51735
070017	MIDSTATE MEDICAL CENTER	35300	35300	35300	7040	1	OURBAN	OURBAN	W	35004	1.2501	0				.	1	0	0	120	110	0	0	0.15749	0.02987	0.03241	0.448	0.03	0	.	3856	1.43731	1.44715	3766.89	.	.	1.42649	1.43419	3784.91	.	.	1.1652	0	1	0.0185	0.0117	0.59013
070018	GREENWICH HOSPITAL	14860	14860	14860	7000	1	OURBAN	OURBAN	W	35644	1.2845	0				.	1	0.1122	0.1711	184	127	0.05941	0.04947	0.0688	0	0.01403	0.346	0.026	0	.	4558	1.39096	1.40073	4440.11	1.36513	390.41	1.39104	1.39908	4454.07	1.3563	392.4	1.1870	0	1	0.0633	0.0561	0.4652
070019	MILFORD HOSPITAL  INC	35300	35300	35300	7040	1	OURBAN	OURBAN	W	35004	1.2501	0				.	1	0	0	106	56	0	0	0.09733	0	0.0199	0.394	0.021	0	.	1811	1.5946	1.6012	1745.54	.	.	1.58089	1.58435	1755	.	.	1.1652	0	1	0.0579	0.0252	0.53327
070020	MIDDLESEX HOSPITAL	25540	25540	25540	7030	1	LURBAN	LURBAN	N	25540	1.2501	0				.	1	0.0994	0.1258	168	129	0.05282	0.03614	0.11009	0	0.02254	0.35	0.038	0	.	5906	1.37581	1.38926	5715.06	1.3971	506.55	1.35802	1.36975	5744.84	1.3849	508.7	1.1652	0	1	0.0249	0.0427	0.61176
070021	WINDHAM COMMUNITY MEMORIAL HOSPITAL	7	7	25540	7070	1	RURAL	LURBAN	L	7	1.2501	0	LUGAR			.	1	0	0	79	55	0	0	0.23343	0.08473	0	0.453	0.043	15	8773.24	2247	1.16836	1.17544	2212.56	.	.	1.17526	1.18138	2218.01	.	.	1.1652	0	1	0.0018	0.0044	0.59277
070022	YALE-NEW HAVEN HOSPITAL	35300	35300	35300	7040	1	OURBAN	OURBAN	W	35004	1.2501	0				.	1	0.6193	0.743	774	643	0.29101	0.23328	0.29934	0.13911	0.06249	0.321	0.014	0	.	13140	1.71788	1.72992	12812.9	1.74806	2245.22	1.70398	1.71414	12867.35	1.73051	2253.35	1.1652	0	1	0.1295	0.0405	0.31773
070024	THE WILLIAM W. BACKUS HOSPITAL	35980	35980	35980	7050	1	OURBAN	OURBAN	N	35980	1.2501	0				.	1	0	0	166	116	0	0	0.16124	0.03231	0.03319	0.487	0.035	0	.	4355	1.50212	1.51277	4233.94	.	.	1.50844	1.51807	4248.61	.	.	1.1652	0	1	0.0387	0.0319	0.54102
070025	HARTFORD HOSPITAL	25540	25540	25540	7010	1	LURBAN	LURBAN	N	25540	1.2501	0				.	1	0.3853	0.4845	597	471	0.19049	0.14651	0.21154	0.06667	0.04377	0.359	0.017	0	.	12433	1.68401	1.69174	12212.77	1.85395	1839.08	1.67671	1.68295	12252	1.85743	1843.89	1.1652	0	1	0.0631	0.0184	0.48161
070027	MANCHESTER MEMORIAL HOSPITAL	25540	25540	25540	7010	1	LURBAN	LURBAN	N	25540	1.2501	0				.	1	0	0	168	86	0	0	0.13429	0	0.02757	0.405	0.035	0	.	2878	1.57318	1.58608	2802.54	.	.	1.54183	1.55224	2816.12	.	.	1.1652	0	1	0.0398	0.0455	0.56741
070028	ST. VINCENT S MEDICAL CENTER	14860	14860	14860	7000	1	OURBAN	OURBAN	W	35644	1.2845	0				.	1	0.1753	0.2076	297	255	0.09127	0.06033	0.1824	0.04606	0.03763	0.328	0.026	0	.	6202	1.54823	1.56142	6112.53	1.57508	2701.73	1.55851	1.57047	6124.65	1.58416	2707.06	1.1870	0	1	0.0573	0.0586	0.46981
070029	BRISTOL HOSPITAL  INC.	25540	25540	25540	7010	1	LURBAN	LURBAN	N	25540	1.2501	0				.	1	0	0	110	73	0	0	0.12807	0	0.02627	0.335	0.022	0	.	2768	1.33556	1.34258	2710.44	.	.	1.33383	1.34001	2718.67	.	.	1.1652	0	1	0.0113	0.0069	0.57547
070031	THE GRIFFIN HOSPITAL	35300	35300	35300	7040	1	OURBAN	OURBAN	W	35004	1.2501	0				.	1	0.2654	0.3428	103	80	0.13503	0.10157	0.12035	0	0.02467	0.326	0.018	0	.	2501	1.33058	1.34343	2436.39	1.365	831.68	1.30231	1.31124	2449.36	1.33385	836.62	1.1652	0	1	0.0284	0.0124	0.49511
070033	DANBURY HOSPITAL	14860	14860	14860	7000	1	OURBAN	OURBAN	W	35644	1.2845	0				.	1	0.236	0.2718	285	210	0.12096	0.07972	0.13256	0	0.02721	0.485	0.021	0	.	7623	1.46386	1.47324	7494.6	1.57501	406.47	1.47125	1.47875	7515.23	1.58082	406.89	1.1870	0	1	0.0661	0.0176	0.51386
070034	NORWALK HOSPITAL	14860	14860	14860	7000	1	OURBAN	OURBAN	W	35644	1.2845	0				.	1	0.2069	0.3056	259	168	0.10684	0.09007	0.14669	0	0.03015	0.415	0.028	0	.	4323	1.54665	1.55425	4223.92	1.45134	418.15	1.5534	1.55944	4236.65	1.46707	419.11	1.1870	0	1	0.1017	0.0742	0.52225
070035	THE HOSPITAL OF CENTRAL CONNECTICUT	25540	25540	25540	7010	1	LURBAN	LURBAN	N	25540	1.2501	0				.	1	0.1466	0.2157	312	212	0.07691	0.06276	0.18962	0.05075	0.03914	0.328	0.026	0	.	7140	1.39054	1.40187	6960.38	1.39596	1360.78	1.39205	1.40226	6981.6	1.39507	1363.6	1.1652	0	1	0.022	0.0222	0.51315
070036	JOHN DEMPSEY HOSPITAL	25540	25540	25540	7010	1	LURBAN	LURBAN	W	35300	1.2501	0				.	1	1.073	1.403	168	128	0.46366	0.48576	0.32242	0.15815	0.06747	0.542	0.023	7	.	3028	1.74018	1.75581	2907.61	1.62697	424.18	1.71117	1.71961	2933.07	1.58779	428.17	1.1652	0	1	0.077	0.0384	0.32243
070038	CONNECTICUT HOSPICE  INC	35300	35300	35300	7040	1	OURBAN	OURBAN	W	35004	1.2501	0				.	1	0	0	8	8	0	0	0.2762	0.12	0	0.998	0.052	0	.	5	0.9382	0.9382	5	.	.	0.96646	0.96646	5	.	.	1.1652	0	1	0.4113	0.237	0.03201
070039	MASONICARE HEALTH CENTER	35300	35300	35300	7040	1	OURBAN	OURBAN	W	35004	1.2501	0				.	1	0	0	13	10	0	0	0	0	0	0.916	0.031	0	.	611	1.07267	1.09382	574.99	.	.	0.99556	1.0097	583.53	.	.	1.1652	0	1	0	0	0.54707
070040	HEBREW HOME & HOSPITAL	25540	25540	25540	7010	1	LURBAN	LURBAN	N	25540	1.2501	0				.	1	0	0	23	6	0	0	0.90392	0.12	0	0.951	0.064	0	.	233	1.06718	1.07204	227.57	.	.	1.04265	1.04734	228.33	.	.	1.1652	0	1	0.0059	0.0049	0.66834
080001	CHRISTIANA CARE HEALTH SERVICES	48864	48864	48864	8010	3	OURBAN	OURBAN	N	48864	1.0767	0			YES	0.0044	1	0.2065	0.3042	1009	725	0.10664	0.08964	0.22308	0.07619	0.04621	0.518	0.042	0	.	20936	1.67536	1.69438	20589.95	1.67496	1271.27	1.66013	1.67591	20652.71	1.65623	1275.18	1.0519	0	1	0.0781	0.0832	0.50121
080003	ST. FRANCIS HOSPITAL  WILMINGTON  DE	48864	48864	48864	8010	3	OURBAN	OURBAN	N	48864	1.0767	0			YES	0.0044	1	0.0662	0.1266	172	90	0.03551	0.03637	0.2874	0.12925	0.05993	0.28	0.024	0	.	2623	1.51616	1.53527	2582.12	1.49019	206.08	1.49161	1.50315	2591.51	1.46673	206.6	1.0519	0	1	0.0063	0.0085	0.52912
080004	KENT GENERAL HOSPITAL	20100	20100	20100	8000	3	OURBAN	OURBAN	W	48864	1.0615	0				.	1	0	0	236	164	0	0	0.27426	0.11841	0.05711	0.439	0.028	0	.	7442	1.66575	1.67709	7317.5	.	.	1.63074	1.63939	7340.51	.	.	1.0417	0	1	0.061	0.0395	0.52275
080006	NANTICOKE MEMORIAL HOSPITAL	8	8	8	8020	3	RURAL	RURAL	W	20100	1.004	0				.	1	0	0	125	56	0	0	0.29901	0.13883	0	0.452	0.048	7	.	2249	1.5253	1.54186	2172.42	.	.	1.50564	1.52025	2183.69	.	.	1.0027	0	1	0.0548	0.1005	0.58482
080007	BEEBE MEDICAL CENTER	8	8	8	8020	3	RURAL	RURAL	W	36140	1.0723	0				.	1	0	0	136	101	0	0	0.14968	0	0	0.389	0.034	7	.	4937	1.7369	1.76321	4819.79	.	.	1.73268	1.75606	4839.2	.	.	1.0490	0	1	0.0841	0.0988	0.66094
090001	GEORGE WASHINGTON UNIV HOSPITAL	47894	47894	47894	9000	3	LURBAN	LURBAN	N	47894	1.0561	0			YES	0.0033	1	0.7189	1.0153	315	221	0.33116	0.33178	0.3408	0.17331	0.07145	0.264	0.018	0	.	3989	1.70019	1.71567	3937.02	1.64057	197.1	1.69896	1.71333	3944.41	1.63425	197.18	1.0381	0	1	0.074	0.0546	0.29674
090003	HOWARD UNIVERSITY HOSPITAL	47894	47894	47894	9000	3	LURBAN	LURBAN	N	47894	1.0561	0			YES	0.0033	1	0.7048	1.0518	266	172	0.32557	0.34557	0.80248	0.5542	0.17645	0.422	0.026	0	.	2819	1.30707	1.31655	2798.81	1.25745	241	1.30491	1.31359	2800.24	1.26384	241	1.0381	0	1	0.247	0.1796	0.27362
090004	GEORGETOWN UNIVERSITY HOSPITAL	47894	47894	47894	9000	3	LURBAN	LURBAN	N	47894	1.0561	0			YES	0.0033	1	0.6897	0.8304	371	296	0.31954	0.26407	0.23729	0.08791	0.04922	0.307	0.024	0	.	4024	2.06029	2.06769	3979.67	2.23928	162.72	2.0549	2.06038	3986.51	2.20648	163.04	1.0381	0	1	0.2172	0.2183	0.31873
090005	SIBLEY MEMORIAL HOSPITAL	47894	47894	47894	9000	3	LURBAN	LURBAN	N	47894	1.0561	0			YES	0.0033	1	0.0159	0.0243	201	137	0.00865	0.00688	0.03738	0	0.0076	0.432	0.031	0	.	3916	1.38368	1.38878	3890.47	.	.	1.39615	1.40081	3893.28	.	.	1.0381	0	1	0.0582	0.047	0.4849
090006	PROVIDENCE HOSPITAL	47894	47894	47894	9000	3	LURBAN	LURBAN	N	47894	1.0561	0			YES	0.0033	1	0.176	0.2355	256	187	0.09161	0.06872	0.45527	0.26775	0.09658	0.382	0.023	0	.	4795	1.42269	1.43276	4751.24	1.13456	285.82	1.42099	1.42958	4758.77	1.13019	286.02	1.0381	0	1	0.0471	0.0293	0.48302
090008	CAPITOL MEDICAL CENTER LLC	47894	47894	47894	9000	3	LURBAN	LURBAN	N	47894	1.0561	0			YES	0.0033	1	0	0	166	147	0	0	0.40418	0.2256	0.08529	0.286	0.005	0	.	1470	1.49055	1.59788	1436.68	.	.	1.4996	1.60187	1438.58	.	.	1.0381	0	1	0.0257	0.0009	0.38371
090011	WASHINGTON HOSPITAL CENTER	47894	47894	47894	9000	3	LURBAN	LURBAN	N	47894	1.0561	0			YES	0.0033	1	0.3255	0.3922	761	626	0.1632	0.11704	0.33405	0.16774	0.06999	0.28	0.016	0	.	13913	2.13079	2.16514	13748.57	2.0674	434.46	2.1322	2.16414	13766.85	2.06129	434.7	1.0381	0	1	0.0812	0.0415	0.40819
100001	SHANDS JACKSONVILLE	27260	27260	27260	10150	3	LURBAN	LURBAN	N	27260	0.8872	0				.	1	0.4629	0.7043	566	365	0.22487	0.21988	0.52716	0.32706	0.11266	0.2	0.015	0	.	6467	1.60017	1.62256	6343.71	1.64262	3026.66	1.58392	1.60383	6361.35	1.61457	3037.58	0.9213	0	1	0.0118	0.0137	0.24742
100002	BETHESDA MEMORIAL HOSPITAL	48424	48424	48424	10490	3	LURBAN	LURBAN	W	22744	1.0331	0				.	1	0	0	373	236	0	0	0.31879	0.15515	0.06668	0.166	0.017	0	.	6434	1.53858	1.55114	6341.64	.	.	1.54338	1.55357	6355.81	.	.	1.0226	0	1	0.0127	0.0237	0.39695
100006	ORLANDO REGIONAL	36740	36740	36740	10470	3	LURBAN	LURBAN	N	36740	0.9164	0				.	1	0.1058	0.12696	1218	1015	0.05612	0.03648	0.35912	0.18842	0.07543	0.225	0.025	0	.	16974	1.66552	1.68908	16787.8	1.56117	6970.86	1.67283	1.69353	16815.29	1.55971	6981.12	0.9420	0	1	0.09	0.1779	0.254
