Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),Section 505 wage adjustment,Section 505 eligible,Section 401 hosptial,Post Reclass Wage Index,COLA,RESBED,SSA COUNTY CODE,HSP Rate,RDAY,BEDS,ADC,OPCCR,CPCCR,DSHPCT,POST RECLASS Labor Market Area,Puerto Rico Specific Post Reclass wage index,PROVIDER TYPE,LUGAR,RECLASS,BILLS,CASETA24,TACMIV24,CMIV24,CASETA25,TACMIV25,CMIV25,REGION,URGEO,URSPA,TCHOP,TCHCP,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,COLACP,DSHOPG,DSHCPG,OUT08F,COUT08F,MCR_PCT
110002,UPSON REGIONAL MEDICAL CENTER,11,11,11,0,,,0.9813,1,0,11920,4045.64,0,115,49,0.439,0.038,0.36937,12060,0,17,,W,1931,1875.62,1.32156,1.35696,1886.75,1.31589,1.34767,3,RURAL,RURAL,0,0,0.9872,0,1,0.19688,0,0.01627,0.01895,0.58727
110003,SATILLA REGIONAL MEDICAL CENTER,11,11,11,0,,,0.7861,1,0.0074,11940,3703.43,0.0169,157,85,0.352,0.045,0.32952,11,0,17,,N,3826,3710.73,1.30094,1.31171,3727.14,1.31444,1.32341,3,RURAL,RURAL,0.00404,0.00478,0.8481,0,1,0.164,0,0.02424,0.05929,0.59086
110004,HUTCHESON MEDICAL CENTER,16860,16860,16860,0,,,0.8963,1,0,11200,. ,0,156,89,0.391,0.028,0.31515,16860,0,0,,N,2801,2747.96,1.36149,1.3732,2756.36,1.35088,1.36263,3,OURBAN,OURBAN,0,0,0.9278,0,1,0.15215,0.0659,0.01873,0.0131,0.5632
110005,NORTHSIDE HOSPITAL FORSYTH,12060,12060,12060,0,,,0.9813,1,0,11461,. ,0,78,49,0.271,0.032,0.07818,12060,0,0,,N,2835,2732.1,1.22563,1.23743,2735.92,1.23199,1.24615,3,LURBAN,LURBAN,0,0,0.9872,0,1,0,0,0.02785,0.0456,0.57877
110006,ST MARY'S HOSPITAL OF ATHENS,12020,12020,12020,0,,,0.9997,1,0,11260,. ,0,150,77,0.365,0.029,0.29222,12020,0,0,,N,2750,2691.74,1.53121,1.53755,2689.3,1.52668,1.5342,3,OURBAN,OURBAN,0,0,0.9998,0,1,0.13323,0.06096,0.0187,0.01625,0.47373
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,10500,10500,10500,0,,,0.8667,1,0.0371,11390,. ,0.0534,379,268,0.381,0.033,0.4719,10500,0,0,,N,6679,6589.83,1.57078,1.58269,6604.66,1.57902,1.58743,3,OURBAN,OURBAN,0.02006,0.01518,0.9067,0,1,0.28147,0.10027,0.11568,0.13113,0.43491
110008,NORTHSIDE HOSPITAL CHEROKEE,12060,12060,12060,0,,,0.9813,1,0,11250,. ,0,84,29,0.3,0.023,0.28131,12060,0,0,,N,1586,1535.56,1.31684,1.3249,1537.91,1.34326,1.35141,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.12,0,0.04628,0.03944,0.43556
110010,EMORY UNIVERSITY HOSPITAL,12060,12060,12060,0,,,0.9813,1,0.5849,11370,. ,0.7098,419,361,0.393,0.031,0.22921,12060,0,0,,N,9031,8920.23,2.17907,2.21682,8933.08,2.1904,2.22227,3,LURBAN,LURBAN,0.2768,0.22178,0.9872,0,1,0.08125,0.04751,0.12092,0.10457,0.43202
110011,TANNER MEDICAL CENTER - CARROLLTON,12060,12060,12060,0,,,0.9813,1,0,11190,. ,0,165,77,0.343,0.032,0.26796,12060,0,0,,N,3534,3448.96,1.2253,1.23503,3452.1,1.24492,1.25243,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.11322,0.05576,0.0325,0.03783,0.59106
110015,TANNER MEDICAL CENTER VILLA RICA,12060,12060,12060,0,,,0.9813,1,0,11190,. ,0,40,21,0.338,0.06,0.35996,12060,0,0,,N,889,874.61,1.08187,1.088,876.42,1.0908,1.09618,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.12,0,0.04526,0.15361,0.4996
110016,WEST GEORGIA MEDICAL CENTER,11,11,11,0,,,0.8588,1,0,11910,. ,0,276,113,0.554,0.043,0.29822,17980,0,7,,W,3320,3262.65,1.2483,1.25986,3267.23,1.25802,1.26753,3,RURAL,RURAL,0,0,0.9010,0,1,0.13818,0,0.0157,0.01472,0.56213
110018,NEWTON MEDICAL CENTER,12060,12060,12060,0,,,0.9813,1,0,11790,. ,0,90,52,0.348,0.037,0.26888,12060,0,0,,N,2963,2910.3,1.16909,1.17532,2913.43,1.17118,1.17782,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.11398,0,0.00129,0.00345,0.56345
110020,,12060,12060,12060,0,,,0.9813,1,0,11320,. ,0,155,69,0.316,0.025,0.26607,12060,0,0,,N,2660,2604.07,1.31154,1.322,2613.45,1.31916,1.32766,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.11166,0.05536,0.01427,0.01214,0.52528
110023,GORDON HOSPITAL,11,11,11,0,,,0.9813,1,0,11500,. ,0,65,39,0.244,0.028,0.29077,12060,0,7,,W,1683,1639.87,1.31322,1.31953,1652.53,1.26461,1.27111,3,RURAL,RURAL,0,0,0.9872,0,1,0.13204,0,0.0345,0.06199,0.54997
110024,CANDLER HOSPITAL,42340,42340,42340,0,,,0.8891,1,0,11220,. ,0,219,169,0.262,0.024,0.32415,42340,0,0,,N,4909,4820.15,1.46927,1.50076,4836.13,1.48126,1.50767,3,OURBAN,OURBAN,0,0,0.9227,0,1,0.15957,0.06784,0.0501,0.06081,0.53742
110025,SOUTHEAST GEORGIA REGIONAL MEDICAL CENTER,15260,15260,15260,0,,,0.9765,1,0,11490,6095.08,0,284,136,0.346,0.036,0.27221,15260,0,17,,N,4065,4014.8,1.47898,1.48742,4025.51,1.48242,1.48823,3,OURBAN,OURBAN,0,0,0.9838,0,1,0.11672,0.05667,0.08075,0.11471,0.55555
110026,ELBERT MEMORIAL HOSPITAL,11,11,11,0,,,0.7861,1,0,11430,. ,0,52,20,0.418,0.02,0.26676,11,0,0,,N,849,823.38,1.10661,1.11486,828.29,1.07372,1.08134,3,RURAL,RURAL,0,0,0.8481,0,1,0.11223,0,0.01612,0.00538,0.60484
110027,COBB MEMORIAL HOSPITAL,11,11,11,0,,,0.7861,1,0,11462,. ,0,71,23,0.521,0.054,0.43966,11,0,0,,N,875,857.32,1.09962,1.10438,859.1,1.07592,1.08035,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.0016,0.0032,0.61069
110028,UNIVERSITY HOSPITAL,12260,12260,12260,0,,,0.9599,1,0,11840,. ,0,493,318,0.319,0.02,0.27944,12260,0,0,,N,10170,10091.38,1.77808,1.78859,10103.4,1.7982,1.80703,3,OURBAN,OURBAN,0,0,0.9724,0,1,0.12269,0.05822,0.06586,0.03571,0.58665
110029,NORTHEAST GEORGIA MEDICAL CENTER,23580,23580,23580,0,,,0.9813,1,0,11550,. ,0,385,246,0.343,0.032,0.2767,12060,0,7,,W,8627,8490.5,1.80186,1.82376,8488,1.81378,1.83128,3,OURBAN,OURBAN,0,0,0.9872,0,1,0.12043,0.05763,0.05107,0.06319,0.50409
110030,CARTERSVILLE MEDICAL CENTER,12060,12060,12060,0,,,0.9813,1,0,11060,. ,0,87,55,0.211,0.029,0.27122,12060,0,0,,N,2656,2601.14,1.32438,1.32906,2603.71,1.3436,1.34819,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.11591,0,0.01955,0.04558,0.48939
110031,SPALDING REGIONAL MEDICAL CENTER,12060,12060,12060,0,,,0.9813,1,0,11860,. ,0,160,97,0.187,0.017,0.33442,12060,0,0,,N,3870,3819.96,1.29074,1.30315,3825.75,1.30391,1.31493,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.16805,0.07007,0.01859,0.02221,0.56278
110032,STEPHENS COUNTY HOSPITAL,11,11,11,0,,,0.7861,1,0,11861,4300.55,0,92,37,0.431,0.032,0.27246,11,0,16,,N,1809,1775.44,1.19781,1.20065,1778.18,1.181,1.18472,3,RURAL,RURAL,0,0,0.8481,0,1,0.11693,0,0.0309,0.02668,0.63666
110033,NORTHLAKE MEDICAL CENTER,12060,12060,12060,0,,,0.9813,1,0.0736,11370,. ,0.2222,95,31,0.324,0.026,0.21712,12060,0,0,,N,1070,1039.4,1.46222,1.49151,1041.23,1.50445,1.53038,3,LURBAN,LURBAN,0.03939,0.06471,0.9872,0,1,0.07127,0,0.06593,0.05778,0.52716
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,12260,12260,12260,0,,,0.9599,1,0.677,11840,. ,1.0213,457,280,0.424,0.023,0.52936,12260,0,0,,N,4642,4592.23,1.725,1.74588,4595.73,1.75905,1.77497,3,OURBAN,OURBAN,0.31445,0.33404,0.9724,0,1,0.32887,0.11315,0.06113,0.02042,0.25003
110035,WELLSTAR KENNESTONE HOSPITAL,12060,12060,12060,0,,,0.9813,1,0,11290,. ,0,463,368,0.396,0.02,0.21912,12060,0,0,,N,10198,10134.78,1.7371,1.74322,10139.72,1.76303,1.76744,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.07292,0.04537,0.11146,0.03485,0.46547
110036,"MEMORIAL HEALTH UNIV MED CEN, INC",42340,42340,42340,0,,,0.8891,1,0.2439,11220,. ,0.2892,370,307,0.308,0.027,0.39268,42340,0,0,,N,7183,7053.59,1.80941,1.8347,7062.48,1.82765,1.8473,3,OURBAN,OURBAN,0.12476,0.08503,0.9227,0,1,0.21611,0.08276,0.03739,0.04648,0.34322
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,11,11,11,0,,,0.8454,1,0,11890,. ,0,204,112,0.381,0.026,0.34555,45220,0,7,,W,4310,4248.79,1.52045,1.52941,4261.84,1.53528,1.54214,3,RURAL,RURAL,0,0,0.8914,0,1,0.17723,0,0.04721,0.03471,0.57431
110039,ST JOSEPH'S HOSPITAL OF AUGUSTA,12260,12260,12260,0,,,0.9599,1,0,11840,. ,0,146,66,0.44,0.042,0.19604,12260,0,0,,N,1503,1482.82,1.36372,1.37928,1486.46,1.36835,1.37957,3,OURBAN,OURBAN,0,0,0.9724,0,1,0.05493,0.0405,0.05766,0.06927,0.47355
110040,BJC MEDICAL CENTER,11,11,12060,0,,,0.9813,1,0,11610,. ,0,72,14,0.37,0.019,0.20292,12060,0,0,LUGAR,L,812,794.34,1.08603,1.09072,796.76,1.08811,1.0925,3,RURAL,LURBAN,0,0,0.9872,0,1,0.05956,0,0.01531,0.00523,0.71681
110041,HABERSHAM COUNTY MEDICAL CTR,11,11,11,0,,,0.9813,1,0,11540,. ,0,53,23,0.402,0.033,0.29205,12060,0,0,,W,1148,1112.43,1.27947,1.28727,1116.65,1.2593,1.26639,3,RURAL,RURAL,0,0,0.9872,0,1,0.12,0,0.00461,0.00483,0.57357
110042,WELLSTAR PAULDING HOSPITAL,12060,12060,12060,0,,,0.9813,1,0,11810,. ,0,38,13,0.465,0.029,0.1797,12060,0,0,,N,607,582.53,1.06759,1.08023,584.66,1.05441,1.06313,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.04431,0,0.01094,0.00419,0.51144
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,42340,42340,42340,0,,,0.8891,1,0,11220,. ,0,186,132,0.278,0.027,0.15659,42340,0,0,,N,5424,5371.97,1.75076,1.75877,5381.14,1.73563,1.74278,3,OURBAN,OURBAN,0,0,0.9227,0,1,0.02928,0.03222,0.07009,0.08706,0.6613
110044,SUMTER REGIONAL HOSPITAL,11,11,11,0,,,0.7861,1,0,11870,. ,0,116,46,0.395,0.061,0.42342,11,0,0,,N,1454,1419.58,1.15635,1.16307,1428.06,1.16774,1.17625,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.06824,0.18483,0.48512
110045,BARROW REGIONAL MEDICAL CENTER,12060,12060,12060,0,,,0.9813,1,0,11050,. ,0,56,12,0.497,0.035,0.45826,12060,0,0,,N,617,602.66,1.05161,1.05606,602.79,1.0349,1.04054,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.12,0,0.01344,0.009,0.45663
110046,WALTON REGIONAL MEDICAL CENTER,12060,12060,12060,0,,,0.9813,1,0,11930,. ,0,77,22,0.34,0.023,0.30357,12060,0,0,,N,1676,1630.38,1.14196,1.16173,1638.44,1.10064,1.11668,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.12,0,0.00896,0.00534,0.6599
110050,MURRAY MEDICAL CENTER,19140,19140,19140,0,,,0.8583,1,0,11772,. ,0,37,12,0.272,0.027,0.19398,19140,0,0,,N,662,642.68,1.06242,1.07086,644.04,1.06,1.0669,3,OURBAN,OURBAN,0,0,0.9007,0,1,0.05359,0,0.00267,0.00387,0.65136
110051,UNION GENERAL HOSPITAL,11,11,11,0,,,0.7861,1,0,11913,3313.67,0,45,18,0.544,0.04,0.21315,11,0,16,,N,938,898.48,1.12666,1.13289,906.44,1.10544,1.11193,3,RURAL,RURAL,0,0,0.8481,0,1,0.068,0,0,0,0.68292
110054,FLOYD MEDICAL CENTER,40660,40660,40660,0,,,0.9813,1,0.1062,11460,. ,0.1931,213,110,0.276,0.027,0.44229,12060,0,7,,W,3538,3489.69,1.36491,1.38576,3489.84,1.37124,1.38924,3,OURBAN,OURBAN,0.05633,0.056,0.9872,0,1,0.25704,0.0937,0.04498,0.0614,0.4178
110059,HART COUNTY HOSPITAL,11,11,11,0,,,0.7861,1,0,11581,. ,0,82,15,0.516,0.034,0.17034,11,0,0,,N,899,875.8,1.14442,1.16033,879.42,1.0938,1.10727,3,RURAL,RURAL,0,0,0.8481,0,1,0.03822,0,0.00654,0.00442,0.68819
110064,"MEDICAL CENTER, THE",17980,17980,17980,0,,,0.902,1,0.091,11780,. ,0.1518,397,232,0.359,0.032,0.53057,17980,0,0,,N,3176,3122.87,1.5356,1.56263,3136.25,1.56769,1.58758,3,OURBAN,OURBAN,0.04847,0.04377,0.9318,0,1,0.32987,0.11342,0.04032,0.05031,0.2894
110069,HOUSTON MEDICAL CENTER,47580,47580,47580,0,,,0.9568,1,0,11600,. ,0,155,109,0.444,0.026,0.27828,31420,0,0,,W,4017,3964.38,1.3468,1.3495,3968.81,1.38391,1.38693,3,OURBAN,OURBAN,0,0,0.9702,0,1,0.12173,0.05797,0.03051,0.01223,0.47228
110071,APPLING HOSPITAL,11,11,11,0,,,0.7861,1,0,11000,. ,0,33,15,0.339,0.029,0.46705,11,0,0,,N,758,737.84,1.11004,1.13154,739.57,1.1234,1.13823,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.00328,0.00512,0.51671
110073,DORMINY MEDICAL CENTER,11,11,11,0,,,0.7861,1,0,11070,. ,0,75,25,0.448,0.029,0.3822,11,0,0,,N,1083,1046.36,1.0652,1.08092,1051.78,1.05176,1.06382,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.0205,0.01226,0.58376
110074,ATHENS REGIONAL MEDICAL CENTER,12020,12020,12020,0,,,0.9997,1,0,11260,. ,0,321,208,0.31,0.042,0.2816,12020,0,0,,N,7519,7426.13,1.5486,1.55418,7426.15,1.54408,1.55068,3,OURBAN,OURBAN,0,0,0.9998,0,1,0.12447,0.05868,0.03309,0.08147,0.52273
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,11,11,11,0,,,0.8891,1,0,11140,. ,0,150,82,0.192,0.026,0.48654,42340,0,7,,W,2563,2529.09,1.24671,1.25457,2532.08,1.27226,1.28017,3,RURAL,RURAL,0,0,0.9227,0,1,0.29355,0,0.00891,0.026,0.52419
110076,DEKALB MEDICAL CENTER,12060,12060,12060,0,,,0.9813,1,0,11370,. ,0,398,301,0.37,0.029,0.40293,12060,0,0,,N,5850,5773.88,1.47395,1.48288,5780.92,1.51394,1.52112,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.22457,0.08501,0.08056,0.07281,0.36853
110078,EMORY CRAWFORD LONG HOSPITAL,12060,12060,12060,0,,,0.9813,1,0.1613,11470,. ,0.2144,430,324,0.396,0.018,0.39822,12060,0,0,,N,8464,8367.88,1.98008,1.99858,8376.54,1.99885,2.01298,3,LURBAN,LURBAN,0.08429,0.06237,0.9872,0,1,0.22068,0.08398,0.07495,0.02193,0.42955
110079,GRADY MEMORIAL HOSPITAL,12060,12060,12060,0,,,0.9813,1,0.5974,11470,. ,0.9291,716,449,0.376,0.043,0.61398,12060,0,0,,N,5257,5215.01,1.42028,1.44216,5219.82,1.44511,1.46119,3,LURBAN,LURBAN,0.28199,0.29978,0.9872,0,1,0.35,0.1189,0.0606,0.11412,0.20974
110082,"SAINT JOSEPHS HOSPITAL OF ATLANTA, INC",12060,12060,12060,0,,,0.9813,1,0,11470,. ,0,346,296,0.28,0.02,0.06551,12060,0,0,,N,11368,11259.96,1.9267,1.93126,11276.94,1.9118,1.91393,3,LURBAN,LURBAN,0,0,0.9872,0,1,0,0.01335,0.03614,0.02236,0.5649
110083,PIEDMONT HOSPITAL,12060,12060,12060,0,,,0.9813,1,0.0114,11470,. ,0.0139,447,363,0.354,0.024,0.08697,12060,0,0,,N,8438,8367.95,1.87575,1.88253,8374.4,1.90065,1.90629,3,LURBAN,LURBAN,0.00621,0.00393,0.9872,0,1,0,0.01777,0.11616,0.06956,0.38629
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,11,11,11,0,,,0.7861,1,0,11950,4385.49,0,56,23,0.404,0.042,0.39737,11,0,16,,N,874,851.84,1.30977,1.31897,859.68,1.25892,1.26378,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.02083,0.0339,0.5779
110087,GWINNETT MEDICAL CENTER,12060,12060,12060,0,,,0.9813,1,0,11530,. ,0,284,247,0.378,0.024,0.27331,12060,0,0,,N,6576,6446.58,1.47378,1.48291,6461.59,1.4974,1.50531,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.11763,0.05691,0.05751,0.04803,0.40124
110089,COFFEE REGIONAL MEDICAL CENTER,11,11,11,0,,,0.7861,1,0,11291,4749.94,0,88,52,0.386,0.061,0.42394,11,0,16,,N,2671,2600.98,1.1316,1.13953,2606.39,1.13287,1.14045,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.00835,0.0258,0.53551
110091,"ROCKDALE MEDICAL CENTER, INC",12060,12060,12060,0,,,0.9813,1,0,11841,. ,0,107,87,0.42,0.026,0.33631,12060,0,0,,N,2949,2891.76,1.30232,1.30981,2902.75,1.30169,1.30772,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.16961,0.07048,0.01845,0.00881,0.47902
110092,DODGE COUNTY HOSPITAL,11,11,11,0,,,0.7861,1,0,11380,. ,0,71,30,0.524,0.045,0.4733,11,0,0,,N,1149,1113.24,1.08112,1.09317,1119.89,1.07185,1.08119,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.00618,0.00663,0.55115
110095,TIFT REGIONAL MEDICAL CENTER,11,11,11,0,,,0.8667,1,0,11900,. ,0,161,86,0.361,0.029,0.40852,10500,0,7,,W,3252,3211.93,1.44617,1.45863,3217.36,1.44073,1.45096,3,RURAL,RURAL,0,0,0.9067,0,1,0.22918,0,0.02339,0.02645,0.44645
110100,JEFFERSON HOSPITAL,11,11,11,0.079,YES,,0.8651,1,0,11620,3001.4,0,37,8,0.479,0.025,0.25539,11,0,16,,N,670,646.77,0.97241,0.98171,648.48,0.95331,0.96319,3,RURAL,RURAL,0,0,0.9055,0,1,0.10285,0,0,0,0.5869
110101,MEMORIAL HOSPITAL OF ADEL INC,11,11,11,0.0067,YES,,0.7928,1,0,11311,. ,0,60,15,0.372,0.027,0.45485,11,0,0,,N,562,551.74,1.00644,1.01303,554.25,0.96256,0.96778,3,RURAL,RURAL,0,0,0.8530,0,1,0.12,0,0,0,0.34697
110104,CRISP REGIONAL HOSPITAL,11,11,11,0,,,0.7861,1,0,11340,3386.98,0,65,39,0.423,0.019,0.47474,11,0,16,,N,1739,1700.97,1.08082,1.09126,1705.56,1.08616,1.09512,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.00347,0.00086,0.54311
110105,COLQUITT REGIONAL MEDICAL CENTER,11,11,11,0,,,0.7861,1,0,11300,4952.7,0,76,45,0.443,0.051,0.42613,11,0,16,,N,1548,1512.01,1.33322,1.33938,1516.68,1.32267,1.32815,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.03127,0.05278,0.5277
110107,MEDICAL CENTER OF CENTRAL GEORGIA,31420,31420,31420,0,,,0.9749,1,0.1645,11090,. ,0.2013,534,413,0.376,0.021,0.39035,31420,0,0,,N,11592,11424.13,1.91689,1.93904,11453.98,1.91327,1.93103,3,OURBAN,OURBAN,0.08589,0.05845,0.9827,0,1,0.21419,0.08225,0.08055,0.03317,0.46074
110109,EMANUEL MEDICAL CENTER,11,11,11,0,,,0.7861,1,0,11440,4108,0,42,23,0.404,0.041,0.39695,11,0,16,,N,1102,1078.05,1.0179,1.02402,1081.96,1.00859,1.01426,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.00346,0.00802,0.55053
110111,MCDUFFIE REGIONAL MEDICAL CENTER,12260,12260,12260,0,,,0.9599,1,0,11702,. ,0,35,16,0.518,0.037,0.24153,12260,0,0,,N,842,810.84,1.14795,1.16077,814,1.14351,1.15478,3,OURBAN,OURBAN,0,0,0.9724,0,1,0.09141,0,0.00917,0.0064,0.71325
110112,BERRIEN COUNTY HOSPITAL,11,11,11,0,,,0.7861,1,0,11080,4351.42,0,47,8,0.372,0.027,0.25354,11,0,14,,N,408,400.75,0.91332,0.92059,402.79,0.90413,0.91001,3,RURAL,RURAL,0,0,0.8481,0,1,0.10132,0,0,0,0.57211
110113,BURKE MEDICAL CENTER,12260,12260,12260,0,,,0.9599,1,0,11150,. ,0,40,17,0.564,0.018,0.54171,12260,0,0,,N,757,734.05,0.95432,0.96931,739.55,0.92197,0.93751,3,OURBAN,OURBAN,0,0,0.9724,0,1,0.12,0,0,0,0.5018
110115,ATLANTA MEDICAL CENTER,12060,12060,12060,0,,,0.9813,1,0.2237,11470,. ,0.4286,348,166,0.202,0.012,0.58123,12060,0,0,,N,2464,2429.79,1.68506,1.71035,2432.31,1.73923,1.7581,3,LURBAN,LURBAN,0.11502,0.12857,0.9872,0,1,0.37166,0.12491,0.14452,0.07805,0.31633
110121,GRADY GENERAL HOSPITAL,11,11,11,0,,,0.8454,1,0,11510,. ,0,46,14,0.399,0.027,0.36386,45220,0,0,,W,545,535.6,1.05758,1.0601,536.47,1.01624,1.01893,3,RURAL,RURAL,0,0,0.8914,0,1,0.12,0,0,0,0.53352
110122,SOUTH GEORGIA MEDICAL CENTER,46660,46660,46660,0,,,0.8454,1,0,11700,. ,0,263,160,0.421,0.034,0.39802,45220,0,7,,W,4944,4894.97,1.52822,1.53899,4902.04,1.54188,1.55112,3,OURBAN,OURBAN,0,0,0.8914,0,1,0.22052,0.08394,0.0545,0.05412,0.55065
110124,WAYNE MEMORIAL HOSPITAL,11,11,11,0,,,0.7861,1,0,11960,5855.46,0,115,38,0.4,0.042,0.35391,11,0,16,,N,1618,1592.49,1.04896,1.05583,1599.04,1.04513,1.04999,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.02835,0.04738,0.58721
110125,FAIRVIEW PARK HOSPITAL,11,11,11,0,,,0.9568,1,0,11660,. ,0,173,71,0.246,0.027,0.4544,31420,0,0,,W,2725,2671.16,1.29095,1.29589,2676.12,1.27315,1.27958,3,RURAL,RURAL,0,0,0.9702,0,1,0.12,0,0.00694,0.01447,0.51667
110128,MEADOWS REGIONAL MEDICAL CENTER INC,11,11,11,0,,,0.8891,1,0,11901,3505.52,0,87,33,0.328,0.033,0.42159,42340,0,16,,W,1644,1585.78,1.24548,1.2623,1589.62,1.24349,1.25799,3,RURAL,RURAL,0,0,0.9227,0,1,0.12,0,0.00429,0.00754,0.6101
110129,"ST FRANCIS HOSPITAL, INC",17980,17980,17980,0,,,0.902,1,0,11780,. ,0,236,136,0.351,0.039,0.1375,17980,0,0,,N,5967,5882.22,1.54945,1.56375,5895.24,1.5422,1.55237,3,OURBAN,OURBAN,0,0,0.9318,0,1,0,0.02824,0.03868,0.06255,0.67881
110130,IRWIN COUNTY HOSPITAL,11,11,11,0,,,0.7861,1,0,11601,. ,0,34,13,0.513,0.054,0.81592,11,0,0,,N,292,284.46,0.93832,0.94672,285.36,0.92234,0.92843,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0,0,0.21755
110132,MEMORIAL HOSPITAL AND MANOR,11,11,11,0,,,0.7861,1,0,11360,. ,0,80,31,0.463,0.03,0.34343,11,0,0,,N,1197,1185.14,0.996,0.99884,1186.21,0.9875,0.98912,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.02344,0.0163,0.55474
110135,TAYLOR REGIONAL HOSPITAL,11,11,11,0,,,0.7861,1,0,11831,. ,0,55,26,0.465,0.022,0.31962,11,0,0,,N,1079,1058.95,1.28895,1.29667,1064.67,1.25461,1.26046,3,RURAL,RURAL,0,0,0.8481,0,1,0.12,0,0.00136,0,0.53881
110142,EVANS MEMORIAL HOSPITAL,11,11,11,0.0185,YES,,0.8046,1,0,11441,. ,0,49,13,0.368,0.035,0.38357,11,0,0,,N,707,685.03,0.94232,0.95364,688.04,0.92715,0.93777,3,RURAL,RURAL,0,0,0.8617,0,1,0.12,0,0.00025,0.00068,0.56286
110143,WELLSTAR COBB HOSPITAL,12060,12060,12060,0,,,0.9813,1,0,11290,. ,0,319,212,0.35,0.024,0.35089,12060,0,0,,N,5525,5462.4,1.41241,1.41918,5469.24,1.44441,1.45083,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.18163,0.07364,0.0616,0.04232,0.43748
110146,SOUTHEAST GEORGIA HEALTH SYSTEM-CAMDEN CAMPUS,11,11,11,0,,,0.9089,1,0,11170,5088.16,0,40,15,0.437,0.053,0.30712,27260,0,16,,W,554,537.82,1.07099,1.07626,538.91,1.04621,1.05175,3,RURAL,RURAL,0,0,0.9367,0,1,0.12,0,0.01919,0.04398,0.37606
110150,OCONEE REGIONAL MEDICAL CENTER,11,11,11,0,,,0.9813,1,0,11030,. ,0,102,56,0.411,0.049,0.33684,12060,0,7,,W,1918,1874.85,1.30147,1.32049,1871.19,1.34789,1.36954,3,RURAL,RURAL,0,0,0.9872,0,1,0.17004,0,0.01579,0.03232,0.5433
110153,PERRY HOSPITAL,47580,47580,47580,0,,,0.9568,1,0,11600,. ,0,39,19,0.581,0.043,0.1913,31420,0,0,,W,1004,974.1,1.12806,1.13296,975.67,1.12547,1.13067,3,OURBAN,OURBAN,0,0,0.9702,0,1,0.05185,0,0.01444,0.00996,0.56512
110161,NORTHSIDE HOSPITAL,12060,12060,12060,0,,,0.9813,1,0,11470,. ,0,444,334,0.326,0.029,0.235,12060,0,0,,N,2700,2652.99,1.51391,1.51929,2657.39,1.54183,1.54531,3,LURBAN,LURBAN,0,0,0.9872,0,1,0.08602,0.04874,0.1758,0.18333,0.13794
110163,PALMYRA MEDICAL CENTERS,10500,10500,10500,0,,,0.8667,1,0,11390,. ,0,168,46,0.313,0.035,0.26981,10500,0,0,,N,2050,2025.12,1.46373,1.46847,2025.06,1.48176,1.487,3,OURBAN,OURBAN,0,0,0.9067,0,1,0.11474,0.05616,0.04787,0.08112,0.67387
110164,COLISEUM MEDICAL CENTER,31420,31420,31420,0,,,0.9749,1,0,11090,. ,0,185,94,0.257,0.022,0.28906,31420,0,0,,N,3874,3827.88,1.61726,1.63596,3834.34,1.63683,1.65054,3,OURBAN,OURBAN,0,0,0.9827,0,1,0.13062,0.06028,0.04106,0.04179,0.59678
