Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),SSA COUNTY CODE,REGION,URGEO,URSPA,RECLASS,Post Reclass Labor Market Area,Post Reclass Wage Index,Puerto Rico Specific Post Reclass wage index,LUGAR,Section 401 hospital,Section 505 eligible,Section 505 wage adjustment,Cost of Living Adjustment,Resident to Bed Ratio,RDAY,BEDS,Average Daily Census,TCHOP,TCHCP,DSHPCT,DSHOPG,DSHCPG,Operating CCR,Capital CCR,Provider Type,HSP Rate,BILLS,CASETA25,TACMIV25,CMIV25,CASETA26,TACMIV26,CMIV26,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,Cost of Living Adjustment-Capital,OUT09F,COUT09F,MCR_PCT
110071,APPLING HOSPITAL,11,11,11,11000,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,33,21,0,0,0.43626,0.12,0,0.304,0.027,0,.,787,764.85,1.11439,1.1246,765.26,1.10848,1.119,0.8446,0.0000,1,0.0135,0.0199,0.4828
110073,DORMINY MEDICAL CENTER,11,11,11,11070,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,75,19,0,0,0.27909,0.12,0,0.466,0.034,0,.,971,947.29,1.01006,1.01857,948.48,0.98817,0.9978,0.8446,0.0000,1,0.0425,0.0383,0.5876
110074,ATHENS REGIONAL MEDICAL CENTER,12020,12020,12020,11260,3,OURBAN,OURBAN,N,12020,0.9118,0,,,.,,1,0,0,321,212,0,0,0.33546,0.1689,0.07029,0.309,0.036,0,.,7477,7376.1,1.49149,1.49909,7379.3,1.49564,1.5043,0.9387,0.0000,1,0.0422,0.0905,0.536
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,11,11,11,11140,3,RURAL,RURAL,W,42340,0.8808,0,,,.,,1,0,0,150,72,0,0,0.46362,0.27464,0,0.193,0.02,7,.,2737,2701.36,1.3114,1.31824,2702.58,1.32321,1.33097,0.9168,0.0000,1,0.0105,0.0197,0.5283
110076,DEKALB MEDICAL CENTER,12060,12060,12060,11370,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0.0065,0.0109,446,262,0.00355,0.00154,0.40681,0.22777,0.08587,0.354,0.031,0,.,5855,5789.01,1.49793,1.50793,5791.42,1.52318,1.53362,0.9821,0.0000,1,0.0408,0.0535,0.3736
110078,EMORY CRAWFORD LONG HOSPITAL,12060,12060,12060,11470,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0.1619,0.2042,439,344,0.08459,0.02966,0.40265,0.22434,0.08495,0.376,0.017,0,.,7580,7492.91,1.96605,1.97582,7496.43,2.00165,2.0125,0.9821,0.0000,1,0.068,0.0221,0.4279
110079,GRADY MEMORIAL HOSPITAL,12060,12060,12060,11470,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0.5973,0.8849,719,476,0.28194,0.14183,0.59054,0.35,0.1189,0.373,0.035,0,.,4572,4521.51,1.56008,1.59067,4522.77,1.58548,1.61441,0.9821,0.0000,1,0.0552,0.0916,0.2156
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",12060,12060,12060,11470,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,396,310,0,0,0.05436,0,0.01107,0.299,0.023,0,.,10824,10700.54,1.92768,1.93451,10705.34,1.90475,1.91283,0.9821,0.0000,1,0.043,0.0367,0.5123
110083,PIEDMONT HOSPITAL,12060,12060,12060,11470,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0.0116,0.0152,443,354,0.00632,0.00215,0.09718,0,0.01987,0.323,0.022,0,.,7981,7918.47,1.96629,1.9758,7920.92,1.98346,1.99343,0.9821,0.0000,1,0.1293,0.0888,0.3838
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,11,11,11,11950,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,56,23,0,0,0.37955,0.12,0,0.409,0.041,16,4537.89,747,729.56,1.19917,1.20803,730.05,1.16639,1.17591,0.8446,0.0000,1,0.0031,0.0069,0.5193
110087,GWINNETT MEDICAL CENTER,12060,12060,12060,11530,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,299,270,0,0,0.29989,0.13956,0.06261,0.41,0.033,0,.,7049,6911.4,1.44585,1.45536,6916.23,1.46988,1.48018,0.9821,0.0000,1,0.0361,0.0355,0.4046
110089,COFFEE REGIONAL MEDICAL CENTER,11,11,11,11291,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,88,55,0,0,0.3706,0.12,0,0.375,0.066,16,4915.01,2502,2448.63,1.12401,1.13538,2450.43,1.12393,1.13607,0.8446,0.0000,1,0.0113,0.0545,0.5713
110091,"ROCKDALE MEDICAL CENTER, INC",12060,12060,12060,11841,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,131,92,0,0,0.34085,0.17335,0.07146,0.372,0.026,0,.,2891,2843.68,1.29483,1.30594,2845.07,1.30641,1.31899,0.9821,0.0000,1,0.0275,0.0213,0.4851
110092,DODGE COUNTY HOSPITAL,11,11,11,11380,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,71,24,0,0,0.4927,0.12,0,0.55,0.039,0,.,1147,1115.86,1.10352,1.11299,1116.82,1.09272,1.10288,0.8446,0.0000,1,0.0156,0.0131,0.5458
110095,TIFT REGIONAL MEDICAL CENTER,11,11,11,11900,3,RURAL,RURAL,W,10500,0.8401,0,,,.,,1,0,0,161,94,0,0,0.43824,0.2537,0,0.377,0.029,7,.,3600,3564.3,1.43972,1.45096,3565.5,1.42966,1.44139,0.8875,0.0000,1,0.0461,0.0555,0.4389
110100,JEFFERSON HOSPITAL,11,11,11,11620,3,RURAL,RURAL,N,11,0.8604,0,,,0.079,YES,1,0,0,37,11,0,0,0.27945,0.12,0,0.406,0.017,16,3105.7,697,680.05,0.93828,0.94482,680.49,0.90095,0.90805,0.9022,0.0000,1,0,0,0.5903
110101,MEMORIAL HOSPITAL OF ADEL INC,11,11,11,11311,3,RURAL,RURAL,N,11,0.7881,0,,,0.0067,YES,1,0,0,60,13,0,0,0.46704,0.12,0,0.362,0.026,0,.,657,641.16,0.93283,0.94669,641.54,0.9031,0.9181,0.8495,0.0000,1,0,0,0.3655
110104,CRISP REGIONAL HOSPITAL,11,11,11,11340,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,65,34,0,0,0.29917,0.12,0,0.436,0.024,16,3504.69,1365,1323.8,1.18605,1.19302,1324.85,1.17834,1.18696,0.8446,0.0000,1,0.006,0.0026,0.5829
110105,COLQUITT REGIONAL MEDICAL CENTER,11,11,11,11300,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,76,40,0,0,0.40319,0.12,0,0.464,0.051,16,5124.81,1651,1625.7,1.34468,1.35226,1626.48,1.33913,1.34793,0.8446,0.0000,1,0.0283,0.0552,0.5136
110107,MEDICAL CENTER OF CENTRAL GEORGIA,31420,31420,31420,11090,3,OURBAN,OURBAN,N,31420,0.9779,0,,,.,,1,0.1651,0.2168,534,407,0.08619,0.03155,0.3986,0.221,0.08406,0.357,0.02,0,.,11725,11606.26,1.94555,1.95839,11610.04,1.93257,1.94579,0.9848,0.0000,1,0.0733,0.037,0.4357
110109,EMANUEL MEDICAL CENTER,11,11,11,11440,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,51,23,0,0,0.38401,0.12,0,0.358,0.038,16,4250.76,1220,1191.96,1.00842,1.01912,1192.79,0.9903,1.00184,0.8446,0.0000,1,0.0009,0.0032,0.5745
110111,MCDUFFIE REGIONAL MEDICAL CENTER,12260,12260,12260,11702,3,OURBAN,OURBAN,N,12260,0.9571,0,,,.,,1,0,0,35,14,0,0,0.22662,0.07911,0,0.493,0.031,0,.,702,677.62,1.12943,1.13801,678.37,1.10823,1.11479,0.9704,0.0000,1,0.0015,0.0007,0.7239
110112,BERRIEN COUNTY HOSPITAL,11,11,11,11080,3,RURAL,RURAL,W,10500,0.8401,0,,,.,,1,0,0,47,10,0,0,0.25124,0.09942,0,0.44,0.044,14,4502.64,424,414.45,1.01794,1.0221,414.66,1.00797,1.01242,0.8875,0.0000,1,0,0,0.4454
110113,BURKE MEDICAL CENTER,12260,12260,12260,11150,3,OURBAN,OURBAN,N,12260,0.9571,0,,,.,,1,0,0,40,16,0,0,0.57643,0.12,0,0.567,0.016,0,.,675,661.92,0.93736,0.94239,662.06,0.89461,0.90051,0.9704,0.0000,1,0,0,0.4861
110115,ATLANTA MEDICAL CENTER,12060,12060,12060,11470,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0.2185,0.4051,344,184,0.11249,0.06055,0.55114,0.34684,0.11807,0.186,0.012,0,.,2592,2560.92,1.79027,1.81935,2561.08,1.81759,1.84557,0.9821,0.0000,1,0.1082,0.0823,0.279
110121,GRADY GENERAL HOSPITAL,11,11,11,11510,3,RURAL,RURAL,W,45220,0.8365,0,,,.,,1,0,0,46,12,0,0,0.35631,0.12,0,0.439,0.03,0,.,517,509.48,0.98864,0.98962,509.72,0.95353,0.95452,0.8849,0.0000,1,0.0026,0.002,0.5216
110122,SOUTH GEORGIA MEDICAL CENTER,46660,46660,46660,11700,3,OURBAN,OURBAN,W,45220,0.8365,0,,,.,,1,0,0,263,146,0,0,0.34463,0.17647,0.07228,0.41,0.032,7,.,4794,4753.48,1.53228,1.54084,4754.66,1.53501,1.54401,0.8849,0.0000,1,0.0654,0.0679,0.524
110124,WAYNE MEMORIAL HOSPITAL,11,11,11,11960,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,115,38,0,0,0.34579,0.12,0,0.405,0.042,16,6058.95,1572,1550.99,1.06322,1.06971,1551.29,1.02612,1.03263,0.8446,0.0000,1,0.0257,0.047,0.5685
110125,FAIRVIEW PARK HOSPITAL,11,11,11,11660,3,RURAL,RURAL,W,31420,0.9584,0,,,.,,1,0,0,175,64,0,0,0.45237,0.26536,0,0.233,0.025,7,.,2574,2530.94,1.23943,1.24406,2532.86,1.23207,1.23741,0.9713,0.0000,1,0.008,0.0156,0.5069
110128,MEADOWS REGIONAL MEDICAL CENTER INC,11,11,11,11901,3,RURAL,RURAL,W,42340,0.8808,0,,,.,,1,0,0,87,31,0,0,0.349,0.12,0,0.308,0.028,16,3627.34,1718,1659.12,1.26028,1.28054,1661.34,1.25404,1.2755,0.9168,0.0000,1,0.0092,0.0134,0.56
110129,"ST FRANCIS HOSPITAL, INC",17980,17980,17980,11780,3,OURBAN,OURBAN,N,17980,0.9028,0,,,.,,1,0,0,204,131,0,0,0.12215,0,0.02504,0.324,0.028,0,.,6711,6655.82,1.55438,1.56302,6657.97,1.54766,1.55643,0.9324,0.0000,1,0.0223,0.0255,0.7124
110130,IRWIN COUNTY HOSPITAL,11,11,11,11601,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,34,14,0,0,0.60837,0.12,0,0.439,0.039,0,.,262,257.63,0.90064,0.903,257.71,0.85675,0.86019,0.8446,0.0000,1,0,0,0.1954
110132,MEMORIAL HOSPITAL AND MANOR,11,11,11,11360,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,80,33,0,0,0.31424,0.12,0,0.443,0.03,0,.,1085,1073.4,1.02257,1.02477,1073.59,0.98935,0.99195,0.8446,0.0000,1,0.0252,0.0212,0.5423
110135,TAYLOR REGIONAL HOSPITAL,11,11,11,11831,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,55,24,0,0,0.30127,0.12,0,0.496,0.026,0,.,1007,987.22,1.22571,1.23003,987.87,1.19458,1.19912,0.8446,0.0000,1,0.0069,0.0037,0.5445
110142,EVANS MEMORIAL HOSPITAL,11,11,11,11441,3,RURAL,RURAL,N,11,0.7999,0,,,0.0185,YES,1,0,0,49,13,0,0,0.38392,0.12,0,0.397,0.04,0,.,772,747.51,0.95965,0.9688,748.23,0.928,0.93836,0.8582,0.0000,1,0,0,0.6474
110143,WELLSTAR COBB HOSPITAL,12060,12060,12060,11290,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,305,227,0,0,0.4039,0.22537,0.08523,0.335,0.023,0,.,5714,5643.24,1.4455,1.45388,5646.49,1.47166,1.48074,0.9821,0.0000,1,0.0526,0.0409,0.4264
110146,SOUTHEAST GEORGIA HEALTH SYSTEM-CAMDEN CAMPUS,11,11,11,11170,3,RURAL,RURAL,W,27260,0.9075,0,,,.,,1,0,0,40,17,0,0,0.30386,0.12,0,0.598,0.06,16,5264.98,503,487.24,1.06361,1.07525,487.48,1.02512,1.03892,0.9357,0.0000,1,0.0522,0.0804,0.3967
110150,OCONEE REGIONAL MEDICAL CENTER,11,11,11,11030,3,RURAL,RURAL,W,12060,0.9739,0,,,.,,1,0,0,100,50,0,0,0.29113,0.13233,0,0.399,0.044,7,.,2168,2121.72,1.31885,1.33365,2123.35,1.34011,1.35489,0.9821,0.0000,1,0.0172,0.0354,0.5277
110153,PERRY HOSPITAL,47580,47580,47580,11600,3,OURBAN,OURBAN,W,31420,0.9584,0,,,.,,1,0,0,39,23,0,0,0.209,0.06457,0,0.541,0.034,0,.,1135,1107.48,1.12634,1.13012,1108.31,1.13435,1.13956,0.9713,0.0000,1,0.0163,0.0075,0.5782
110161,NORTHSIDE HOSPITAL,12060,12060,12060,11470,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,435,324,0,0,0.2059,0.06202,0.04258,0.315,0.026,0,.,3022,2988.29,1.56511,1.56668,2989.34,1.58096,1.58307,0.9821,0.0000,1,0.1563,0.1605,0.1269
110163,PALMYRA MEDICAL CENTERS,10500,10500,10500,11390,3,OURBAN,OURBAN,N,10500,0.8737,0,,,.,,1,0,0,167,56,0,0,0.27956,0.12279,0.05824,0.282,0.031,0,.,1926,1906.85,1.45609,1.46485,1907.62,1.47604,1.48539,0.9117,0.0000,1,0.0309,0.0616,0.6406
110164,COLISEUM MEDICAL CENTER,31420,31420,31420,11090,3,OURBAN,OURBAN,N,31420,0.9779,0,,,.,,1,0,0,185,112,0,0,0.29636,0.13665,0.06185,0.242,0.022,0,.,4021,3980.55,1.70715,1.72027,3981.67,1.69811,1.71171,0.9848,0.0000,1,0.0292,0.0406,0.585
110165,SOUTHERN REGIONAL MEDICAL CENTER,12060,12060,12060,11280,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,257,181,0,0,0.42483,0.24263,0.08984,0.31,0.018,0,.,4722,4642.66,1.44245,1.4534,4645.31,1.45449,1.46592,0.9821,0.0000,1,0.0255,0.0136,0.3833
110168,REDMOND REGIONAL MEDICAL CENTER,40660,40660,40660,11460,3,OURBAN,OURBAN,W,12060,0.9739,0,,,.,,1,0,0,208,153,0,0,0.1428,0,0.02934,0.222,0.023,7,.,7250,7170.68,1.72885,1.73718,7173.46,1.70976,1.71886,0.9821,0.0000,1,0.0118,0.0214,0.6628
110172,EMORY DUNWOODY MEDICAL CENTER,12060,12060,12060,11370,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0.09,0.3787,134,24,0.04795,0.05639,0.48447,0.29184,0.10308,0.304,0.033,0,.,88,86.46,1.44313,1.44701,86.52,1.40191,1.40908,0.9821,0.0000,1,0.0223,0.0425,0.2395
110177,DOCTORS HOSPITAL,12260,12260,12260,11840,3,OURBAN,OURBAN,N,12260,0.9571,0,,,.,,1,0,0,219,151,0,0,0.3728,0.19971,0.07841,0.2,0.017,0,.,3160,3132.28,1.92419,1.94335,3133.2,1.96052,1.97903,0.9704,0.0000,1,0.15,0.1726,0.4315
110183,EMORY-ADVENTIST HOSPITAL,12060,12060,12060,11290,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,73,21,0,0,0.1326,0,0,0.362,0.029,0,.,797,782.68,1.30719,1.32047,783.33,1.31892,1.33284,0.9821,0.0000,1,0.0307,0.0296,0.5401
110184,WELLSTAR DOUGLAS HOSPITAL,12060,12060,12060,11400,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,98,63,0,0,0.22544,0.07814,0,0.329,0.03,0,.,2378,2332.3,1.3042,1.3095,2333.96,1.32957,1.33575,0.9821,0.0000,1,0.0194,0.0269,0.5208
110186,DOCTORS HOSPITAL,17980,17980,17980,11780,3,OURBAN,OURBAN,N,17980,0.9028,0,,,.,,1,0,0,171,72,0,0,0.32635,0.16139,0.06832,0.26,0.027,0,.,1611,1593.28,1.31724,1.32781,1593.9,1.33068,1.34188,0.9324,0.0000,1,0.0333,0.0597,0.5068
110187,CHESTATEE REGIONAL HOSPITAL,11,11,12060,11701,3,RURAL,LURBAN,L,12060,0.9739,0,LUGAR,,.,,1,0,0,49,17,0,0,0.29367,0.12,0,0.303,0.018,0,.,805,789.02,1.15805,1.16396,789.64,1.12826,1.13546,0.9821,0.0000,1,0.0052,0.0022,0.5665
110189,FANNIN REGIONAL HOSPITAL,11,11,11,11450,3,RURAL,RURAL,W,12060,0.9739,0,,,.,,1,0,0,46,22,0,0,0.29519,0.13568,0,0.249,0.023,14,3938.72,1275,1245.34,1.09001,1.0976,1246.5,1.0596,1.06811,0.9821,0.0000,1,0.0029,0.005,0.581
110190,FLINT RIVER HOSPITAL,11,11,11,11710,3,RURAL,RURAL,N,11,0.8055,0,,,0.0241,YES,1,0,0,49,11,0,0,0.36692,0.12,0,0.493,0.031,0,.,620,606.01,1.04423,1.05115,606.5,1.01716,1.02558,0.8623,0.0000,1,0.0032,0.0022,0.6107
110191,"HENRY MEDICAL CENTER, INC",12060,12060,12060,11591,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,173,127,0,0,0.26904,0.11411,0.05599,0.296,0.041,0,.,4123,4082.8,1.33691,1.34626,4084.24,1.3436,1.35402,0.9821,0.0000,1,0.0079,0.0261,0.4944
110192,EMORY EASTSIDE MEDICAL CENTER,12060,12060,12060,11530,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,119,98,0,0,0.20191,0.05874,0.04173,0.198,0.023,0,.,3260,3201.18,1.41257,1.42317,3203.89,1.42805,1.43911,0.9821,0.0000,1,0.0275,0.0537,0.4601
110194,DONALSONVILLE HOSPITAL INC,11,11,11,11851,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,65,23,0,0,0.42089,0.12,0,0.283,0.012,0,.,735,727.43,0.86944,0.87114,727.81,0.82648,0.82865,0.8446,0.0000,1,0,0,0.4381
110198,NORTH FULTON REGIONAL HOSPITAL,12060,12060,12060,11470,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,128,103,0,0,0.22614,0.07872,0.04686,0.188,0.02,0,.,2741,2688.95,1.37041,1.37724,2691.14,1.38581,1.39369,0.9821,0.0000,1,0.0528,0.0912,0.4667
110200,HUGHSTON ORTHOPEDIC HOSPITAL,17980,17980,17980,11780,3,OURBAN,OURBAN,N,17980,0.9028,0,,,.,,1,0,0,71,37,0,0,0.04649,0,0,0.274,0.016,0,.,1210,1188.02,2.00129,2.00679,1189.97,2.02005,2.0274,0.9324,0.0000,1,0.0162,0.0064,0.5069
110201,COLISEUM NORTHSIDE HOSPITAL,31420,31420,31420,11090,3,OURBAN,OURBAN,N,31420,0.9779,0,,,.,,1,0,0,103,35,0,0,0.16738,0.0363,0.03448,0.28,0.028,0,.,1531,1510.62,1.46439,1.48079,1511.43,1.48726,1.50435,0.9848,0.0000,1,0.0613,0.089,0.7095
110203,WESLEY WOODS GERIATRIC HOSPITAL,12060,12060,12060,11370,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0.2161,0.2633,17,14,0.11132,0.03857,0.08972,0,0,0.546,0.037,0,.,771,750.54,0.97426,0.98019,751.11,0.99497,1.00186,0.9821,0.0000,1,0.0141,0.0089,0.9387
110205,NORTH GEORGIA MEDICAL CENTER,11,11,11,11471,3,RURAL,RURAL,N,11,0.8321,0,,,0.0507,YES,1,0,0,40,9,0,0,0.2429,0.09254,0,0.315,0.018,0,.,557,541.57,1.09991,1.12551,541.85,1.06556,1.09321,0.8817,0.0000,1,0,0,0.5902
110209,TURNING POINT HOSPITAL,11,11,11,11300,3,RURAL,RURAL,N,11,0.7814,0,,,.,,1,0,0,62,13,0,0,0.28513,0.12,0,0.551,0.018,0,.,1130,1123.48,0.74314,0.74311,1123.53,0.87167,0.87159,0.8446,0.0000,1,0,0,0.9275
110212,SMITH NORTHVIEW HOSPITAL,46660,46660,46660,11700,3,OURBAN,OURBAN,N,46660,0.8133,0,,,.,,1,0,0,31,26,0,0,0.40701,0.12,0,0.306,0.042,0,.,1029,1016.92,1.16725,1.17162,1017.21,1.14366,1.14769,0.8680,0.0000,1,0.0143,0.039,0.5361
110215,PIEDMONT FAYETTE HOSPITAL,12060,12060,12060,11451,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,106,86,0,0,0.13731,0,0.0282,0.336,0.023,0,.,3417,3351.3,1.35688,1.36813,3354.28,1.35723,1.36987,0.9821,0.0000,1,0.029,0.0187,0.5582
110219,SOUTH FULTON MEDICAL CENTER,12060,12060,12060,11470,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0.0309,0.0476,282,119,0.01674,0.00676,0.49768,0.30274,0.10603,0.204,0.017,0,.,2396,2364.45,1.39745,1.41781,2365.27,1.42412,1.44593,0.9821,0.0000,1,0.08,0.0946,0.4297
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,12060,12060,12060,11812,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,35,24,0,0,0.28096,0.12,0,0.325,0.022,0,.,1189,1165.06,1.1876,1.1947,1165.88,1.1593,1.16747,0.9821,0.0000,1,0.0103,0.0073,0.646
110226,DEKALB MEDICAL CENTER AT HILLANDALE,12060,12060,12060,11370,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,94,48,0,0,0.38999,0.12,0,0.335,0.086,0,.,947,936.59,1.19413,1.20299,936.91,1.21985,1.22866,0.9821,0.0000,1,0.029,0.1794,0.2643
110228,,12060,12060,12060,11470,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,125,.,0,0,0.11475,0,0.02351,0.367,0.028,0,.,16,15.1,0.86767,0.87857,15.11,0.85581,0.87166,0.9821,0.0000,1,0,0,.
110229,"PIEDMONT NEWNAN HOSPITAL, INC",12060,12060,12060,11320,3,LURBAN,LURBAN,N,12060,0.9739,0,,,.,,1,0,0,135,.,0,0,0.24204,0.09183,0.05023,0.314,0.036,0,.,1310,1287.99,1.29125,1.29803,1288.81,1.29139,1.29833,0.9821,0.0000,1,0.0203,0.0373,.
110230,EMORY JOHNS CREEK HOSPITAL,11,11,16860,11240,3,RURAL,OURBAN,L,11,0.7814,0,LUGAR,,.,,1,0,0,1,.,0,0,0.0345,0,0,0.351,0.028,0,.,390,379.71,1.39182,1.39614,379.68,1.40554,1.41059,0.8446,0.0000,1,0.0296,0.0273,.
120001,QUEENS MEDICAL CENTER,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1549,0,,,.,,1.25,0.1325,0.1864,505,374,0.06977,0.02701,0.38235,0.20759,0.0805,0.321,0.027,0,.,5308,5296.95,1.808,1.8104,5297.2,1.80497,1.80758,1.1036,0.0000,1.0788,0.0864,0.104,0.3036
120002,MAUI MEMORIAL MEDICAL CENTER,12,12,12,12050,9,RURAL,RURAL,N,12,1.118,0,,,.,,1.25,0,0,179,142,0,0,0.26872,0.11384,0,0.458,0.038,16,9833.36,1853,1841.32,1.25834,1.26529,1841.68,1.25892,1.26601,1.0794,0.0000,1.0788,0.2456,0.2515,0.2583
120004,WAHIAWA GENERAL HOSPITAL,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1549,0,,,.,,1.25,0.2482,0.5288,45,26,0.12682,0.08047,0.22673,0.0792,0,0.58,0.032,0,.,666,660.04,1.22739,1.23473,660.2,1.21556,1.22315,1.1036,0.0000,1.0788,0.0749,0.0366,0.417
120005,HILO MEDICAL CENTER,12,12,12,12010,9,RURAL,RURAL,N,12,1.118,0,,,.,,1.18,0,0,134,106,0,0,0.3598,0.12,0,0.548,0.033,16,6821.97,1817,1799.8,1.26501,1.27585,1800.22,1.25722,1.26852,1.0794,0.0000,1.05674,0.0814,0.0454,0.297
120006,CASTLE MEDICAL CENTER,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1549,0,,,.,,1.25,0,0,158,95,0,0,0.36659,0.19459,0.07706,0.337,0.023,0,.,1816,1803.81,1.26764,1.27077,1804.13,1.27781,1.28146,1.1036,0.0000,1.0788,0.077,0.058,0.3681
120007,KUAKINI MEDICAL CENTER,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1549,0,,,.,,1.25,0.1065,0.1593,170,113,0.05648,0.02299,0.12461,0,0.02555,0.396,0.022,0,.,2186,2179.49,1.63137,1.63464,2179.49,1.63172,1.63557,1.1036,0.0000,1.0788,0.1078,0.0503,0.4359
120010,HAWAII MEDICAL CENTER EAST,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1549,0,,,.,,1.25,0.0913,0.1649,188,87,0.04862,0.02382,0.34101,0.17348,0.07149,0.442,0.03,0,.,1764,1748.18,2.02493,2.03769,1748.75,2.06543,2.07914,1.1036,0.0000,1.0788,0.1434,0.1022,0.4423
120011,KAISER FOUNDATION HOSPITAL,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1549,0,,,.,,1.25,0.0174,0.0266,278,182,0.00946,0.00377,0.07992,0,0.01632,0.848,0.02,0,.,512,511.59,1.53077,1.53019,511.61,1.5687,1.56806,1.1036,0.0000,1.0788,0.342,0.0311,0.0967
120014,WILCOX MEMORIAL HOSPITAL,12,12,12,12040,9,RURAL,RURAL,N,12,1.118,0,,,.,,1.25,0,0,71,49,0,0,0.11484,0,0,0.492,0.023,16,6348.44,1007,987.28,1.37263,1.37705,987.74,1.378,1.38376,1.0794,0.0000,1.0788,0.0535,0.0155,0.299
120019,KONA COMMUNITY HOSPITAL,12,12,12,12010,9,RURAL,RURAL,N,12,1.118,0,,,.,,1.18,0,0,49,33,0,0,0.27638,0.12,0,0.577,0.045,16,6533.87,593,584.34,1.17051,1.17491,584.36,1.16687,1.1719,1.0794,0.0000,1.05674,0.2067,0.1949,0.2924
120022,STRAUB CLINIC AND HOSPITAL,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1549,0,,,.,,1.25,0.041,0.0617,159,104,0.02215,0.00878,0.18915,0.05045,0.03905,0.352,0.028,0,.,2126,2114.94,1.84247,1.84431,2115.37,1.83313,1.83521,1.1036,0.0000,1.0788,0.1095,0.103,0.4145
120026,KAPIOLANI MEDICAL CENTER AT PALI MOMI,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1549,0,,,.,,1.25,0,0,116,94,0,0,0.24274,0.09241,0.05038,0.37,0.038,0,.,2073,2064.72,1.44644,1.44869,2065.06,1.45196,1.45489,1.1036,0.0000,1.0788,0.1123,0.154,0.4394
120027,HAWAII MEDICAL CENTER WEST,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1549,0,,,.,,1.25,0,0,102,62,0,0,0.44305,0.25767,0.09387,0.428,0.035,0,.,1528,1514.89,1.34048,1.3434,1515.24,1.35772,1.36131,1.1036,0.0000,1.0788,0.0823,0.0857,0.4913
120028,NORTH HAWAII COMMUNITY HOSPITAL,12,12,12,12040,9,RURAL,RURAL,W,26180,1.1549,0,,,.,,1.17,0,0,40,24,0,0,0.24494,0.09423,0,0.447,0.034,16,0,454,443.56,1.23823,1.24485,443.88,1.18571,1.19284,1.1036,0.0000,1.05358,0.0441,0.0386,0.2838
