Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),SSA COUNTY CODE,REGION,URGEO,URSPA,RECLASS,Post Reclass Labor Market Area,Post Reclass Wage Index,Puerto Rico Specific Post Reclass wage index,LUGAR,Section 401 hospital,Section 505 eligible,Section 505 wage adjustment,Cost of Living Adjustment,Resident to Bed Ratio,RDAY,BEDS,Average Daily Census,TCHOP,TCHCP,DSHPCT,DSHOPG,DSHCPG,Operating CCR,Capital CCR,Provider Type,FY10 HSP Rate,FY09 HSP Rate,BILLSV27,TACMIV27,CASETA27,CMIV27,IME_CASETA27,IME_TACMIV27,TACMIV26,CASETA26,CMIV26,IME_CASETA26,IME_TACMIV26,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,Cost of Living Adjustment-Capital,OUT10F,COUT10F,MCR_PCT,,,,,,,,,,,,,,,,,,,,,,,,,
110230,EMORY JOHNS CREEK HOSPITAL,   11,12060,16860,11240,3,RURAL,OURBAN,L,16860,0.8676,0,LUGAR,,,,1,0.03,0.16,110,29,0.016258398,0.046186868,0.070566931,0,0.014392391,0.351,0.028,0,,,1107,1.495143546,1084.9585,1.496510569,,,1.493256704,1082.3478,1.494344354,,,0.9711,0.0000,1,0.036648449,0.032156608,,,,,,,,,,,,,,,,,,,,,,,,,,
110231,,12020,12020,12020,11260,3,OURBAN,OURBAN,N,12020,0.9205,0,,,,,1,0,0,42,,0,0,0,0,0,0.337,0.028,0,,,12,2.130191667,12,2.130191667,,,2.079516667,12,2.079516667,,,0.9711,0.0000,1,0.126745894,0.126436782,,,,,,,,,,,,,,,,,,,,,,,,,,
120001,THE QUEENS MEDICAL CENTER,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1467,0,,,,,1.25,0.1325,0.1864,505,389,0.069774082,0.05401015,0.37516,0.201657,0.078930098,0.326,0.031,0,,,5663,1.892243821,5642.5898,1.901095003,,,1.889953703,5640.74415,1.898870969,,,0.9711,0.0000,1.0788,0.100489563,0.137234376,0.30420795,,,,,,,,,,,,,,,,,,,,,,,,,
120002,MAUI MEMORIAL MEDICAL CENTER,   12,   12,   12,12050,9,RURAL,RURAL,N,   12,1.1282,0,,,,,1.25,0,0,197,154,0,0,0.26876,0.113877,0,0.468,0.036,16,12848.86342,12151.49649,1782,1.361676536,1769.78545,1.378320146,,,1.36347222,1767.96095,1.381349944,,,0.9711,0.0000,1.0788,0.236914128,0.21921964,0.267418802,,,,,,,,,,,,,,,,,,,,,,,,,
120004,WAHIAWA GENERAL HOSPITAL,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1467,0,,,,,1.25,0.2482,0.5288,46,22,0.126824405,0.16093691,0.23334,0.0846555,0,0.535,0.029,0,,,659,1.364598848,648.0622,1.368285129,,,1.369947668,647.1764,1.373711229,,,0.8449,0.0000,1.0788,0.090161626,0.035812893,0.446124564,,,,,,,,,,,,,,,,,,,,,,,,,
120005,HILO MEDICAL CENTER,   12,   12,   12,12010,9,RURAL,RURAL,N,   12,1.1282,0,,,,,1.18,0,0,138,103,0,0,0.35937,0.12,0,0.528,0.029,16,9486.304406,8859.986405,1889,1.251489771,1875.23495,1.257778401,134.6836,1.232526613,1.255716496,1873.5236,1.262338221,134.5803,1.246368997,0.9711,0.0000,1.056736,0.032972668,0.013777282,0.31036989,,,,,,,,,,,,,,,,,,,,,,,,,
120006,CASTLE MEDICAL CENTER,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1467,0,,,,,1.25,0,0,160,90,0,0,0.41905,0.23786625,0.088562072,0.338,0.026,0,,,1733,1.409378049,1716.8028,1.412146509,132.1407,1.394353347,1.404979817,1714.9352,1.408091518,131.912,1.389080086,0.8449,0.0000,1.0788,0.034157756,0.031584688,0.358740917,,,,,,,,,,,,,,,,,,,,,,,,,
120007,KUAKINI MEDICAL CENTER,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1467,0,,,,,1.25,0.1065,0.1593,170,122,0.056481723,0.045980225,0.108161663,0,0.022144363,0.354,0.021,0,,,2426,1.631352728,2418.4867,1.632252762,,,1.633482236,2416.8994,1.634611088,,,0.9711,0.0000,1.0788,0.059335729,0.026838063,0.418341435,,,,,,,,,,,,,,,,,,,,,,,,,
120010,HAWAII MEDICAL CENTER EAST,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1467,0,,,,,1.25,0.0913,0.1649,188,86,0.048624564,0.047634515,0.33432,0.167964,0.070044033,0.442,0.03,0,,,1555,2.116880034,1543.9942,2.126097556,,,2.124173216,1542.8404,2.133892412,,,0.8449,0.0000,1.0788,0.095882614,0.064948145,0.496137987,,,,,,,,,,,,,,,,,,,,,,,,,
120011,KAISER FOUNDATION HOSPITAL,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1467,0,,,,,1.25,0.0225,0.0344,261,171,0.0122205,0.009754952,0.08383,0,0.017120479,0.723,0.021,0,,,534,1.647479537,533.6745,1.647476966,,,1.654046663,533.6441,1.654078652,,,0.8865,0.0000,1.0788,0.191570239,0.014150179,0.075252776,,,,,,,,,,,,,,,,,,,,,,,,,
120014,WILCOX MEMORIAL HOSPITAL,   12,   12,   12,12040,9,RURAL,RURAL,N,   12,1.1282,0,,,,,1.25,0,0,71,46,0,0,0.11461,0,0,0.395,0.021,16,9541.476207,8780.942154,967,1.390275337,952.3054,1.398638056,,,1.392230995,951.25375,1.400136194,,,0.9025,0.0000,1.0788,0.026543241,0.006751384,0.316794534,,,,,,,,,,,,,,,,,,,,,,,,,
120019,KONA COMMUNITY HOSPITAL,   12,   12,   12,12010,9,RURAL,RURAL,N,   12,1.1282,0,,,,,1.18,0,0,49,37,0,0,0.27624,0.12,0,0.489,0.032,16,11545.40257,10333.13207,612,1.161009912,605.47515,1.163613562,,,1.165880035,604.90125,1.168711765,,,0.8499,0.0000,1.056736,0.113161695,0.081414993,0.295915789,,,,,,,,,,,,,,,,,,,,,,,,,
120022,STRAUB CLINIC AND HOSPITAL,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1467,0,,,,,1.25,0.041,0.0617,159,98,0.022149128,0.017564208,0.18892,0.050298,0.038997494,0.349,0.031,0,,,2194,1.931970952,2185.3824,1.936446855,,,1.9353283,2184.2601,1.939720921,,,0.8449,0.0000,1.0788,0.090019712,0.099106752,0.379740136,,,,,,,,,,,,,,,,,,,,,,,,,
120026,KAPIOLANI MEDICAL CENTER AT PALI MOMI,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1467,0,,,,,1.25,0,0,116,94,0,0,0.24446,0.0938295,0.050748902,0.36,0.035,0,,,1940,1.542009698,1930.73815,1.544047474,,,1.540723295,1930.1337,1.542444227,,,0.8865,0.0000,1.0788,0.126288244,0.163168889,0.442697739,,,,,,,,,,,,,,,,,,,,,,,,,
120027,HAWAII MEDICAL CENTER WEST,26180,26180,26180,12020,9,OURBAN,OURBAN,N,26180,1.1467,0,,,,,1.25,0,0,102,71,0,0,0.44242,0.2571465,0.093725819,0.428,0.035,0,,,1442,1.502160472,1431.73425,1.505270388,,,1.50638181,1430.6425,1.509611165,,,1.0120,0.0000,1.0788,0.085202212,0.090640954,0.434545602,,,,,,,,,,,,,,,,,,,,,,,,,
120028,NORTH HAWAII COMMUNITY HOSPITAL,   12,   12,   12,12040,9,RURAL,RURAL,N,   12,1.1282,0,,,,,1.18,0,0,39,21,0,0,0.2694,0.114405,0,0.414,0.033,16,7792.302931,5852.026041,461,1.347627111,452.1028,1.349867462,,,1.355051669,451.0408,1.356616269,,,0.8449,0.0000,1.056736,0.077625843,0.076746973,0.295602606,,,,,,,,,,,,,,,,,,,,,,,,,
130002,"ST LUKES MAGIC VALLEY RMC, LTD - HOSPITAL",   13,   13,   13,13410,8,RURAL,RURAL,W,14260,0.914,0,,,,,1,0,0,140,84,0,0,0.20905,0.06461625,0,0.569,0.035,17,5857.536043,5756.202354,3205,1.455707641,3157.79575,1.466582059,304.46715,1.442214521,1.451747036,3152.7597,1.462026396,303.94355,1.440784159,0.9617,0.0000,1,0.027763107,0.015744015,0.493119873,,,,,,,,,,,,,,,,,,,,,,,,,
130003,ST JOSEPH REGIONAL MEDICAL CENTER,30300,30300,30300,13340,8,OURBAN,OURBAN,W,28420,0.9989,0,,,,,1,0,0,98,52,0,0,0.19638,0.055147,0,0.47,0.021,17,7056.884457,6732.269411,1864,1.71376126,1837.83225,1.723006223,9.6522,1.04878488,1.70388185,1834.90825,1.713348122,9.625,1.061888312,0.8865,0.0000,1,0.046440413,0.012067888,0.590509491,,,,,,,,,,,,,,,,,,,,,,,,,
130006,ST LUKES REGIONAL MEDICAL CENTER,14260,14260,14260,13000,8,OURBAN,OURBAN,N,14260,0.9324,0,,,,,1,0.0175,0.0288,447,265,0.009518769,0.008160477,0.28816,0.129882,0.060088505,0.61,0.043,0,,,5393,1.773074557,5320.9986,1.780662859,,,1.766303064,5312.69215,1.774241609,,,0.9617,0.0000,1,0.106665298,0.081680858,0.266909503,,,,,,,,,,,,,,,,,,,,,,,,,
130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,14260,14260,14260,13000,8,OURBAN,OURBAN,N,14260,0.9324,0,,,,,1,0.0211,0.0367,354,199,0.011464809,0.010410557,0.24664,0.095628,0.051212858,0.449,0.044,0,,,4715,1.762040016,4646.99065,1.769125875,,,1.752413093,4638.97755,1.760271113,,,0.9711,0.0000,1,0.068497569,0.097780086,0.284050979,,,,,,,,,,,,,,,,,,,,,,,,,
130013,MERCY MEDICAL CENTER,14260,14260,14260,13130,8,OURBAN,OURBAN,N,14260,0.9324,0,,,,,1,0,0,149,48,0,0,0.29153,0.13266225,0.060812183,0.542,0.043,0,,,1468,1.409660254,1440.28475,1.416822139,757.82765,1.395858398,1.404312699,1437.2574,1.41257861,756.17035,1.390470261,0.8733,0.0000,1,0.054816041,0.054120842,0.342981761,,,,,,,,,,,,,,,,,,,,,,,,,
130014,WEST VALLEY MEDICAL CENTER,14260,14260,14260,13130,8,OURBAN,OURBAN,N,14260,0.9324,0,,,,,1,0.0124,0.0351,122,42,0.006754853,0.009954439,0.34619,0.17775675,0.072619165,0.325,0.035,0,,,1019,1.260075699,1000.8933,1.26687792,,,1.257280596,998.75685,1.264798724,,,0.8733,0.0000,1,0.006248875,0.014390691,0.362099766,,,,,,,,,,,,,,,,,,,,,,,,,
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,26820,26820,26820,13090,8,OURBAN,OURBAN,N,26820,0.9418,0,,,,,1,0,0,245,147,0,0,0.2521,0.1001325,0.052375774,0.293,0.03,0,,,3221,1.75164777,3193.66115,1.759001459,387.4017,1.698994459,1.749782379,3190.0839,1.757758243,387.23775,1.699080585,0.8449,0.0000,1,0.085375985,0.133463236,0.353155457,,,,,,,,,,,,,,,,,,,,,,,,,
130024,BONNER GENERAL HOSPITAL,   13,   13,   13,13080,8,RURAL,RURAL,N,   13,0.8318,0,,,YES,0.0675,1,0,0,40,16,0,0,0.20188,0.058722,0,0.645,0.044,16,5332.700762,5339.814526,883,1.174506793,869.1004,1.180333975,4,1.5884,1.174665879,866.28485,1.181003058,4,1.590825,0.9913,0.0000,1,0.016999635,0.011810384,0.515935335,,,,,,,,,,,,,,,,,,,,,,,,,
130025,MADISON MEMORIAL HOSPITAL,   13,   13,   13,13320,8,RURAL,RURAL,N,   13,0.7643,0,,,,,1,0,0,47,22,0,0,0.43159,0.12,0,0.655,0.041,0,,,699,1.245011594,685.50045,1.24967196,75.7244,1.214472312,1.241869499,683.6827,1.247104435,75.4043,1.2111362,0.9281,0.0000,1,0.01269454,0.008765552,0.332532489,,,,,,,,,,,,,,,,,,,,,,,,,
130028,PORTNEUF MEDICAL CENTER,38540,38540,38540,13020,8,OURBAN,OURBAN,N,38540,0.9085,0,,,,,1,0.0867,0.2082,150,75,0.046233917,0.060514365,0.35927,0.18854775,0.075463977,0.445,0.048,16,7392.091013,7209.123871,2223,1.599520077,2178.3079,1.620726721,,,1.596754612,2173.38885,1.619119613,,,0.9148,0.0000,1,0.052038966,0.100777897,0.42741852,,,,,,,,,,,,,,,,,,,,,,,,,
130049,KOOTENAI MEDICAL CENTER,17660,17660,17660,13270,8,OURBAN,OURBAN,W,44060,1.0242,0,,,,,1,0,0,173,109,0,0,0.17872,0.043668,0.036853659,0.453,0.029,7,,,4488,1.57984182,4415.7926,1.602283824,378.9854,1.554965555,1.577524508,4407.143,1.600900357,378.1654,1.551249972,0.8449,0.0000,1,0.026804215,0.013242055,0.51676845,,,,,,,,,,,,,,,,,,,,,,,,,
130063,TREASURE VALLEY HOSPITAL,14260,14260,14260,13000,8,OURBAN,OURBAN,N,14260,0.9324,0,,,,,1,0,0,9,2,0,0,0.03043,0,0,0.778,0.05,0,,,85,1.496771069,84.5952,1.498116471,,,1.455069818,84.2681,1.458262353,,,0.8449,0.0000,1,0.004243351,0.001692386,0.309759547,,,,,,,,,,,,,,,,,,,,,,,,,
130065,MOUNTAIN VIEW HOSPITAL,26820,26820,26820,13090,8,OURBAN,OURBAN,N,26820,0.9418,0,,,,,1,0,0,23,11,0,0,0.32872,0.12,0,0.402,0.072,0,,,248,2.109335292,242.26965,2.111710081,,,2.056934422,241.49305,2.059704032,,,0.8449,0.0000,1,0.001305759,0.007374005,0.186364767,,,,,,,,,,,,,,,,,,,,,,,,,
130066,NORTHWEST SPECIALTY HOSPITAL,17660,17660,17660,13270,8,OURBAN,OURBAN,N,17660,0.938,0,,,YES,0.0319,1,0,0,22,3,0,0,0.05243,0,0,0.472,0.093,0,,,151,2.133198381,149.31695,2.132369536,,,2.084663782,149.12715,2.083981457,,,0.8586,0.0000,1,0.001179062,0.022253489,0.391935484,,,,,,,,,,,,,,,,,,,,,,,,,
130067,IDAHO DOCTORS HOSPITAL,   13,   13,26820,13050,8,RURAL,OURBAN,L,26820,0.9418,0,LUGAR,,,,1,0,0,8,2,0,0,0.76513,0.12,0,0.331,0.136,0,,,3,2.639943954,2.8571,2.6909,,,2.544958638,2.8333,2.6014,,,0.9711,0.0000,1,0.005671991,2.107649842,0.011349306,,,,,,,,,,,,,,,,,,,,,,,,,
130069,,14260,14260,14260,13000,8,OURBAN,OURBAN,N,14260,0.9324,0,,,,,1,0,0,40,,0,0,0,0,0,0.462,0.038,0,,,11,1.99317418,10.3106,1.9851,,,1.953239842,10.2955,1.944290909,,,0.9542,0.0000,1,0.443622584,0.437910028,,,,,,,,,,,,,,,,,,,,,,,,,,
130070,,14260,14260,14260,13000,8,OURBAN,OURBAN,N,14260,0.9324,0,,,,,1,0,0,60,,0,0,0,0,0,0.462,0.038,0,,,4,2.419725,4,2.419725,,,2.3506,4,2.3506,,,0.9711,0.0000,1,0.520563013,0.514420686,,,,,,,,,,,,,,,,,,,,,,,,,,
140001,GRAHAM HOSPITAL ASSOCIATION,   14,   14,   14,14370,4,RURAL,RURAL,N,   14,0.8691,0,,,YES,0.0369,1,0,0,45,25,0,0,0.19973,0.0573245,0,0.356,0.032,16,5656.840503,5664.386666,1125,1.152147861,1104.16925,1.157251378,,,1.15340065,1101.54725,1.159465867,,,0.9913,0.0000,1,0.007737229,0.009526234,0.58133406,,,,,,,,,,,,,,,,,,,,,,,,,
140002,ALTON MEMORIAL HOSPITAL,41180,41180,41180,14680,4,LURBAN,LURBAN,N,41180,0.9043,0,,,,,1,0,0,128,70,0,0,0.17734,0.042771,0.036563951,0.261,0.022,0,,,2799,1.477603018,2741.55385,1.485606324,321.4349,1.303854446,1.481123848,2736.0166,1.489421043,320.63665,1.311077834,0.9711,0.0000,1,0.024354677,0.02781927,0.544950715,,,,,,,,,,,,,,,,,,,,,,,,,
140007,PROVENA ST JOSEPH MEDICAL CENTER,16974,16974,16974,14989,4,LURBAN,LURBAN,N,16974,1.0385,0,,,,,1,0,0,377,261,0,0,0.14492,0,0.029781146,0.254,0.016,0,,,9980,1.433344135,9857.3862,1.445372275,,,1.436417766,9843.2119,1.449238337,,,0.9255,0.0000,1,0.049410611,0.024733723,0.551166127,,,,,,,,,,,,,,,,,,,,,,,,,
140008,GOTTLIEB MEMORIAL HOSPITAL,16974,16974,16974,14141,4,LURBAN,LURBAN,W,29404,1.0394,0,,,,,1,0.0057,0.0089,171,105,0.003111206,0.002514737,0.147,0,0.030214981,0.203,0.011,0,,,3443,1.525063401,3404.2794,1.546736277,,,1.523928219,3401.5926,1.546006709,,,1.0120,0.0000,1,0.110585942,0.041007539,0.575206192,,,,,,,,,,,,,,,,,,,,,,,,,
140010,EVANSTON NORTHWESTERN  HEALTHCARE,16974,16974,16974,14141,4,LURBAN,LURBAN,W,29404,1.0394,0,,,,,1,0.2882,0.3744,553,395,0.145811965,0.11143912,0.10978,0,0.022479388,0.321,0.03,0,,,14477,1.534448297,14157.558,1.549870077,,,1.536613288,14117.8549,1.553061636,,,0.9711,0.0000,1,0.047687823,0.061893337,0.472917844,,,,,,,,,,,,,,,,,,,,,,,,,
140011,HERRIN HOSPITAL,   14,   14,   14,14990,4,RURAL,RURAL,N,   14,0.8322,0,,,,,1,0,0,65,48,0,0,0.11819,0,0,0.386,0.045,14,5562.144499,5569.564338,2630,1.202159352,2595.26745,1.207968555,,,1.204227436,2591.2303,1.21044692,,,0.9711,0.0000,1,0.019515406,0.042768517,0.740484234,,,,,,,,,,,,,,,,,,,,,,,,,
140012,KATHERINE SHAW BETHEA HOSPITAL,   14,   14,   14,14600,4,RURAL,RURAL,W,16974,1.0385,0,,,,,1,0.02,0.0478,69,31,0.01087062,0.013580549,0.16882,0.037233,0,0.269,0.02,0,,,1604,1.181305412,1581.4658,1.189217207,,,1.187311785,1578.59615,1.195751122,,,0.9617,0.0000,1,0.022502321,0.01918642,0.555238639,,,,,,,,,,,,,,,,,,,,,,,,,
140013,PROCTOR HOSPITAL,37900,37900,37900,14800,4,OURBAN,OURBAN,N,37900,0.9268,0,,,,,1,0,0,142,80,0,0,0.08755,0,0.017886964,0.289,0.025,0,,,3134,1.39557851,3111.06165,1.405595022,,,1.396541443,3107.15335,1.407651117,,,0.9711,0.0000,1,0.020019301,0.020852894,0.589473684,,,,,,,,,,,,,,,,,,,,,,,,,
140015,BLESSING HOSPITAL,   14,   14,   14,14000,4,RURAL,RURAL,W,41180,0.8924,0,,,,,1,0.0582,0.0954,208,132,0.031286318,0.027287548,0.15445,0.0278925,0,0.346,0.036,17,5859.840277,5863.69257,5924,1.340875335,5870.5692,1.348521573,,,1.342415253,5863.68635,1.350742184,,,0.9711,0.0000,1,0.038240979,0.060350493,0.643289731,,,,,,,,,,,,,,,,,,,,,,,,,
140018,MT SINAI HOSPITAL MEDICAL CENTER,16974,16974,16974,14141,4,LURBAN,LURBAN,W,29404,1.0394,0,,,,,1,0.4389,0.6177,263,183,0.214358069,0.190430421,0.70814,0.4763655,0.154189481,0.275,0.021,0,,,2571,1.363858592,2518.98835,1.390340723,,,1.365943475,2514.68985,1.393256904,,,0.9148,0.0000,1,0.017531696,0.02048195,0.229327683,,,,,,,,,,,,,,,,,,,,,,,,,
140019,SHELBY MEMORIAL HOSPITAL,   14,   14,   14,14950,4,RURAL,RURAL,N,   14,0.8322,0,,,,,1,0,0,30,8,0,0,0.18664,0.048816,0,0.396,0.043,16,5567.289097,5574.715799,746,0.890236043,733.9528,0.894374263,1,0.5404,0.894626095,732.9984,0.898840885,1,0.5314,0.9711,0.0000,1,0,0,0.71236727,,,,,,,,,,,,,,,,,,,,,,,,,
140026,ST MARYS HOSPITAL,   14,   14,   14,14580,4,RURAL,RURAL,N,   14,0.8637,0,,,YES,0.0315,1,0,0,76,34,0,0,0.09366,0,0,0.435,0.037,14,6379.958911,6388.469706,1905,1.136041567,1880.07205,1.145822835,1.3704,1.0185446,1.138265732,1876.89355,1.148747664,1.3448,1.036919929,0.9711,0.0000,1,0.035655665,0.038065571,0.763774541,,,,,,,,,,,,,,,,,,,,,,,,,
140029,COPLEY MEMORIAL HOSPITAL,16974,16974,16974,14530,4,LURBAN,LURBAN,N,16974,1.0385,0,,,,,1,0.0739,0.0954,165,123,0.039549828,0.027287548,0.27074,0.1155105,0.056355578,0.215,0.02,0,,,3287,1.56657213,3218.5196,1.591547794,,,1.564559783,3211.24285,1.590889017,,,0.8627,0.0000,1,0.033077733,0.050239708,0.301057925,,,,,,,,,,,,,,,,,,,,,,,,,
140030,SHERMAN HOSPITAL,16974,16974,16974,14530,4,LURBAN,LURBAN,N,16974,1.0385,0,,,,,1,0,0,228,136,0,0,0.24357,0.09309525,0.050559548,0.266,0.029,0,,,4473,1.598355685,4410.67495,1.611914755,,,1.597614941,4403.64485,1.612254438,,,0.9711,0.0000,1,0.061218663,0.110489334,0.487638328,,,,,,,,,,,,,,,,,,,,,,,,,
140032,ST ANTHONYS MEMORIAL HOSPITAL,   14,   14,   14,14330,4,RURAL,RURAL,W,41180,0.8924,0,,,,,1,0,0,133,69,0,0,0.13195,0,0,0.463,0.036,7,,,3718,1.235783287,3682.12175,1.239005379,35.9302,1.442245959,1.230541903,3677.6369,1.234047902,35.8889,1.428885948,0.9711,0.0000,1,0.013586928,0.012183422,0.657729629,,,,,,,,,,,,,,,,,,,,,,,,,
140034,ST MARYS HOSPITAL,   14,   14,   14,14690,4,RURAL,RURAL,W,41180,0.8924,0,,,,,1,0,0,172,68,0,0,0.22166,0.0750195,0,0.444,0.032,7,,,3436,1.199169165,3380.70045,1.210751339,29.0154,1.186394036,1.202988322,3374.8328,1.215086205,28.9039,1.185488523,0.8449,0.0000,1,0.017083472,0.013503661,0.675965576,,,,,,,,,,,,,,,,,,,,,,,,,
140040,GALESBURG COTTAGE HOSPITAL,   14,   14,   14,14560,4,RURAL,RURAL,W,37900,0.9268,0,,,,,1,0,0,85,45,0,0,0.19868,0.056642,0,0.184,0.03,14,5563.838155,5571.260254,2160,1.245643403,2128.8333,1.25679875,1,0.9977,1.245318792,2125.38675,1.256800926,1,1.0056,0.9711,0.0000,1,0.021623282,0.072246994,0.692284252,,,,,,,,,,,,,,,,,,,,,,,,,
140043,CGH MEDICAL CENTER,   14,   14,   14,14988,4,RURAL,RURAL,W,19340,0.8471,0,,,,,1,0,0,92,48,0,0,0.15154,0.026001,0,0.38,0.039,15,5771.307935,5779.006796,2966,1.266295569,2910.25655,1.274621881,53.9572,1.140028523,1.269113308,2904.53705,1.277419622,53.7424,1.154597862,0.9148,0.0000,1,0.026802784,0.047086067,0.62172893,,,,,,,,,,,,,,,,,,,,,,,,,
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,   14,   14,   14,14490,4,RURAL,RURAL,W,41180,0.8924,0,,,,,1,0,0,135,81,0,0,0.21165,0.06676125,0,0.38,0.026,7,,,4084,1.452251772,4044.06915,1.457858276,75.6544,1.397400125,1.453675565,4039.58665,1.459706685,75.5983,1.403446671,1.0120,0.0000,1,0.015682838,0.010227013,0.651843268,,,,,,,,,,,,,,,,,,,,,,,,,
140048,ADVOCATE TRINITY HOSPITAL,16974,16974,16974,14141,4,LURBAN,LURBAN,W,29404,1.0394,0,,,,,1,0.0185,0.0248,179,134,0.010059746,0.007023107,0.39139,0.21504675,0.082481916,0.364,0.019,0,,,3342,1.349452099,3290.7165,1.379793776,,,1.351977507,3286.1978,1.384108618,,,0.9711,0.0000,1,0.034758231,0.01324489,0.432289905,,,,,,,,,,,,,,,,,,,,,,,,,
140049,WEST SUBURBAN MEDICAL CENTER,16974,16974,16974,14141,4,LURBAN,LURBAN,W,29404,1.0394,0,,,,,1,0.2965,0.5374,184,99,0.149707763,0.163757833,0.42443,0.24230475,0.089748652,0.272,0.021,0,,,2976,1.513697307,2932.1018,1.546088642,,,1.513712822,2928.1829,1.54782789,,,0.8821,0.0000,1,0.013429962,0.013747066,0.415886983,,,,,,,,,,,,,,,,,,,,,,,,,
140051,SKOKIE HOSPITAL,16974,16974,16974,14141,4,LURBAN,LURBAN,W,29404,1.0394,0,,,,,1,0.1296,0.1875,193,131,0.068300531,0.054337387,0.23613,0.08695725,0.048977967,0.315,0.024,0,,,5882,1.555105746,5787.84685,1.564854318,,,1.549861949,5776.91085,1.559930092,,,0.8449,0.0000,1,0.034817172,0.028962974,0.640427106,,,,,,,,,,,,,,,,,,,,,,,,,
140052,SAINT ANTHONY'S HEALTH CENTER,41180,41180,41180,14680,4,LURBAN,LURBAN,N,41180,0.9043,0,,,,,1,0,0,90,51,0,0,0.19178,0.052157,0,0.242,0.014,0,,,1940,1.394457772,1887.0906,1.405884742,219.0897,1.425657415,1.393075937,1881.50815,1.404960979,218.25815,1.431991992,0.8675,0.0000,1,0.041566704,0.021571002,0.537112138,,,,,,,,,,,,,,,,,,,,,,,,,
140053,ST JOHNS HOSPITAL,44100,44100,44100,14920,4,OURBAN,OURBAN,N,44100,0.9323,0,,,,,1,0.1478,0.238,401,245,0.077511409,0.069470429,0.29822,0.1381815,0.062250266,0.309,0.028,0,,,8207,1.787160007,8139.63455,1.792780383,,,1.787080393,8132.11385,1.793186292,,,0.9711,0.0000,1,0.04440094,0.05732696,0.491680246,,,,,,,,,,,,,,,,,,,,,,,,,
140054,MAC NEAL  HOSPITAL,16974,16974,16974,14141,4,LURBAN,LURBAN,W,29404,1.0394,0,,,,,1,0.263,0.2955,234,174,0.133891426,0.086965751,0.25799,0.10499175,0.053631718,0.214,0.022,0,,,5042,1.47305344,4946.14645,1.496454701,,,1.471834206,4936.11315,1.496243356,,,0.9711,0.0000,1,0.009570649,0.01671499,0.409750077,,,,,,,,,,,,,,,,,,,,,,,,,
140058,PASSAVANT AREA HOSPITAL,   14,   14,   14,14770,4,RURAL,RURAL,W,44100,0.9323,0,,,,,1,0,0,97,38,0,0,0.16693,0.0360045,0,0.37,0.031,17,6054.5751,6055.383275,2053,1.159977398,2020.60435,1.173404335,17.6034,1.072793511,1.162413923,2017.1359,1.176457038,17.54445,1.082864285,0.9711,0.0000,1,0.01285396,0.01376193,0.689786059,,,,,,,,,,,,,,,,,,,,,,,,,
140059,JERSEY COMMUNITY HOSPITAL,41180,41180,41180,14500,4,LURBAN,LURBAN,N,41180,0.9043,0,,,,,1,0,0,63,15,0,0,0.1945,0.053925,0,0.562,0.028,0,,,1137,1.003995169,1100.1918,1.017605981,,,1.012610425,1095.6048,1.027369833,,,0.9711,0.0000,1,0.000343889,1.52701E-05,0.72972973,,,,,,,,,,,,,,,,,,,,,,,,,
140062,PALOS COMMUNITY HOSPITAL,16974,16974,16974,14141,4,LURBAN,LURBAN,W,29404,1.0394,0,,,,,1,0,0,335,236,0,0,0.03383,0,0.006874094,0.339,0.014,0,,,10874,1.396902261,10741.7384,1.408747103,125.9068,1.239937051,1.396711239,10725.92305,1.409484854,125.8849,1.239252587,0.9711,0.0000,1,0.034995202,0.006472358,0.675506051,,,,,,,,,,,,,,,,,,,,,,,,,
140063,RUSH OAK PARK HOSPITAL,16974,16974,16974,14141,4,LURBAN,LURBAN,W,29404,1.0394,0,,,,,1,0.0283,0.0586,104,49,0.015344679,0.016674412,0.17287,0.0398655,0.035626104,0.303,0.014,0,,,1963,1.471606901,1929.3632,1.489591136,,,1.469432501,1926.3396,1.488617422,,,0.9073,0.0000,1,0.016966441,0.004426076,0.63389156,,,,,,,,,,,,,,,,,,,,,,,,,
140064,ST MARY MEDICAL CENTER,   14,   14,   14,14560,4,RURAL,RURAL,W,37900,0.9268,0,,,,,1,0,0,99,62,0,0,0.14337,0,0,0.32,0.018,15,7898.221972,7908.758113,2416,1.252665622,2389.6636,1.257717094,352.6278,1.302301443,1.255191585,2385.7958,1.26058928,352.1112,1.305297689,0.9449,0.0000,1,0.016246437,0.006275308,0.594440786,,,,,,,,,,,,,,,,,,,,,,,,,
