Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),Section 508 Labor Market Area if applicable,Special Exception Labor Market Area if applicable,Section 508 Provider,Section 505 wage adjustment_a,Section 505 wage adjustment_b,Section 505 eligible_a,Section 505 eligible_b,Section 401 hosptial,Post Reclass Wage Index_a,Post Reclass Wage Index_b,COLA,RESBED,SSA COUNTY CODE,HSP Rate,HSP_MDH,RDAY,BEDS,ADC,OPCCR,CPCCR,DSHPCT,POST RECLASS Labor Market Area_a,POST RECLASS Labor Market Area_b,Puerto Rico Specific Post Reclass wage index_a,Puerto Rico Specific Post Reclass wage index_b,PTYPE,LUGAR,RECLASS1,RECLASS2,BILLS,CASETA23,TACMIV23,CMIV23,CASETA24,TACMIV24,CMIV24,REGION,URGEO,URSPA,TCHOP,TCHCP,Post Reclass GAF_a,Post Reclass GAF_b,Puerto Rico Specific Post Reclass GAF_a,Puerto Rico Specific Post Reclass GAF_b,COLACP,DSHOPG,DSHCPG,OUT07F,COUT07F,MCR_PCT
110020,NEWNAN HOSPITAL WEST,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11320,. ,0,0,155,69,0.339,0.022,0.23523,12060,12060,0,0,0,,N,N,2623,2569.54,1.32011,1.32982,2571.99,1.32681,1.33765,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.08621,0.04879,0.02052,0.00934,0.52528
110023,GORDON HOSPITAL,11,11,11,,,,. ,. ,,,,0.9793,0.9793,1,0,11500,. ,0,0,65,39,0.253,0.021,0.27411,12060,12060,0,0,7,,W,W,1753,1702.84,1.32737,1.33826,1705.6,1.32441,1.33371,3,RURAL,RURAL,0,0,0.98578,0.98578,0,0,1,0.11829,0,0.03632,0.03379,0.54997
110024,CANDLER HOSPITAL,42340,42340,42340,,,,. ,. ,,,,0.9139,0.9139,1,0,11220,. ,0,0,219,169,0.303,0.025,0.31056,42340,42340,0,0,0,,N,N,5196,5101.89,1.37633,1.41056,5107.84,1.38673,1.41786,3,OURBAN,OURBAN,0,0,0.94021,0.94021,0,0,1,0.14836,0.06491,0.07062,0.06373,0.53742
110025,SOUTHEAST GEORGIA REGIONAL MEDICAL CENTER,15260,15260,15260,,,,. ,. ,,,,1.0478,1.0478,1,0,11490,5925.59,0,0,284,136,0.357,0.036,0.31,15260,15260,0,0,17,,N,N,4159,4099.65,1.46335,1.47165,4105.24,1.47364,1.48042,3,OURBAN,OURBAN,0,0,1.03249,1.03249,0,0,1,0.1479,0.06479,0.08291,0.10494,0.55555
110026,ELBERT MEMORIAL HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11430,. ,0,0,52,20,0.386,0.017,0.25372,11,11,0,0,0,,N,N,917,887.69,1.09709,1.11012,888.78,1.10425,1.11932,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.10147,0,0.01131,0.00147,0.60484
110027,COBB MEMORIAL HOSPITAL,11,11,11,,,,0.0387,0.0387,YES,YES,,0.8212,0.8212,1,0,11462,. ,0,0,71,23,0.526,0.045,0.31047,11,11,0,0,0,,N,N,1057,1031.75,1.06446,1.07821,1033.4,1.06111,1.07091,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.00008,0.00021,0.61069
110028,UNIVERSITY HOSPITAL,12260,12260,12260,,,,. ,. ,,,,0.964,0.964,1,0,11840,. ,0,0,485,318,0.37,0.024,0.28362,12260,12260,0,0,0,,N,N,10346,10272.57,1.81684,1.82893,10278.75,1.81631,1.8275,3,OURBAN,OURBAN,0,0,0.97521,0.97521,0,0,1,0.12614,0.05911,0.10706,0.05893,0.58665
110029,NORTHEAST GEORGIA MEDICAL CENTER,23580,23580,23580,,,,. ,. ,,,,0.9793,0.9793,1,0,11550,. ,0,0,385,246,0.343,0.032,0.25789,12060,12060,0,0,7,,W,W,8481,8350.55,1.72342,1.74647,8359.62,1.7194,1.74123,3,OURBAN,OURBAN,0,0,0.98578,0.98578,0,0,1,0.10491,0.05361,0.05437,0.05964,0.50409
110030,CARTERSVILLE MEDICAL CENTER,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11060,. ,0,0,87,55,0.221,0.026,0.30684,12060,12060,0,0,0,,N,N,2599,2546.75,1.20704,1.22416,2548.28,1.21503,1.23238,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.12,0,0.01423,0.02212,0.48939
110031,SPALDING REGIONAL MEDICAL CENTER,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11860,. ,0,0,160,97,0.203,0.021,0.30098,12060,12060,0,0,0,,N,N,3757,3705.68,1.26392,1.28208,3707.08,1.27535,1.294,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.14046,0.06284,0.01633,0.01989,0.56278
110032,STEPHENS COUNTY HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11861,4180.96,0,0,92,37,0.46,0.032,0.2937,11,11,0,0,16,,N,N,1853,1819.8,1.12719,1.13017,1820.63,1.1382,1.14134,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.0416,0.03058,0.63666
110033,NORTHLAKE MEDICAL CENTER,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0.0736,11370,. ,0,0.2222,95,31,0.324,0.026,0.20448,12060,12060,0,0,0,,N,N,1154,1121.8,1.36464,1.37853,1124.23,1.37194,1.3832,3,LURBAN,LURBAN,0.03852,0.06471,0.98578,0.98578,0,0,1,0.06085,0,0.04577,0.03092,0.52716
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,12260,12260,12260,,,,. ,. ,,,,0.964,0.964,1,0.7244,11840,. ,0,1.0125,457,280,0.424,0.023,0.53386,12260,12260,0,0,0,,N,N,4451,4394.04,1.65973,1.68398,4398.33,1.66894,1.69067,3,OURBAN,OURBAN,0.32593,0.33073,0.97521,0.97521,0,0,1,0.33258,0.11417,0.06156,0.0214,0.25003
110035,WELLSTAR KENNESTONE HOSPITAL,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11290,. ,0,0,463,368,0.396,0.02,0.22175,12060,12060,0,0,0,,N,N,10033,9946.41,1.61802,1.62494,9952.59,1.62333,1.62947,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.07509,0.04593,0.10134,0.02868,0.46547
110036,"MEMORIAL HEALTH UNIV MED CEN, INC",42340,42340,42340,,,,. ,. ,,,,0.9139,0.9139,1,0.2439,11220,. ,0,0.2892,367,307,0.309,0.025,0.41874,42340,42340,0,0,0,,N,N,7021,6883.63,1.80613,1.83157,6895.83,1.79786,1.82044,3,OURBAN,OURBAN,0.12199,0.08503,0.94021,0.94021,0,0,1,0.23761,0.08849,0.03761,0.03529,0.34322
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,11,11,11,,,,. ,. ,,,,0.8489,0.8489,1,0,11890,. ,0,0,204,112,0.425,0.029,0.34052,10,10,0,0,7,,W,W,4132,4073.27,1.49797,1.5043,4075.73,1.50875,1.51577,3,RURAL,RURAL,0,0,0.89388,0.89388,0,0,1,0.17308,0,0.08634,0.06045,0.57431
110039,ST JOSEPH HOSPITAL - AUGUSTA,12260,12260,12260,,,,. ,. ,,,,0.964,0.964,1,0,11840,. ,0,0,146,66,0.374,0.032,0.2299,12260,12260,0,0,0,,N,N,1831,1809.91,1.42213,1.45015,1811.61,1.43379,1.45931,3,OURBAN,OURBAN,0,0,0.97521,0.97521,0,0,1,0.08182,0.04766,0.03864,0.03535,0.47355
110040,BJC MEDICAL CENTER,11,11,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11610,. ,0,0,72,14,0.401,0.02,0.28972,12060,12060,0,0,0,LUGAR,W,W,862,845.34,1.10572,1.10935,845.77,1.10018,1.10416,3,RURAL,LURBAN,0,0,0.98578,0.98578,0,0,1,0.12,0,0.00325,0.00002,0.71681
110041,HABERSHAM COUNTY MEDICAL CTR,11,11,11,,,,. ,. ,,,,0.9456,0.9456,1,0,11540,. ,0,0,53,23,0.423,0.047,0.25954,12020,12020,0,0,0,,W,W,1124,1079.22,1.23244,1.24424,1080.89,1.23694,1.24681,3,RURAL,RURAL,0,0,0.96242,0.96242,0,0,1,0.10627,0,0.00822,0.01237,0.57357
110042,WELLSTAR PAULDING HOSPITAL,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11810,. ,0,0,38,13,0.462,0.03,0.1731,12060,12060,0,0,0,,N,N,589,566.17,1.06384,1.0809,566.95,1.07887,1.0908,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.04002,0,0,0,0.51144
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,42340,42340,42340,,,,. ,. ,,,,0.9139,0.9139,1,0,11220,. ,0,0,186,132,0.304,0.026,0.16325,42340,42340,0,0,0,,N,N,5433,5371.45,1.78077,1.78655,5378.61,1.77581,1.78037,3,OURBAN,OURBAN,0,0,0.94021,0.94021,0,0,1,0.03361,0.03361,0.08544,0.07668,0.6613
110044,SUMTER REGIONAL HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11870,. ,0,0,116,46,0.414,0.057,0.33316,11,11,0,0,0,,N,N,1611,1569.77,1.14731,1.1569,1571.6,1.15505,1.16291,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.08091,0.16706,0.48512
110045,BARROW REGIONAL MEDICAL CENTER,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11050,. ,0,0,56,12,0.45,0.04,0.40581,12060,12060,0,0,0,,N,N,497,477.31,1.10695,1.12121,478.45,1.11575,1.12497,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.12,0,0.00552,0.00513,0.45663
110046,WALTON REGIONAL MEDICAL CENTER,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11930,. ,0,0,77,22,0.322,0.031,0.33103,12060,12060,0,0,0,,N,N,1587,1539.81,1.13667,1.15362,1542.8,1.13033,1.14377,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.12,0,0.00094,0.00112,0.6599
110050,MURRAY MEDICAL CENTER,19140,19140,19140,,,,. ,. ,,,,0.8955,0.8955,1,0,11772,. ,0,0,37,12,0.338,0.036,0.19183,19140,19140,0,0,0,,N,N,834,807.73,1.08668,1.10727,808.75,1.08924,1.10831,3,OURBAN,OURBAN,0,0,0.9272,0.9272,0,0,1,0.05219,0,0.00295,0.00577,0.65136
110051,UNION GENERAL HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11913,3265.04,0,0,45,18,0.538,0.037,0.2332,11,11,0,0,16,,N,N,1015,982.68,1.13521,1.1407,983.72,1.13887,1.14239,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.08454,0,0,0,0.68292
110054,FLOYD MEDICAL CENTER,40660,40660,40660,,,,. ,. ,,,,0.9793,0.9793,1,0.1059,11460,. ,0,0.1991,213,110,0.269,0.027,0.43355,12060,12060,0,0,0,,W,W,3264,3209.15,1.38881,1.40228,3214.49,1.38528,1.39573,3,OURBAN,OURBAN,0.05492,0.05779,0.98578,0.98578,0,0,1,0.24983,0.09176,0.03847,0.0509,0.4178
110059,HART COUNTY HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11581,. ,0,0,82,15,0.507,0.03024,0.09347,11,11,0,0,0,,N,N,971,946.04,1.12546,1.1308,947.33,1.12832,1.13224,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0,0,0.0022,0.0003,0.68819
110064,"MEDICAL CENTER, THE",17980,17980,17980,,,,. ,. ,,,,0.853,0.853,1,0.0915,11780,. ,0,0.1565,397,232,0.368,0.036,0.55745,17980,17980,0,0,0,,N,N,3750,3693.78,1.4604,1.49281,3697.65,1.46007,1.48715,3,OURBAN,OURBAN,0.04765,0.04515,0.89684,0.89684,0,0,1,0.35205,0.1195,0.05981,0.0826,0.2894
110069,HOUSTON MEDICAL CENTER,47580,47580,47580,,,,. ,. ,,,,0.9443,0.9443,1,0,11600,. ,0,0,155,109,0.499,0.032,0.26219,31420,31420,0,0,0,,W,W,3869,3817.46,1.29078,1.2962,3820.47,1.29984,1.30469,3,OURBAN,OURBAN,0,0,0.96151,0.96151,0,0,1,0.10846,0.05453,0.05143,0.02952,0.47228
110071,APPLING HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11000,. ,0,0,33,15,0.35,0.035,0.55546,11,11,0,0,0,,N,N,674,654.43,1.04374,1.0515,654.68,1.04953,1.05864,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.02099,0.02665,0.51671
110073,DORMINY MEDICAL CENTER,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11070,. ,0,0,75,25,0.477,0.032,0.34972,11,11,0,0,0,,N,N,1065,1043.02,1.07341,1.07529,1044.39,1.07784,1.0788,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.03734,0.02529,0.58376
110074,ATHENS REGIONAL MEDICAL CENTER,12020,12020,12020,,,,. ,. ,,,,0.9456,0.9456,1,0,11260,. ,0,0,321,208,0.368,0.044,0.30611,12020,12020,0,0,0,,N,N,8081,7993.4,1.52736,1.53467,7999.02,1.52528,1.53233,3,OURBAN,OURBAN,0,0,0.96242,0.96242,0,0,1,0.14469,0.06395,0.04282,0.07849,0.52273
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,11,11,11,,,,. ,. ,,,,0.9023,0.9023,1,0,11140,. ,0,0,150,82,0.198,0.028,0.46862,42340,42340,0,0,7,,W,W,2623,2580.13,1.27543,1.29375,2581.12,1.28659,1.3054,3,RURAL,RURAL,0,0,0.93202,0.93202,0,0,1,0.27876,0,0.01526,0.03171,0.52419
110076,DEKALB MEDICAL CENTER,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11370,. ,0,0,398,301,0.384,0.03,0.34104,12060,12060,0,0,0,,N,N,6495,6407.14,1.42183,1.42734,6412.96,1.42842,1.43366,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.17351,0.0715,0.1079,0.08154,0.36853
110078,EMORY CRAWFORD LONG HOSPITAL,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0.1494,11470,. ,0,0.1944,430,324,0.413,0.021,0.36543,12060,12060,0,0,0,,N,N,8289,8194.09,2.01194,2.02869,8200.43,1.99519,2.00956,3,LURBAN,LURBAN,0.07658,0.05639,0.98578,0.98578,0,0,1,0.19363,0.07681,0.08225,0.02698,0.42955
110079,GRADY MEMORIAL HOSPITAL,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0.5913,11470,. ,0,0.911,716,449,0.414,0.047,0.67037,12060,12060,0,0,0,,N,N,5364,5314.03,1.41886,1.44845,5316.07,1.42751,1.45384,3,LURBAN,LURBAN,0.27325,0.29315,0.98578,0.98578,0,0,1,0.35,0.1189,0.07612,0.11552,0.20974
110080,,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0.0845,11470,. ,0,0.3659,125,29,0.386,0.019,0.44684,12060,12060,0,0,0,,N,N,107,105.82,1.25443,1.28695,105.47,1.251,1.28971,3,LURBAN,LURBAN,0.04409,0.10878,0.98578,0.98578,0,0,1,0.26079,0.09471,0.03303,0.00185,0.28825
110082,"SAINT JOSEPHS HOSPITAL OF ATLANTA, INC",12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11470,. ,0,0,346,296,0.295,0.024,0.06846,12060,12060,0,0,0,,N,N,11698,11576.57,1.89632,1.90064,11588.38,1.87811,1.88239,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0,0.01396,0.05139,0.03646,0.5649
110083,PIEDMONT HOSPITAL,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0.0116,11470,. ,0,0.0143,447,363,0.369,0.026,0.08133,12060,12060,0,0,0,,N,N,8846,8774.18,1.92157,1.92627,8781.77,1.90798,1.91214,3,LURBAN,LURBAN,0.00618,0.00404,0.98578,0.98578,0,0,1,0,0.01661,0.09963,0.05442,0.38629
110086,WASHINGTON CTY REGIONAL MEDICAL CTR,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11950,4263.54,0,0,56,23,0.425,0.046,0.30646,11,11,0,0,16,,N,N,954,922.6,1.27795,1.29558,923.2,1.31017,1.32619,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.03959,0.06442,0.5779
110087,GWINNETT MEDICAL CENTER,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11530,. ,0,0,284,247,0.383,0.03,0.27449,12060,12060,0,0,0,,N,N,6427,6294.5,1.45,1.46216,6304.09,1.46303,1.47413,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.1186,0.05716,0.05235,0.03596,0.40124
110089,COFFEE REGIONAL MEDICAL CENTER,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11291,4758,0,0,88,52,0.37,0.049,0.39959,11,11,0,0,16,,N,N,2605,2524.97,1.11042,1.11998,2527.71,1.11946,1.12878,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.01475,0.03467,0.53551
110091,"ROCKDALE MEDICAL CENTER, INC",12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11841,. ,0,0,107,87,0.416,0.028,0.31462,12060,12060,0,0,0,,N,N,2977,2937.09,1.2618,1.27236,2939.02,1.26997,1.2782,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.15171,0.06578,0.02444,0.01333,0.47902
110092,DODGE COUNTY HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11380,. ,0,0,71,30,0.456,0.035,0.47249,11,11,0,0,0,,N,N,1206,1175.26,1.04442,1.05172,1176.2,1.04572,1.05462,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.0026,0.00226,0.55115
110095,TIFT REGIONAL MEDICAL CENTER,11,11,11,,,,. ,. ,,,,0.8632,0.8632,1,0,11900,. ,0,0,161,86,0.385,0.036,0.45059,46660,46660,0,0,7,,W,W,3122,3064.58,1.43196,1.45163,3071.2,1.4208,1.43655,3,RURAL,RURAL,0,0,0.90417,0.90417,0,0,1,0.26389,0,0.02004,0.03027,0.44645
110100,JEFFERSON HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11620,3511.83,0,0,37,8,0.491,0.03,0.25368,11,11,0,0,16,,N,N,512,495,0.9536,0.96275,495.62,0.96203,0.97036,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.10144,0,0,0,0.5869
110101,MEMORIAL HOSPITAL OF ADEL INC,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11311,. ,0,0,60,15,0.428,0.039,0.45864,11,11,0,0,0,,N,N,552,535.3,1.06898,1.08284,536.34,1.07633,1.08932,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.00153,0.00187,0.34697
110104,CRISP REGIONAL HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11340,3292.8,0,0,65,39,0.409,0.025,0.40216,11,11,0,0,16,,N,N,1715,1683.41,1.03132,1.03952,1685.39,1.03236,1.03961,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.00231,0.00087,0.54311
110105,COLQUITT REGIONAL MEDICAL CENTER,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11300,4721.84,0,0,76,45,0.441,0.043,0.35531,11,11,0,0,16,,N,N,1800,1776.23,1.29458,1.2988,1777.82,1.29983,1.30438,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.03065,0.03751,0.5277
110107,MEDICAL CENTER OF CENTRAL GEORGIA,31420,31420,31420,,,,. ,. ,,,,0.9798,0.9798,1,0.161,11090,. ,0,0.1972,534,413,0.376,0.025,0.37858,31420,31420,0,0,0,,N,N,11318,11172.25,1.92649,1.93817,11181.05,1.90819,1.91894,3,OURBAN,OURBAN,0.08227,0.05723,0.98612,0.98612,0,0,1,0.20448,0.07968,0.07568,0.04432,0.46074
110109,EMANUEL COUNTY HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11440,3993.77,0,0,42,23,0.371,0.025,0.36923,11,11,0,0,16,,N,N,1110,1088.2,0.99135,0.9971,1088.88,0.99556,1.00206,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.00048,0.00031,0.55053
110111,MCDUFFIE REGIONAL MEDICAL CENTER,12260,12260,12260,,,,. ,. ,,,,0.964,0.964,1,0,11702,. ,0,0,35,16,0.542,0.041,0.26254,12260,12260,0,0,0,,N,N,874,833.15,1.1685,1.18973,833.9,1.17488,1.19787,3,OURBAN,OURBAN,0,0,0.97521,0.97521,0,0,1,0.10875,0,0.01176,0.00924,0.71325
110112,BERRIEN COUNTY HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11080,4230.42,3986.13,0,47,8,0.406,0.038,0.31883,11,11,0,0,14,,N,N,422,410.56,0.91376,0.9198,410.89,0.9174,0.92338,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.15518,0,0,0,0.57211
110113,BURKE MEDICAL CENTER,12260,12260,12260,,,,. ,. ,,,,0.964,0.964,1,0,11150,. ,0,0,40,17,0.519,0.018,0.54397,12260,12260,0,0,0,,N,N,801,775.97,1.0097,1.02602,776.56,1.01402,1.03199,3,OURBAN,OURBAN,0,0,0.97521,0.97521,0,0,1,0.12,0,0,0,0.5018
110115,ATLANTA MEDICAL CENTER,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0.2269,11470,. ,0,0.4717,348,166,0.212,0.015,0.5474,12060,12060,0,0,0,,N,N,2749,2701.96,1.68562,1.72582,2703.25,1.69739,1.73705,3,LURBAN,LURBAN,0.11398,0.14238,0.98578,0.98578,0,0,1,0.34376,0.11723,0.12127,0.08013,0.31633
110121,GRADY GENERAL HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11510,. ,0,0,46,14,0.405,0.029,0.33405,11,11,0,0,0,,N,N,619,607.28,1.02207,1.025,607.56,1.02903,1.03167,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.00974,0.00702,0.53352
110122,SOUTH GEORGIA MEDICAL CENTER,46660,46660,46660,,,,. ,. ,,,,0.8802,0.8802,1,0,11700,. ,0,0,263,160,0.439,0.037,0.39794,45220,45220,0,0,7,,W,W,4922,4881.61,1.54478,1.54689,4884.83,1.54543,1.54708,3,OURBAN,OURBAN,0,0,0.91632,0.91632,0,0,1,0.22045,0.08392,0.05557,0.05467,0.55065
110124,WAYNE MEMORIAL HOSPITAL,11,11,11,,,,0.0428,0.0428,YES,YES,,0.8253,0.8253,1,0,11960,5692.64,0,0,115,38,0.375,0.041,0.3259,11,11,0,0,16,,N,N,1596,1569.27,1.01721,1.02672,1570.51,1.01933,1.02769,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.02769,0.04173,0.58721
110125,FAIRVIEW PARK HOSPITAL,11,11,11,,,,. ,. ,,,,0.9443,0.9443,1,0,11660,. ,0,0,173,71,0.252,0.029,0.39343,31420,31420,0,0,0,,W,W,2892,2837.8,1.31504,1.32586,2839.68,1.30984,1.32034,3,RURAL,RURAL,0,0,0.96151,0.96151,0,0,1,0.12,0,0.00765,0.01389,0.51667
110128,MEADOWS REGIONAL MEDICAL CENTER INC,11,11,11,,,,. ,. ,,,,0.9023,0.9023,1,0,11901,4841.19,0,0,87,33,0.365,0.037,0.43292,42340,42340,0,0,16,,W,W,1843,1790.75,1.24041,1.25864,1792.56,1.23422,1.25164,3,RURAL,RURAL,0,0,0.93202,0.93202,0,0,1,0.12,0,0.00219,0.00394,0.6101
110129,ST FRANCIS HOSPITAL,17980,17980,17980,,,,. ,. ,,,,0.853,0.853,1,0,11780,. ,0,0,236,136,0.39,0.038,0.12528,17980,17980,0,0,0,,N,N,6316,6235.74,1.49742,1.50912,6239.38,1.49609,1.50764,3,OURBAN,OURBAN,0,0,0.89684,0.89684,0,0,1,0,0.02569,0.06281,0.07199,0.67881
110130,IRWIN COUNTY HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11601,. ,0,0,34,13,0.498,0.063,0.7954,11,11,0,0,0,,N,N,288,281.44,0.91396,0.91523,281.54,0.92284,0.92628,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0,0,0.21755
110132,MEMORIAL HOSPITAL AND MANOR,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11360,. ,0,0,80,31,0.491,0.036,0.35168,11,11,0,0,0,,N,N,1267,1245.92,1.01895,1.02292,1246.67,1.02755,1.03132,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.02569,0.02034,0.55474
110135,TAYLOR REGIONAL HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11831,. ,0,0,55,26,0.464,0.026,0.34881,11,11,0,0,0,,N,N,1125,1102.36,1.23213,1.24074,1103.17,1.23474,1.24288,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.00176,0.00086,0.53881
110142,EVANS MEMORIAL HOSPITAL,11,11,11,,,,. ,. ,,,,0.7825,0.7825,1,0,11441,. ,0,0,49,13,0.389,0.039,0.40077,11,11,0,0,0,,N,N,824,791.13,0.94697,0.95813,792.5,0.95594,0.96743,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0,0,0.56286
110143,WELLSTAR COBB HOSPITAL,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11290,. ,0,0,319,212,0.349,0.024,0.35838,12060,12060,0,0,0,,N,N,5563,5498.5,1.37761,1.38612,5502.32,1.39774,1.40524,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.18781,0.07527,0.0432,0.02429,0.43748
110146,CAMDEN MEDICAL CENTER,11,11,11,,,,0.0805,0.0805,YES,YES,,0.863,0.863,1,0,11170,4946.67,0,0,40,15,0.762,0.052,0.31954,11,11,0,0,16,,N,N,552,534.69,1.0788,1.08399,535.44,1.083,1.08543,3,RURAL,RURAL,0,0,0.84539,0.84539,0,0,1,0.12,0,0.15514,0.10786,0.37606
110150,OCONEE REGIONAL MEDICAL CENTER,11,11,11,,,,. ,. ,,,,0.9793,0.9793,1,0,11030,. ,0,0,102,56,0.43,0.052,0.2928,12060,12060,0,0,7,,W,W,2020,1978.18,1.23663,1.25332,1979.24,1.23807,1.25396,3,RURAL,RURAL,0,0,0.98578,0.98578,0,0,1,0.13371,0,0.03514,0.06159,0.5433
110153,PERRY GENERAL HOSPITAL,47580,47580,47580,,,,. ,. ,,,,0.9443,0.9443,1,0,11600,. ,0,0,39,19,0.561,0.046,0.21832,31420,31420,0,0,0,,W,W,935,908.99,1.14331,1.15537,909.56,1.14461,1.15614,3,OURBAN,OURBAN,0,0,0.96151,0.96151,0,0,1,0.07226,0,0.00653,0.00566,0.56512
110161,NORTHSIDE HOSPITAL,12060,12060,12060,,,,. ,. ,,,,0.9793,0.9793,1,0,11470,. ,0,0,444,334,0.31,0.025,0.1898,12060,12060,0,0,0,,N,N,2729,2676.59,1.48448,1.48996,2678.79,1.50558,1.51014,3,LURBAN,LURBAN,0,0,0.98578,0.98578,0,0,1,0.05087,0.03918,0.13308,0.10268,0.13794
